Date,Original Headline,Generated Headline,Keywords,Generated Summary
20190628,"Only God knows when my tenure will end, Soviet-era oil baron says","Surgutneftegaz CEO Bogdanov, Russia’s Longest-Serving Oil Chief, Dismisses Retirement Rumors Amid Secrecy Over Company Ownership","Surgutneftegaz, Vladimir Bogdanov, oil reserves, company ownership, Russia","Vladimir Bogdanov, CEO of Surgutneftegaz for 35 years, dismissed speculation about his retirement and rumors of a company headquarters move, while the firm remains secretive about its ownership and holds nearly $50 billion in cash reserves. The company, one of Russia's most opaque oil majors, continues to produce over a million barrels daily and has doubled output since privatization."
20190628,Philadelphia refinery workers plan for uncertain future after jobs go up in smoke,"Philadelphia Refinery Closure Leaves Over 1,000 Workers Jobless After Devastating Fire","refinery closure, job loss, union workers, Philadelphia Energy Solutions, severance","Philadelphia Energy Solutions will permanently close its refinery, the largest on the East Coast, after a major fire, leaving over 1,000 workers without jobs or severance and raising concerns about their future livelihoods. The closure follows years of financial struggles and comes as a major blow to employees and the local community."
20190628,"Russia's government, oil firms have unified position on OPEC+ deal: Ifax",Russia Affirms Unified Stance with Oil Companies Ahead of OPEC Output Talks,"Russia, OPEC, oil output, Vienna talks, Alexander Novak","Russia's government and oil companies have agreed on a unified position regarding the OPEC output deal, with discussions set for next week in Vienna."
20190628,Russia’s Novak Says G-20 Talks Will Clarify Uncertain Oil Market,G-20 Summit to Shape Oil Market Outlook Ahead of Key OPEC+ Meeting,"G-20, OPEC+, oil market, Russia, Saudi Arabia","Leaders at the G-20 Summit in Japan are expected to provide clarity on the future of the oil market before the upcoming OPEC+ meeting, with Russia and Saudi Arabia set to discuss potential extensions of output cuts. Russia remains undecided on extending the deal, while Saudi Arabia strongly supports it."
20190628,The U.S. Has So Many Fat Pigs That Pork Prices Are at Decade Low,US Pork Prices Plunge to Decade Lows as Hog Herd Hits 76-Year High,"pork prices, hog herd, US-China trade, African swine fever, meat exports","US pork prices have dropped to their lowest in a decade due to a record-high hog herd and trade tensions with China, leading to increased domestic consumption and investor retreat from the market. Producers are anticipating future demand from China as African swine fever reduces that country's pork output."
20190628,"With Iran nuclear deal on the brink, U.S. vows to choke off Iranian oil sales",World Powers Urge Iran to Uphold Nuclear Deal as US Tightens Oil Sanctions,"Iran nuclear deal, US sanctions, oil exports, Vienna talks, uranium enrichment","World powers met with Iran in Vienna to urge compliance with the nuclear deal as the US vowed to sanction all Iranian oil sales, increasing pressure on Tehran and lowering hopes for a breakthrough. Iran warned it may exceed uranium enrichment limits unless its oil exports are restored, while European allies struggle to keep the accord alive."
20190629,"At G20, Canada raises concern about Mexico gas pipeline row","Canada Voices Concern Over Mexico Gas Pipeline Dispute, Resolution Expected Soon","pipeline dispute, Canada, Mexico, TC Energy, CFE","Canada has raised concerns over a gas pipeline dispute with Mexico involving TC Energy, but Mexican officials are optimistic a resolution will be reached soon without international arbitration. The disagreement has heightened worries about the security of contracts signed under previous Mexican administrations."
20190629,Russia agrees with Saudi Arabia to extend OPEC+ oil output deal,Russia and Saudi Arabia Back Nine-Month Extension of OPEC Oil Output Cuts Amid Market Pressures,"OPEC+, oil output, Russia, Saudi Arabia, global economy",Russia and Saudi Arabia have agreed to extend the OPEC+ oil output reduction deal by up to nine months as oil prices face pressure from rising U.S. supplies and a slowing global economy; the extension is expected to be confirmed at the upcoming OPEC+ meeting.
20190629,Russia happy to discuss energy cooperation with Saudi Arabia: Putin,Putin Discusses Energy Cooperation With Saudi Crown Prince Ahead of OPEC Meeting,"Putin, Saudi Arabia, energy cooperation, OPEC, G20",Russian President Vladimir Putin expressed willingness to enhance energy cooperation with Saudi Arabia and voiced support for its upcoming G20 presidency during talks with Crown Prince Mohammed bin Salman ahead of the July OPEC meeting.
20190629,"Saudi's Falih says Russia, Saudi OPEC+ extension pact will help stabilize oil market",Saudi Arabia and Russia Agree to Extend OPEC+ Oil Output Cuts to Stabilize Market,"OPEC+, oil cuts, Saudi Arabia, Russia, global economy",Saudi Arabia and Russia have agreed to extend OPEC+ oil supply cuts by six to nine months to help balance global oil markets and support economic growth amid rising U.S. supplies and a slowing global economy. The partnership aims to reduce global inventories and protect the interests of both producers and consumers.
20190629,Saudi-Russian deal not due to tainted oil crisis: Novak,"Russia, Saudi Arabia Extend Oil Output Cuts, Unrelated to Pipeline Contamination","oil production, Russia, Saudi Arabia, Druzhba pipeline, OPEC","Russia and Saudi Arabia have agreed to extend oil production cuts for six to nine months, with Russian officials clarifying the decision is unrelated to recent contamination issues in the Druzhba pipeline."
20190629,Wildfires and power cuts plague Europeans as heatwave breaks records,Europe Battles Deadly Heatwave as Wildfires Rage and Temperatures Shatter Records,"heatwave, wildfires, France, Spain, fatalities","A record-breaking heatwave swept across Europe, causing deadly wildfires, power outages, and at least six deaths, with firefighters working to contain blazes in France and Spain as temperatures soared to historic highs."
20190630,Commodities Weekly: Putin Shows OPEC Who’s Boss; Trump-Xi Truce to Hit Gold,"Putin and Saudi Crown Prince Extend Oil Cuts as Trade Tensions Ease, Gold Faces Pressure","OPEC+, oil prices, Russia-Saudi deal, gold, Federal Reserve","Russia and Saudi Arabia have agreed to extend oil production cuts, boosting crude prices amid easing US-China trade tensions, while gold faces downward pressure due to reduced expectations for a significant Federal Reserve rate cut."
20190630,OPEC set for oil cut extension if Iran endorses pact,OPEC and Allies Poised to Extend Oil Output Cuts Amid Global Economic Uncertainty,"OPEC, oil cuts, Saudi Arabia, Iran, global demand","OPEC and its allies, including Saudi Arabia and Russia, are expected to extend oil production cuts into 2020 to support prices as global demand weakens, while U.S. sanctions continue to pressure Iran's exports."
20190630,Saudi Falih says OPEC consensus is for rollover of oil cut,OPEC Considers Extending Oil Production Cuts Amid Ongoing Talks,"OPEC, oil cuts, extension, Saudi Arabia, production","OPEC members agree on the need to extend oil production cuts but remain undecided on whether the extension should last six or nine months, according to Saudi Energy Minister Khalid al-Falih."
20190630,"Swine fever toll in China may be twice as high as reported, industry insiders say",China's Pig Population Plummets as African Swine Fever Devastates Farms and Threatens Pork Supply,"African swine fever, pig population, pork prices, China, farm losses","African swine fever has killed or led to the culling of up to half of China's breeding pigs, far more than official reports, causing a sharp drop in pork supply and rising prices, with many outbreaks going unreported and farmers facing severe losses."
20190630,UAE confident OPEC+ will reach a decision to balance oil market balance,UAE Energy Minister Expresses Optimism Ahead of Key OPEC Meeting in Vienna,"OPEC, oil market, UAE, Vienna, energy ministers",The UAE energy minister voiced optimism about achieving a decision to restore oil market balance as OPEC and its allies prepare for meetings in Vienna.
20190701,China's Snapping Up a Little-Known Oil By-Product for Ship Fuel,China’s Diesel Demand Spurs Surge in Light-Cycle Oil Imports Amid Shipping and Agricultural Needs,"diesel demand, light-cycle oil, China, shipping regulations, refinery profits","Chinese imports of light-cycle oil have surged as refiners blend it with diesel to meet rising demand from shipping and agriculture, driven by new low-sulfur fuel rules and seasonal planting. Despite overall weak refinery profits, LCO imports hit their highest levels since 2018, supported by regulatory changes and tax cuts boosting industrial activity."
20190701,Explainer: What extra U.S. farm products could China buy?,"China Agrees to New U.S. Farm Purchases Amid Trade Talks, but Limits Remain","China, U.S. agriculture, soybeans, trade talks, pork","China has agreed to increase purchases of U.S. farm products following talks between Presidents Trump and Xi, but analysts note that tariffs, weak demand, and other constraints will likely limit the scale of these imports. Key products affected include soybeans, grains, ethanol, and pork, with further details pending."
20190701,"Freeport Sags as Copper Price, Output Dent Second-Quarter View",Freeport-McMoRan Shares Drop After Lower Copper Prices and Indonesian Output Cut Earnings Outlook,"Freeport-McMoRan, copper prices, Indonesia, earnings, Grasberg","Freeport-McMoRan shares fell sharply after the company reported lower copper prices and reduced output at its Indonesian mine, leading to a weaker second-quarter earnings outlook and higher costs. The miner expects a loss for the quarter, with sales and EBITDA below analyst forecasts."
20190701,"Gold Prices Slide Below $1,400 as Trump-Xi Agreement Dampens Safe-Haven Demand","Gold Drops Below $1,400 as US-China Trade Truce Boosts Risk Appetite","gold, US-China trade, risk appetite, safe-haven, metals","Gold prices fell to a one-week low below $1,400 after the US and China agreed to resume trade talks, increasing investor risk appetite and reducing demand for safe-haven assets; other metals saw mixed movements."
20190701,Oil firms as OPEC+ poised to extend supply cut,Oil Prices Rise as OPEC+ Signals Extension of Supply Cuts Amid Global Economic Concerns,"OPEC+, oil prices, supply cuts, Saudi Arabia, U.S. production","Oil prices climbed as OPEC and its allies appeared set to extend supply cuts through at least the end of 2019, with major producers like Saudi Arabia and Russia supporting the move despite rising U.S. output and a slowing global economy. The alliance meets in Vienna this week to finalize the decision."
20190701,Oil Prices Fall Despite OPEC Production Cut Agreement,Oil Prices Dip Despite OPEC's Nine-Month Production Cut Extension,"OPEC, oil prices, production cuts, trade war, financial markets","Oil prices declined in Asia even after OPEC agreed to extend production cuts by nine months, as market sentiment remained weak amid ongoing US-China trade tensions and concerns over slowing economic activity."
20190701,Oil Prices Surge as Russia Confirms 9-Month Extension on Output Cuts,Oil Prices Surge as OPEC+ Extends Output Cuts and US-China Trade Truce Eases Market Fears,"OPEC+, oil prices, US-China trade, production cuts, G20 summit","Oil prices rose sharply after OPEC+ agreed to extend production cuts for nine months and the US and China reached a truce in their trade dispute, easing concerns about global economic growth and oil demand."
20190701,Oil Slips as Gloomy Economic Data Takes Shine Off OPEC Deal,Oil Slips as Weak Global Data Offsets OPEC Output Cut Extension,"OPEC, oil prices, global demand, manufacturing data, US dollar","Oil prices fell as disappointing economic data from major economies outweighed OPEC's decision to extend production cuts, with a stronger US dollar and record American shale output further pressuring the market. The agreement to maintain output curbs for nine months still requires approval from non-OPEC allies."
20190701,"Oil steadies on OPEC cuts, but oversupply fears persist",OPEC Extends Oil Supply Cuts to 2020 Amid Oversupply Concerns,"OPEC, oil prices, supply cuts, U.S. production, global economy","OPEC agreed to extend oil supply cuts until March 2020 to support prices, but gains were limited by concerns over oversupply and rising U.S. output. The group will meet with Russia and other producers to discuss further actions as the global economy slows."
20190701,OPEC extends oil cut to prop up prices as economy weakens,OPEC Extends Oil Supply Cuts to March 2020 Amid Global Economic Uncertainty,"OPEC, oil cuts, Saudi Arabia, U.S. production, Iran","OPEC and its allies agreed to extend oil supply cuts until March 2020 to support prices amid weak global demand and rising U.S. output, despite pressure from the U.S. for increased supply. The decision comes as geopolitical tensions and sanctions on Iran and Venezuela continue to impact the oil market."
20190701,OPEC set to extend oil supply cut as Iran endorses pact,OPEC and Allies Poised to Extend Oil Output Cuts Amid Global Economic Uncertainty,"OPEC, oil cuts, Iran, Saudi Arabia, sanctions","OPEC and its allies, including Iran, are expected to extend oil supply cuts through at least the end of 2019 to support prices amid a weakening global economy and ongoing geopolitical tensions. The move comes as U.S. sanctions continue to pressure Iran and concerns grow over oil demand due to trade disputes."
20190701,Saudi Arabia and Russia Aren’t Feeling OPEC’s Market-Share Pain,OPEC Market Share Hits 30-Year Low as Venezuela and Iran Bear the Brunt,"OPEC, Venezuela, Iran, oil production, sanctions","OPEC's share of the global oil market has dropped to its lowest in nearly 30 years, with Venezuela and Iran suffering most due to domestic turmoil and U.S. sanctions, while major producers like Saudi Arabia remain largely unaffected."
20190701,Saudis Dig in for Long Shale Fight as OPEC Extends Cuts to 2020,Saudi Arabia Extends Deeper Oil Cuts as OPEC+ Faces Prolonged Battle With US Shale,"OPEC, Saudi Arabia, oil cuts, US shale, Russia","Saudi Arabia has pledged to continue leading OPEC’s extended oil production cuts, deepening its own reductions to counter US shale output, while formalizing closer cooperation with Russia and other producers. Despite the move, market reaction was muted amid concerns over global oil demand and internal OPEC tensions."
20190701,Thai Oil Giant Boosts Renewables Funding Over 'Uncertain' Crude Outlook,PTT Boosts Investment in Renewables Amid Uncertain Oil Outlook,"PTT, renewables, electricity, Thailand, investment","Thai energy giant PTT is increasing its investment in electricity generation, especially renewables, due to an uncertain oil market, raising its 2019 capital spending and expanding into clean energy and infrastructure projects. The company will also continue investing in fossil fuels and LNG to maintain energy security while supporting Thailand’s shift toward renewable power."
20190702,Crude Oil Prices Plunge Nearly 5% as Demand Worries Weigh,Oil Prices Drop Sharply Despite OPEC Supply Cut Extension Amid Global Demand Concerns,"crude oil, OPEC, supply cuts, global demand, prices","Oil prices fell sharply as concerns over weak global demand outweighed OPEC's decision to extend supply cuts, with analysts warning that the move may not be enough to prevent a surplus and further price declines."
20190702,Gold Prices Claw Back Some Lost Ground From U.S.-China Trade Truce,"Gold Prices Rebound Slightly After US-China Trade Truce, Remain Below $1,400","gold prices, US-China trade, Federal Reserve, interest rates, safe haven","Gold prices recovered some losses after the US and China agreed to a trade truce, but remained below $1,400 as expectations for a large Federal Reserve rate cut diminished. Other precious and base metals also saw slight declines in trading."
20190702,"Gold Prices Rebound, Still Below $1,400 Amid Trade Truce Between U.S., China",Gold Prices Rebound in Asia as US-China Trade Talks Resume,"gold, US-China trade, tariffs, stock market, safe-haven","Gold prices in Asia rebounded after briefly falling below $1,400 as the US and China agreed to restart trade talks, though analysts warn a stock market correction may still occur later this year."
20190702,Iran Says Deeper Oil Cuts May Be Needed One Day: OPEC+ Update,OPEC and Allies Extend Oil Production Cuts for Nine Months Amid U.S. Shale Competition,"OPEC, oil cuts, Saudi Arabia, U.S. shale, Iran","OPEC and its partners agreed to extend oil production cuts for nine months, with Saudi Arabia committing to deeper reductions as the group seeks to counter rising U.S. shale output; Iran indicated that even deeper cuts may be needed to maintain market share."
20190702,Morgan Stanley cuts long-term Brent price view after OPEC supply cuts,Morgan Stanley Cuts Long-Term Brent Oil Price Forecast as OPEC+ Extends Production Cuts,"Brent crude, OPEC+, production cuts, oil prices, Morgan Stanley","Morgan Stanley lowered its long-term Brent oil price forecast to $60 per barrel, citing ongoing OPEC+ production cuts and a broadly balanced market, while predicting short-term price support from seasonal demand and new shipping fuel regulations."
20190702,Oil Plunges in Worst Reaction to OPEC Since 2014 on Demand Woes,Oil Prices Plunge After OPEC Extends Production Cuts Amid Global Economic Fears,"OPEC, oil prices, production cuts, global slowdown, Saudi Arabia","Oil prices fell nearly 5% after OPEC extended production cuts, as concerns over a global economic slowdown and weak manufacturing data overshadowed the agreement. Divisions within OPEC and doubts about future demand contributed to the steepest post-meeting price drop since 2014."
20190702,"Oil Prices Drop on Demand Worries, U.S. Inventories on Tap",Oil Prices Slip as Demand Concerns Overshadow OPEC Output Cut Extension,"oil prices, OPEC, demand, production cuts, crude futures","Oil prices declined despite OPEC and its allies extending production cuts, as worries about weak demand in a slowing global economy persisted. U.S. and Brent crude futures both fell 0.4%, with market attention turning to upcoming inventory data for further direction."
20190702,Oil prices slip as demand worries outweigh OPEC supply cuts,Oil Prices Dip as Global Economic Concerns Offset OPEC Supply Cut Extension,"oil prices, OPEC, supply cuts, global economy, demand","Oil prices fell despite OPEC's decision to extend supply cuts until March 2020, as worries about slowing global economic growth and weaker demand weighed on the market. U.S. crude inventories were expected to decline, but trade tensions and sluggish manufacturing activity limited price gains."
20190702,OPEC and allies extend oil supply cut in bid to boost prices,OPEC and Russia Extend Oil Output Cuts to March 2020 Amid Global Economic Concerns,"OPEC+, oil cuts, Russia, global economy, US production","OPEC and its allies, including Russia, have agreed to extend oil output cuts until March 2020 to support prices as global economic growth slows and US oil production rises; the pact aims to stabilize the market despite pressure from the US for increased supply."
20190702,Saudis Dig In for Shale Fight as OPEC+ Extends Cuts Into 2020,Saudi Arabia Extends Deeper Oil Cuts as OPEC+ Faces Prolonged Battle With U.S. Shale,"Saudi Arabia, OPEC+, oil production, U.S. shale, Russia","OPEC and its allies, led by Saudi Arabia, have extended oil production cuts for another nine months to counter rising U.S. shale output, with Saudi Arabia pledging deeper reductions and formalizing cooperation with Russia despite ongoing market concerns and internal disputes."
20190702,"U.S. slaps duties on certain steel produced in South Korea, Taiwan",US Imposes Up to 456% Duties on Steel Imports Routed Through Vietnam,"steel duties, Vietnam, South Korea, Taiwan, anti-dumping","The US Commerce Department will impose duties of up to 456% on certain steel products made in South Korea or Taiwan and processed in Vietnam, citing circumvention of existing anti-dumping and anti-subsidy measures."
20190702,"Under pressure from Trump, OPEC embraces Putin",Russia’s Growing Influence Reshapes OPEC Amid US Pressure on Oil Prices,"OPEC, Russia, oil prices, Saudi Arabia, Trump","Russia’s prominent role in extending OPEC oil production cuts has shifted the group’s dynamics, with member nations accepting Moscow’s influence as they face pressure from the US to lower prices; the alliance aims to stabilize markets and support their economies despite past distrust."
20190703,"Canada proposes meat export solution, pushes back on China's criticism",Canada Offers New Meat Export Security Plan to Ease Tensions with China,"Canada, China, meat exports, diplomatic dispute, trade","Canada has proposed enhanced security measures for its meat export system to address Chinese concerns and reopen the market, while rejecting criticism over seeking international support amid ongoing diplomatic tensions between the two countries."
20190703,"Crude Oil Prices Rise, Shrugging off Bearish Crude Inventory Data",Oil Prices Climb Despite Smaller-Than-Expected U.S. Inventory Draw and Surplus Fears,"crude oil, inventories, OPEC, supply glut, prices","Crude oil prices rose despite U.S. inventory draws falling short of expectations, fueling concerns about a potential global supply glut as OPEC and allies extended supply cuts into 2020. The smaller draw was attributed to increased imports and higher refining activity during peak summer demand."
20190703,Gold Prices Gain on Global Trade Worries,Gold Prices Rise as Trade Tensions and Rate Cut Expectations Boost Safe-Haven Demand,"gold, trade tensions, tariffs, Federal Reserve, interest rates","Gold prices climbed 1.5% in Asia amid renewed U.S.-China and U.S.-EU trade tensions, with expectations of Federal Reserve rate cuts and potential new Fed board nominations also influencing markets. Investors remain cautious as trade negotiations continue and central banks signal looser monetary policy."
20190703,Gold Prices Push Higher on Rate Cut Hopes from Trump Fed Nominees,Gold Prices Climb as Trump’s Fed Nominations Fuel Hopes for Policy Easing,"gold, Federal Reserve, interest rates, Trump, policy easing","Gold prices rose after President Trump nominated Christopher Waller and Judy Shelton to the Federal Reserve, boosting expectations for lower interest rates, while global central bank leadership changes and ongoing trade tensions also influenced market sentiment."
20190703,Gold Prices Rise on Falling Treasury Yields Amid Soft U.S. Data,Gold Prices Climb as Weak U.S. Data Fuels Fed Rate Cut Expectations,"gold prices, Fed rate cut, U.S. economy, Treasury yields, economic growth","Gold prices rose to $1,420.90 an ounce as weaker-than-expected U.S. economic data increased expectations of a Federal Reserve rate cut, pressuring Treasury yields and boosting investor demand for gold. The Atlanta Fed also lowered its U.S. growth estimate for the second quarter to 1.3%."
20190703,Hipster Staple Quinoa May Get Pricier as Peru Eyes China Market,"Peru to Export Quinoa to China, Pushing Global Prices Higher","quinoa, Peru, China, exports, agriculture","Peru will begin exporting quinoa to China after a new customs agreement, a move expected to boost global prices and expand the Andean nation's agricultural exports beyond its traditional markets. The deal follows similar accords for other produce and highlights China's growing role as a key market for Peruvian farm goods."
20190703,Indonesia asks China for special fund under Belt and Road: ministers,Indonesia Seeks Special Belt and Road Fund from China for $91 Billion in Projects,"Belt and Road, Indonesia, China, investment, infrastructure","Indonesia has requested China to establish a special Belt and Road Initiative fund to support $91 billion worth of projects, aiming for low-interest loans and increased investment in the country. The proposal follows Indonesia's push for business-to-business loan arrangements to minimize government risk."
20190703,"Oil edges up after steep fall; OPEC cuts, stocks draw support",Oil Prices Stabilize as OPEC+ Extends Output Cuts Amid Global Demand Concerns,"OPEC+, oil prices, output cuts, global economy, US inventories","Oil prices steadied after a sharp drop, supported by OPEC+ extending output cuts and a larger-than-expected decline in US crude inventories, despite ongoing concerns about weakening global demand. Analysts expect the cuts to help balance the market, though economic slowdown and rising production elsewhere may limit gains."
20190703,Oil Prices Edge Higher on OPEC Deal; U.S. Crude Stocks Fall More Than Expected,Oil Prices Rise as OPEC Extends Output Cuts Amid Trade Uncertainty,"OPEC, oil prices, output cuts, crude inventories, US-China trade","Oil prices inched higher after OPEC and its allies agreed to extend production cuts by nine months, while US crude inventories fell more than expected and US-China trade talks resumed but remain unresolved."
20190703,Oil Prices Pare Gains Amid Bearish Batch of U.S. Inventory Data,Oil Prices Retreat as Bearish U.S. Inventory Data Undermines OPEC Cut Optimism,"oil prices, inventory data, OPEC cuts, U.S. production, Brent crude","Oil prices pared earlier gains after U.S. inventory data showed smaller-than-expected crude and gasoline draws and a surprise build in distillates, raising doubts about demand and the effectiveness of OPEC's production cuts. Analysts noted that rising U.S. output and muted market reactions to OPEC's extension continue to pressure prices."
20190703,Oil Slips as Smaller U.S. Stockpile Drop Adds to Economic Woes,Oil Prices Slip as US Inventory Declines Disappoint and Economic Worries Persist,"oil prices, US inventories, OPEC, economic outlook, crude production","Oil prices fell after US crude and gasoline inventories declined less than expected, adding to concerns over weak global economic data despite OPEC's continued output cuts. Analysts suggest further price drops may be limited as countries work to revive growth and OPEC maintains supply controls."
20190703,United States makes first-ever rice sale to China: trade group,China Makes First-Ever Purchase of U.S. Rice Amid Ongoing Trade Tensions,"U.S.-China trade, rice imports, Sun Valley Rice, agriculture, farm exports","A Chinese importer has purchased U.S. rice for the first time, buying 40 tonnes from California's Sun Valley Rice, despite ongoing trade tensions between the two countries; the deal follows years of negotiations and recent large U.S. soybean sales to China."
20190704,China says existing U.S. tariffs must be removed for a trade deal,China Says Removal of Existing U.S. Tariffs Essential for Trade Deal,"tariffs, trade talks, China, United States, Huawei","China's commerce ministry stated that existing U.S. tariffs must be lifted for a trade deal, as both countries resume negotiations following a truce that halted new tariffs and eased restrictions on Huawei. Trade teams remain in contact to work toward an agreement."
20190704,Gold Bull Mobius Says Every Portfolio Needs at Least 10%,Mark Mobius Predicts Gold Surge as Interest Rates Fall and Central Banks Boost Purchases,"gold, interest rates, central banks, Mark Mobius, investment","Veteran investor Mark Mobius forecasts gold prices could surpass $1,500 an ounce as falling interest rates, increased central bank buying, and global uncertainties drive demand, recommending at least a 10% portfolio allocation to gold. Gold has already risen 10% this year, reaching its highest level since 2013."
20190704,Gold Prices Dip as Focus Shifts to U.S. Jobs,Gold Prices Dip Slightly Amid Holiday Trading but Remain Buoyed by Central Bank Easing Hopes,"gold, central banks, interest rates, U.S. jobs report, monetary policy","Gold prices edged lower in thin holiday trading but stayed near recent highs as expectations for central bank rate cuts and weak U.S. economic data supported demand for the metal. Investors are now focused on the upcoming U.S. jobs report, which could further influence Fed policy decisions."
20190704,Gold Prices Steady After Hitting One-Week High,Gold Prices Steady as Investors Weigh Stock Gains and Potential Fed Rate Cut,"gold, Federal Reserve, interest rates, stock markets, economic data","Gold prices remained stable as investors balanced rising global stock markets with expectations of a U.S. Federal Reserve rate cut, supported by weaker economic data and a softer dollar."
20190704,Oil Prices Drop on Demand Worries; U.S.-China to Restart Talks,Oil Prices Slip as Demand Concerns Persist Amid Thin Holiday Trading,"oil prices, demand worries, U.S. crude, inventories, trade talks","Oil prices fell Thursday due to ongoing demand concerns and a smaller-than-expected drop in U.S. crude inventories, with thin trading expected during the U.S. holiday and uncertainty lingering over U.S.-China trade talks."
20190704,"Oil prices edge down, pressured by U.S. supply",Oil Prices Drop Amid Weaker US Inventory Draw and Global Economic Concerns,"oil prices, US crude, global economy, OPEC+, inventory data","Oil prices declined as US crude stockpiles fell less than expected and economic data signaled slowing global demand, despite OPEC+ extending production cuts. Market reactions to geopolitical tensions remained muted."
20190704,Oil Prices Fall on Lower-Than-Expected Draw in U.S. Crude Stockpile,"Oil Prices Fall as US Crude Inventory Draw Disappoints, Demand Concerns Persist","oil prices, crude inventories, EIA, OPEC+, demand","Oil prices declined after US crude inventories fell less than expected, with market sentiment weighed down by concerns over weak demand and muted reaction to OPEC+ production cuts."
20190704,Oil Set for Weekly Decline as Economic Woes Eclipse OPEC Curbs,Oil Prices Post Biggest Weekly Drop Since May Amid Demand Concerns,"oil prices, OPEC+, demand, global economy, supply curbs","Oil prices are experiencing their steepest weekly decline since May as global demand worries overshadow OPEC+'s extension of supply curbs and geopolitical tensions, with both WTI and Brent futures falling sharply this week. Sluggish economic data from major economies and resilient U.S. crude output have contributed to the downturn."
20190704,United States adds India to steel tariff dispute at WTO,US Challenges Indian Tariffs at WTO Over Steel and Aluminum Dispute,"WTO, tariffs, United States, India, steel","The United States has filed a complaint at the World Trade Organization against Indian tariffs imposed in response to U.S. steel and aluminum tariffs, following similar disputes with other countries. The U.S. argues its tariffs are not ""safeguard"" measures, while India and others claim otherwise."
20190705,Asia fuel oil premiums surge to record as global sulfur shift looms,Asia's High-Sulfur Fuel Oil Premiums Hit Record as Global Shipping Rules Shift,"high-sulfur fuel oil, Singapore, shipping regulations, supply shortage, Middle East demand","High-sulfur fuel oil premiums in Asia have surged to record highs due to falling inventories in Singapore and increased demand from the Middle East, ahead of stricter global shipping fuel regulations set for 2020. Suppliers are clearing out high-sulfur stocks, causing supply shortages and price spikes as the market prepares for the transition to low-sulfur fuels."
20190705,Crude Oil Falls on Week as Traders Worry About Demand,Oil Prices End Turbulent Week Lower Despite OPEC Cuts and Trade Talk Hopes,"oil prices, OPEC cuts, trade talks, demand worries, U.S. jobs","Oil prices rose slightly in light trading but ended the week lower as concerns over global demand and skepticism about U.S.-China trade progress outweighed OPEC supply cuts and geopolitical tensions. A strong U.S. jobs report and weak industrial data further pressured the market, despite ongoing efforts to limit output."
20190705,Crude oil prices fall as global growth fears weigh,Brent Oil Rises on OPEC Supply Cuts and Iran Tensions as US Crude Slips Amid Weak Economic Data,"Brent crude, OPEC+, Iran tensions, US economy, oil prices","Brent oil prices edged higher due to OPEC+ supply cuts and Middle East tensions, while US crude fell on weak economic data and ongoing US-China trade concerns. Both benchmarks are set for their largest weekly declines in five weeks."
20190705,Crude Rebounds as U.S. Payrolls Surge Eases Economic Jitters,"Oil Prices Rebound After Strong U.S. Jobs Report, But Weekly Losses Persist","oil prices, U.S. jobs, Federal Reserve, OPEC, crude demand","Oil prices recovered from earlier losses after a stronger-than-expected U.S. jobs report, though they remain on track for a weekly decline amid ongoing economic concerns and global manufacturing weakness. Investors are watching for further economic data and Fed decisions as OPEC's supply curbs and Middle East tensions continue to influence the market."
20190705,"Gold Flat Ahead of Payroll Data, On Track for Seventh Week of Gains",Gold Holds Steady as Markets Await U.S. Jobs Data and Central Bank Moves,"gold prices, U.S. jobs, Federal Reserve, interest rates, central banks",Gold prices remained flat but are set for a seventh consecutive weekly gain as investors await U.S. jobs data and anticipate potential interest rate cuts by major central banks. Recent dovish signals from the Fed and ECB have supported gold's rise.
20190705,Gold Tumbles as Rate Cut Hopes Lose Luster,"Strong U.S. Jobs Report Pushes Gold Below $1,400 as Rate Cut Hopes Fade","gold, jobs report, interest rates, Federal Reserve, market expectations","A robust U.S. employment report for June lowered expectations for a Federal Reserve rate cut this month, causing gold prices to fall below $1,400 and marking their first weekly loss in seven. Despite market tools still predicting a rate cut, some investors are now less certain it will happen."
20190705,Iron Ore Sinks as China's Top Steel Group Urges Probe Into Rally,China Steel Group Calls for Government Action as Iron Ore Prices Plunge After Supply Squeeze,"iron ore, China, steel industry, market regulation, futures","China's top steel industry group has urged government intervention after iron ore prices hit a five-year high and then sharply declined, citing speculation and improving supply as key factors. The group seeks stronger oversight to restore market stability as futures prices tumble and supply concerns ease."
20190705,Oil Prices Fall Despite Elevated Tensions in Middle East,Oil Prices Drop Despite Middle East Tensions After British Seizure of Iranian Tanker,"oil prices, Middle East, Iranian tanker, sanctions, OPEC+","Oil prices fell in Asia despite rising Middle East tensions after British forces seized an Iranian tanker accused of violating EU sanctions, as concerns over global economic growth and weakening demand outweighed supply risks."
20190705,"OPEC output hits new low on Trump's sanctions, supply pact: Reuters survey",OPEC Oil Output Falls to Five-Year Low Despite Saudi Increase as Sanctions Hit Iran and Venezuela,"OPEC, oil output, sanctions, Saudi Arabia, production cuts","OPEC oil production dropped to its lowest level since 2014 in June, as increased Saudi output failed to offset declines in Iran and Venezuela caused by U.S. sanctions and other disruptions, according to a Reuters survey. Despite extended production cuts, oil prices have fallen due to concerns over global economic growth."
