Date,Original Headline,Keywords,Keyword-Constrained Headline,Generated Headline,Academic-style Headline,Generated Summary
20160607,NYMEX crude edges up slightly in Asia after API shows solid draw,"crude prices, U.S. crude stocks, Brent crude, Nigerian production, Niger Delta Avengers","Crude Prices Rise as U.S. Stocks Drop, Nigerian Conflict Escalates",Nigerian Production Crisis Pushes Crude Prices to Multi-Month Highs,Impacts of Nigerian Sabotage on Global Crude Prices and U.S. Stock Estimates,"Crude prices edge up as U.S. stocks fall, Nigerian conflict disrupts production"
20160607,"NYMEX, Brent gain as API estimates show solid crude draw","Crude prices, U.S. crude stocks, Nigeria conflict, Shell, Niger Delta Avengers",Crude Prices Rise Amid U.S. Stock Drop and Nigeria Conflict,Oil Prices Surge on U.S. Stock Decline and Nigerian Attacks,Analysis of Global Crude Markets: Impact of U.S. Stock Estimates and Nigerian Supply Disruptions,Crude prices rise in Asia as U.S. stocks drop and Nigeria's supply issues persist
20160607,"Oil hits 2016 high on U.S. draw forecasts, Nigeria woes","oil prices, U.S. crude, Nigeria, supply shortfalls, stockpile draw",Oil Prices Surge to 2016 Highs on U.S. Crude Supply Drop and Nigeria Disruptions,U.S. Crude Reaches $50 a Barrel Amid Supply Concerns and Nigerian Attacks,Analysis of Recent Increases in Oil Prices Due to Market and Political Influences,"Oil prices jump over 1% as U.S. crude surpasses $50, driven by stockpile draw and Nigerian supply concerns"
20160607,Oil prices trade near 8-month highs amid global supply disruptions,"oil, Brent, supply disruptions, Nigeria, crude",Oil Prices Surge as Brent Hits $50.70 Amid Nigeria Supply Disruptions,Oil Prices Surge in European and US Markets Amid Supply Concerns,European and US Markets Observe Significant Uptick in Oil Prices Due to Nigerian Supply Disruptions,Oil prices rose on fresh concerns over Nigerian supply disruptions; Brent oil reached $50.70 a barrel and U.S. crude $49.74 amid stockpile monitoring.
20160607,U.S. natural gas futures hold near 5-month high on demand outlook,"Natural gas, U.S. futures, weather forecasts, cooling demand, storage report",U.S. Natural Gas Futures Hold Near Five-Month High Amid Hot Weather And Cooling Demand,U.S. Natural Gas Prices Dip Slightly But Remain Strong,Weather Forecasts Impact On U.S. Natural Gas Futures Trading,U.S. natural gas futures dip slightly but remain near five-month high due to expected hot weather boosting cooling demand; storage report awaited.
20160607,WTI closes above $50 for first time since July as Nigeria attacks worsen,"Crude prices, U.S. futures, API report, Nigeria conflict, Shell pipeline",Crude Prices Surge As U.S. Futures Hit $50 Amid Nigeria Conflict And Shell Pipeline Issues,Crude Prices Hit Yearly High With U.S. Futures Closing Above $50 A Barrel,Fluctuations in Crude Oil Prices: Analysis of U.S. Futures and Global Production Impacts,"Crude prices rise as U.S. futures close above $50 for the first time in a year, driven by Nigerian production issues and Shell pipeline challenges."
20160608,"Crude hovers near 11-month highs, amid massive U.S. inventory draw","crude futures, inventory report, brent crude, oil prices, supply glut",Crude Futures Hit 11-Month Highs Amid Bullish U.S. Inventory Report,Oil Prices Surge to 11-Month Highs as U.S. Inventories Drop,Analysis of Crude Futures Dynamics Following U.S. Inventory Report and Global Market Conditions,Crude futures rise to 11-month highs as U.S. inventories reportedly drop amid global supply concerns
20160608,Gold climbs to 3-week high amid reduced summer Fed rate hike bets,"Gold futures, rate hike, U.S. dollar, Federal Reserve, Chinese economy","Gold Futures Hit Three-Week High as Rate Hike Fears Ease, U.S. Dollar Slumps",Gold Prices Surge Amid Dwindling Rate Hike Prospects and Weak Dollar,Analysis of Recent Trends in Gold Prices Relating to Federal Reserve Interest Rate Forecasts and Dollar Valuation,"Gold Prices Climb on Weak Dollar and Easing Rate Hike Fears, Reflecting Market Sentiments on U.S. Economic Data and Chinese Trade"
20160608,Gold prices hold early gains in Asia as China consumer prices ease,"gold, inflation, monetary easing, Federal Reserve, job openings",Gold Prices Rise on Softer China Inflation and Fed Rate Uncertainty,Gold Prices Climb Amid Chinese Inflation Slowdown and Fed's Interest Rate Doubts,Effect of Chinese Inflation and U.S. Labor Market Trends on Gold Prices Examined,"Gold prices rise in Asia as China reports softer inflation, suggesting possible monetary easing, while U.S. hiring slowdown impacts Fed's rate hike decisions"
20160608,Gold prices up in Asia ahead of China consumer prices,"Gold, prices, China, Federal Reserve, employment",Gold Prices Rise in Asia as China's CPI Data Anticipation Builds,Gold Prices Rise Ahead of China's CPI Data Release,Impact of U.S. Employment Data on Gold Prices: A Regional Perspective,Gold prices rise in Asia amid anticipation of China's CPI data and subdued U.S. employment report
20160608,Gold soars 1% as soft U.S. jobs data pushes dollar to fresh monthly lows,"Gold, hiring, dollar, Fed, rate hike",Gold Jumps as U.S. Hiring Slowdown and Weak Dollar Reduce Rate Hike Odds,"Gold Surges as Hiring Slows, Dollar Drops",Analyzing the Impact of Declining Hiring Rates and Dollar Weakness on Gold Futures,"Gold prices rise sharply amid U.S. hiring slowdown and weaker dollar, diminishing rate hike chances"
20160608,Gold soars as dollar tumbles on fading summer Fed rate hike bets,"gold, U.S. dollar, interest rates, Federal Reserve, China","Gold Rallies to Three-Week High as U.S. Dollar Sinks, Rate Hike Hopes Fade",Gold Futures Surge Amid Dollar Weakness and Economic Data,Gold Futures Reach Three-Week High Amid Shifting Interest Rate Expectations,Gold Futures Surge to Three-Week High After Fading Hopes of Near-Term Federal Reserve Rate Hike
20160608,Jacobs Engineering lands contract to build $5.3 billion Mongolia mine,"Jacobs Engineering, Oyu Tolgoi, Mongolia, EPCM services, copper and gold mine",Jacobs Engineering Lands Major EPCM Contract for Mongolia's Oyu Tolgoi Mine Development,Jacobs Engineering Secures Key Role in $5.3 Billion Mongolian Mine Project,Jacobs Engineering Group Selected for EPCM Contract in Oyu Tolgoi Mine Development,Jacobs Engineering sees shares jump on role in Mongolia's Oyu Tolgoi mine expansion
20160608,NYMEX crude gains in Asia as U.S. stockpile data aids sentiment,"U.S. stockpiles, crude oil prices, China CPI data, Nigeria conflict, EIA report",U.S. Stockpile Drops Boost Crude Oil Prices as Nigeria Conflict Disrupts Production,Crude Oil Prices Surge Amid U.S. Stockpile Drops and Nigeria Conflict,Assessment of Recent Crude Oil Market Developments: U.S. Stockpiles and Global Influences,Crude oil prices rise as U.S. stockpiles drop and Nigeria conflict hampers production
20160608,"NYMEX, Brent gain in Asia with China prices data noted","Crude prices, consumer prices, oil imports, inventory report, U.S. production",Crude Prices Rise as Consumer Prices Drop Spark Hopes for Oil Demand,Crude Prices Surge Amid Lower Consumer Costs and U.S. Inventory Drop,Impact of Consumer Price Decline on Crude Prices and Global Oil Imports,"Crude prices gain as consumer prices fall and oil imports drop, with U.S. inventories decreasing by 3.2 million barrels last week amid attacks in Nigeria boosting prices."
20160608,"Oil futures climb over 1% as Brent hits $52, U.S. crude $51","crude stockpiles, demand from China, Brent, U.S. crude, American Petroleum Institute",Oil Prices Rise as U.S. Stockpiles Fall and Chinese Demand Surges,Global Crude Markets Rally Amid Falling U.S. Stockpiles,Impact of U.S. Crude Inventory Declines and Rising Chinese Demand on Oil Futures,"U.S. crude stockpiles decline for third week as Chinese imports soar, easing supply concerns"
20160608,Oil rises to fresh 8-month high on bets for U.S. supply drop,"Oil prices, U.S. crude inventories, American Petroleum Institute, shale production, Brent futures",Oil Prices Surge to Eight-Month High Amid U.S. Crude Inventory Drop Speculation,Oil Prices Surge to New Heights with Drop in U.S. Crude Inventories,Analysis of Midweek Oil Prices Reveals Significant U.S. Crude Inventory Fluctuations,Oil prices hit an eight-month high as U.S. crude inventories fall faster than expected
20160608,"Oil surges to eight-month high on supply disruptions, firm Chinese demand","oil prices, supply disruptions, China demand, U.S. crude inventories, weak dollar",Oil Prices Surge to Eight-Month High Amid Supply Disruptions and Robust China Demand,Oil Prices Hit Highest Level in Eight Months,Brent Crude Futures Reach Eight-Month High Due to Nigerian Supply Disruptions and Increased Chinese Demand,Oil prices hit highest level in 8 months as Nigerian supply disruptions and strong Chinese demand buoy market
20160608,Warm weather outlook boosts natural gas futures to 8-month high,"natural gas futures, above-normal temperatures, U.S. Energy Information Administration, cooling demand, gas inventories",Natural Gas Futures Surge to Eight-Month High Amidst Above-Normal Temperatures,Natural Gas Prices Hit Eight-Month Peak as Weather Forecasts Fuel Demand,U.S. Natural Gas Futures Reach Eight-Month High Driven by Weather Forecasts and Inventory Data,U.S. natural gas futures hit an eight-month peak at $2.501 due to above-normal temperatures increasing cooling demand.
20160608,WTI oil futures top $51 for first time since July,"U.S. crude futures, Chinese data, oil inventories, global demand, rig count",U.S. Crude Futures Surge Past $51 Amid Optimism Over Chinese Data and Dropping Inventories,Crude Prices Surge Past $51 on Hopes of Rising Demand and Declining Inventories,Analysis of U.S. Oil Market Dynamics: Crude Futures Respond to Chinese Economic Indicators and Inventory Data,U.S. crude futures climb past $51 boosted by positive Chinese economic data and expectations of dropping oil inventories
20160608,WTI oil jumps to fresh 11-month high as crude stocks fall 3.2M barrels,"oil futures, crude oil, inventories, Brent, U.S. production",WTI Oil Futures Hit 11-Month High on Bigger-Than-Expected Inventory Drop,WTI Oil Prices Surge to New Highs Amid Inventory Decline and Global Disruptions,WTI Crude Oil Futures Reach 11-Month Peak Due to Declining U.S. Inventories and Global Supply Issues,"WTI oil futures reach 11-month high on unexpected U.S. inventory drop, global supply disruptions"
20160609,"Crude retreats from 11-month highs, amid heavy profit taking","Crude futures, profit-taking, stockpile report, stronger dollar, Nigerian conflict",Profit-Taking Halts Crude Futures Rally Amid Stockpile Report and Nigerian Conflict,Crude Futures Dip Amid Stockpile Report and Stronger Dollar,Analysis of Crude Futures: Impact of Recent Stockpile Report and Currency Fluctuations,Crude futures retreat from 11-month highs due to profit-taking and stronger dollar surge
20160609,"Exclusive: Isabel dos Santos pledges transparency, efficiency at Angolan state oil giant","Sonangol, restructuring, transparency, Angola, oil","Sonangol Restructures to Focus on Oil, Emphasizes Transparency and Efficiency",Sonangol CEO Pledges to Streamline Operations Amidst Restructuring Efforts,Sonangol to Spin Off Non-Core Investments and Emphasize Oil Production Efficiency,"Angolan energy giant Sonangol to spin off non-core investments to focus on oil production, pledges transparency under new CEO"
20160609,"Gold hits 3-week highs, amid widespread global economic concerns","Gold, Interest Rates, Federal Reserve, Safe-Haven, Dollar",Gold Surges to 3-Week Highs Amid Strong Dollar and Low Interest Rates,Gold Price Hits 3-Week Highs Despite Dollar Strength,Evaluation of Fluctuations in Gold Prices Within the Context of Federal Reserve Interest Rate Policies,Gold climbs to three-week high as investors turn to safe-haven amid low interest rates
20160609,Gold hits fresh 3-week high as June rate hike prospects fade,"gold, U.S. dollar, interest rates, Federal Reserve, economic data",Gold Prices Surge on Weaker U.S. Dollar and Fed Rate Doubts,Gold Futures Hit Three-Week High Amid Dollar Weakness,Gold Futures Extend Gains Amid Broad-Based Dollar Weakness and Fed Rate Uncertainty,Gold futures rise to a three-week high as a weaker dollar and diminished likelihood of U.S. rate hike support the precious metal
20160609,"Gold prices down in Asia on profit taking, but sentiment holds","gold, investors, Federal Reserve, interest rates, safe-haven asset",Gold Dips as Investors Book Profits; Federal Reserve Rate Hike Expected,Gold Dips in Asian Trading Despite Overnight Surge,Gold Price Movement Amid Anticipated Federal Reserve Rate Adjustments,"Gold drops amid profit-taking, Fed rate hike likely; Silver up, Copper down"
20160609,Gold pulls back from 3-week highs after U.S. jobless claims data,"Gold, futures, jobless claims, Federal Reserve, interest rates",Gold Futures Pull Back Amid Unexpected Drop in Jobless Claims and Rising Dollar,Gold Dips as U.S. Jobless Claims Fall Unexpectedly,Analysis of U.S. Jobless Claims Reveals Implications for Gold and Forex Markets,Gold futures dip from three-week high after U.S. jobless claims fall unexpectedly
20160609,Natural gas futures jump to 8-month high after bullish U.S. storage data,"natural gas, U.S. storage, prices, Energy Information Administration, weather",Natural Gas Hits Eight-Month High as U.S. Storage Levels Fall Short of Forecasts,Natural Gas Futures Surge Amid Lower-Than-Expected U.S. Storage Build,Analysis of Seasonal and Weather Impacts on U.S. Natural Gas Storage and Prices,U.S. natural gas futures rise to eight-month high due to lower-than-expected storage build and forecast of above-normal temperatures.
20160609,NYMEX crude weaker in early Asia with Nigeria conflicts eyed,"Crude oil prices, holiday-thinned trade, Nigeria conflict, US crude output, stronger dollar","Crude Prices Dip on Holiday-Thinned Trade, Nigeria Conflict Offers Support",Crude Prices Slide Amid Volatile Trade and Stronger Dollar,Economic Impact of Nigeria Conflict and Strong Dollar on Crude Oil Markets,Asia oil falls as Nigeria conflict and strong dollar weigh on prices
20160609,Oil prices climb to new 11-month high on falling U.S. stockpiles,"Crude oil, stockpiles, production, prices, Brent",Oil prices hit 11-month high as US crude stockpiles fall,Oil prices soar to highest levels in nearly a year after stockpile decline,Rising Oil Prices in Response to Decreasing U.S. Crude Stockpiles,US crude and Brent oil prices climb after stockpile declines and supply disruptions
20160609,Oil prices soften on profit taking after hitting 2016 highs,"oil prices, U.S. crude inventories, supply disruptions, profit taking, weaker dollar",Oil Prices Dip After Three Consecutive Days of Gains Amid Profit Taking,Oil Prices Drop Marginally After Reaching Yearly Highs,Analyzing the Effect of U.S. Crude Inventories and Supply Disruptions on Oil Prices,Oil prices fall slightly after reaching 2016 highs due to profit taking and ongoing supply issues
20160609,Oil prices turn lower after rising to 11-month highs,"Oil prices, profit-taking, U.S. crude futures, Brent, supply disruptions",Profit-Taking Halts Oil Price Rally Amid U.S. Crude Inventories Decline,Profit-Taking Erodes Oil Prices After Recent Gains to Highest Levels Since July,Profit-Taking and Supply Disruptions: A Comprehensive Analysis of Recent Oil Price Movements,Oil prices retreat from recent highs due to profit-taking and supply disruptions in Nigeria
20160609,Rangebound crude shrank gains for oil-focused hedge funds in May,"crude oil, hedge funds, Andy Hall, oil prices, gains",Crude Oil Hedge Funds Post Gains Despite May Market Stagnation,Hedge Funds in Oil Struggle to Make Big Gains Amidst Rangebound May Market,Hedge Fund Performance in Crude Oil Markets: An Analytical Overview,Crude oil hedge funds experience limited gains in May despite double-digit year-to-date returns
20160610,Carbon price corridor system could fix Europe ETS: French committee,"carbon price, European Emissions Trading System, auction system, carbon pricing, French committee",French Committee Proposes Carbon Price Corridor to Revamp European Emissions Trading System,"Carbon Price Corridor Suggested to Stabilize Tumbling EU Permit Prices, French Committee Reports",Proposal for a Carbon Price Corridor Mechanism to Reform the European Emissions Trading System,French committee proposes auction-based carbon price corridor to fix EU trading system
20160610,"Crude tumbles on profit-taking, but remains near multi-month highs","oil futures, U.S. dollar, global supply, jobless claims, rate hike",Oil Futures Fall Sharply as Strong U.S. Dollar Offsets Global Supply Disruptions,Oil Prices Retreat on Strong U.S. Dollar and Locking in of Gains,Analysis of Crude Oil Market Trends Amid U.S. Dollar Strength and Supply Disruptions,Oil futures fall due to profit-taking and a stronger U.S dollar despite global supply issues
20160610,"Gold hits fresh 3-week high, amid worldwide government bond yield crush","Gold, Bond Yields, Safe-Haven Assets, German Bonds, Federal Reserve",Gold Gains as Bond Yields Slip and Safe-Haven Demand Rises,Gold Rallies Amid Falling Bond Yields and Market Uncertainty,Impact of Global Bond Yield Decline on Gold Prices and Investor Behavior,Gold rises amid strong two-week rally; global bond yields drop; central banks act
20160610,Gold slides lower but remains near 3-week highs,"gold prices, U.S. dollar, rate hike, futures, Federal Reserve",Gold Prices Dip as Stronger U.S. Dollar Looms Over Rate Hike Speculations,Gold Prices Slide Amid Strengthening U.S. Dollar and Rate Hike Uncertainty,Impact of U.S. Dollar Strength on Gold Prices Amid Lower Rate Hike Expectations,Gold prices fell with a stronger dollar but stayed near highs due to lower rate hike expectations.
20160610,"NYMEX, Brent weaker in Asia with support on Nigeria disruptions","crude oil, Nigeria conflict, U.S. shale, profit-taking, dollar strength",Crude Oil Prices Weaken Amid Nigeria Conflict and Stronger Dollar,Crude Oil Prices Dip After Rally as Nigeria Conflict Intensifies,Analysis of Crude Oil Price Fluctuations Due to Nigeria Conflict and Economic Factors,"Crude oil prices dip in Asia due to Nigeria conflict, profit-taking, and dollar strength"
20160610,Oil falls on stronger dollar; high refinery demand lends support,"Oil prices, stronger dollar, refinery demand, supply disruptions, market rebalancing",Stronger Dollar Drags Oil Prices Down Despite Surging Refinery Demand,Stronger Dollar Pushes Oil Prices Off 2016 Highs,Stronger Dollar and Supply Disruptions Influence Crude Oil Market,Oil prices drop as stronger dollar impacts demand despite global supply disruptions
20160610,U.S. crude falls below $50 on stronger dollar,"Oil futures, U.S. crude, Brent crude, refineries demand, supply outage",Oil Futures Drop Below $50 Mark as U.S. Crude Sees Profit-Taking Ahead of Weekend,Oil Prices Tumble Below $50 Amid Profit-Taking and Dollar Rebound,"U.S. Crude Prices Experience Sharp Decline Following 2016 Highs, Triggered by Dollar Recovery",Oil futures drop as U.S. crude falls below $50; Brent crude also sees losses.
20160610,"U.S. crude falls below $50, as rigs move higher for second straight week","crude futures, U.S. oil rig count, brent crude, production increase, Nigeria conflict",Crude Futures Drop Below $50 as U.S. Rig Count Rises ,Crude Prices Tumble Amid Increased U.S. Production and Nigeria Unrest,U.S. Crude Oil Futures Decline Following Rig Count Surge and Production Increase ,U.S. crude futures and Brent prices drop amid rising rig count and production increases in the U.S. amidst ongoing Nigeria conflict
20160610,"Wanted: Oil traders who know China, with good heads for liquor","independent oil companies, crude import trade, hiring spree, teapot refiners, state enterprises",China's Independent Oil Firms Woo Talent with Higher Pay Amid Crude Import Boom,Independent oil companies draw talent from state behemoths offering perks and pay as crude trade opens up,Talent Migration and Labor Market Dynamics in China's Oil Sector Post-Import Liberalization,Chinese independent oil companies attract talent from state giants with better pay and perks amid an oil import boom
20160612,Coming wave of gas puts focus on finding new shores,"LNG, downstream market, infrastructure, natural gas, Total",Energy Giants Shift Focus to Downstream Markets Amid LNG Supply Surge,Energy Giants Eye New Markets for Surplus LNG,Strategies for Expanding LNG Markets: Infrastructure Development and Market Creation,Energy giants pivot to new LNG markets to address supply surplus and slowing demand growth
20160612,Crude oil futures - weekly outlook: June 13 - 17,"Oil futures, supply disruptions, crude stockpiles, U.S. shale production, Brent prices",Oil Futures Fall Nearly 3% Amid Global Supply Disruptions and Crude Stockpile Decline,Oil futures tumble as supply disruptions and stockpile reports roil market,Analyzing the Impact of Global Supply Disruptions on Oil Futures: A Comprehensive Report,Oil futures drop nearly 3% due to global supply and stockpile concerns
20160612,Gold / Silver / Copper futures - weekly outlook: June 13 - 17,"gold prices, Federal Reserve, interest rates, employment data, market players",Gold Prices Surge as Federal Reserve Rate Hike Expectations Diminish,Gold Prices Rally Amid Fading Fed Rate Hike Expectations,Analysis of Market Reactions to Federal Reserve Rate Hike Speculations and Gold Price Movements,Gold prices rise with decreasing Fed rate hike expectations amid mixed economic data
20160612,"Gold holds in positive territory after China data, copper jumps","Gold, weaker dollar, industrial production, Fed rate hike, retail sales",Gold Holds Steady on Weaker Dollar and Strong China Data,Gold Steadies as Dollar Falters with Boost from China's Solid Data,The Impact of China's Retail Sales and Industrial Production on Gold Prices,"Gold Prices Rise on Weaker Dollar, Strong China Data, Awaiting Fed Decision"
20160612,"Gold prices up in Asia ahead of China industrial output, retail sales","Gold, Dollar, China, Copper, Interest Rates",Gold Gains in Asia on Weak Dollar Ahead of China Data,"Gold Prices Lifted by Weak Dollar, China Demand Prospects",Gold Prices Increase as Dollar Weakens and China Demand Prospects Rise,Gold prices gain in Asia due to a weaker dollar and anticipated demand data from China
20160612,NYMEX crude falls in early Asia ahead of China industrial output data,"Crude Oil, Prices, China, U.S. Stockpile, Industrial Production",Oil Prices Slide as China Awaits Key Economic Data,Oil Prices Drop Amid Anticipation of China's Economic Data and U.S. Stockpile Reports,Crude Oil Prices Decline in Asia Amid Upcoming Chinese Economic Data and U.S. Stockpile Reports,Crude oil prices fell in early Asia ahead of data from China on industrial production and retail sales
20160612,"NYMEX, Brent weaker in Asia as market awaits demand cues","oil prices, crude futures, US shale production, demand cues, industrial production",Crude Oil Prices Drop as Investors Seek US Shale Production and Demand Cues,Crude Oil Prices Tumble Further in Asian Markets,Analysis of Crude Oil Price Fluctuations and Market Rebalancing,Crude oil prices fall further in Asia amid lower-than-expected economic data from China
20160613,"At ground zero of warming, Greenland seeks to unlock frozen assets","Global warming, hydro power, climate change, Greenland, ice melt",Greenland's Melting Glaciers Boost Hydro Power Potential Amid Global Warming,Greenland Reaps Unexpected Benefits from Rapid Ice Melt,Economic Impacts and Opportunities of Ice Melt in Greenland Amidst Climate Change,Greenland's melting glaciers boost hydro power and fishing industries amidst global climate change
20160613,"Crude falls slightly, as China import decline slows OPEC demand growth","Crude futures, OPEC, Chinese crude imports, oil demand, Federal Reserve",OPEC Keeps Oil Demand Forecast Steady Amid Decline in Chinese Crude Imports,Oil Demand Steady Despite Falling Chinese Imports and Dropping Crude Prices,OPEC Maintains Global Oil Demand Forecast Amidst Volatile Market Conditions,Crude futures fell slightly as OPEC held demand forecasts steady and Chinese imports declined.
20160613,Gold prices dip in Asia as investors turn cautious after recent gains,"Gold, Brexit, Investors, Fed, China",Gold Prices Slip in Asia as Brexit Fears Weigh on Investors,Gold Prices Fall in Asia Amid Caution Over Brexit and Fed Policy,Comex Gold Sees Marginal Dip Amid Brexit Uncertainty and Federal Reserve Deliberations,"Gold prices fall 0.11% as Brexit and Fed decisions loom, mixed commodity trends observed"
20160613,"Gold prices flirt with $1,290 as Brexit fears boost haven demand","Brexit, gold prices, Federal Reserve, interest rates, market sentiment",Brexit Uncertainty Pushes Gold to Five-Week High Amid Market Jitters,Gold Rallies to Five-Week High on Brexit Fears and Federal Reserve Watch,Analysis of Gold Price Movements in Context of Brexit Uncertainty and Federal Reserve Meeting,Gold hits five-week high over Brexit fears and Fed meeting anticipation
20160613,"Gold rallies to fresh 4-week high with Fed, Brexit in focus","Gold futures, Federal Reserve, interest rates, U.K. referendum, economic data",Gold Futures Hit Four-Week High Amid Fed Meeting and U.K. Referendum Jitters,Gold Futures Soar to Four-Week High as Investors Eye Fed Meeting and U.K. Vote,Impact of Federal Reserve Announcements on Gold Futures and U.K. Referendum Market Reactions,Gold futures surge to four-week high ahead of Fed's policy meeting and U.K. referendum concerns
20160613,"Gold surges to 1-month high amid mounting Brexit fears, weakness in Asia","Gold, Brexit, economic indicators, China, Federal Reserve",Gold Surges to 1-Month High Amid Brexit Concerns and Weak China Economic Data,Gold Hits 1-Month High Amid Market Turmoil,Economic Uncertainty Propels Gold Prices to New Heights,Gold soars amid Brexit fears and weak economic signs in China and Japan
20160613,NYMEX crude weaker in Asia on demand concerns as Brexit vote looms,"Crude oil, Brexit, demand, Federal Reserve, OPEC",Crude Oil Prices Dip Amid Brexit Concerns and Steady OPEC Supply,Crude Oil Prices Slump on Global Demand Worries and Brexit Fears,Impact of Brexit Prospect on Crude Oil Prices and OPEC Supply Dynamics,Crude oil prices fell in Asia due to Brexit concerns and unchanged OPEC demand forecasts.
20160613,"NYMEX, Brent hold weaker in Asia as sentiment cautious on Brexit","Oil Prices, Global Demand, Brexit, Federal Reserve, OPEC",Oil Prices Plummet Amid Brexit Fears and Global Demand Woes,Oil Prices Dip on Global Demand Concerns and Brexit Uncertainty,Analysis of Oil Price Dynamics in Response to Global Demand Shifts and Brexit,Crude oil prices declined on Tuesday due to global demand concerns and Brexit uncertainty.
20160613,Oil futures extend losses; U.S. crude below $49 on weak Asia data,"oil futures, economic data, global economy, crude prices, dollar recovery",Oil Futures Continue Losses Amid Weak Asian Economic Data and Dollar Recovery,Oil Futures Decline as Economic Concerns Deepen,Impact of Asian Economic Data on Oil Futures and Crude Prices,"Oil futures fall further due to weak Asian data, stronger dollar"
20160613,Oil prices drop to more than 1-week low on rising U.S. rig count,"Oil prices, U.S. drilling, supply glut, Brent oil, OPEC",U.S. Oil Prices Drop Amid Increased Domestic Drilling and Supply Concerns,Oil Prices Slide as U.S. Drilling Ramps Up and Supply Worries Mount,Analysis of Fluctuations in Oil Prices in Relation to Domestic Drilling and Global Supply,Oil prices fell due to increased U.S. drilling activity and supply glut concerns
20160613,Oil prices fall below $50 amid increased U.S. drilling activity,"oil prices, domestic drilling, supply glut, crude futures, Baker Hughes",U.S. Oil Prices Dip Below $50 as Domestic Drilling Increases,Oil Prices Down as Domestic Drilling Rises,Evaluating the Impact of Increased U.S. Drilling on Global Oil Prices,U.S. oil prices fall below $50 amid rising domestic drilling activity
20160613,U.S. natural gas prices jump to fresh 9-month highs on warm weather,"natural gas, futures, above-normal temperatures, demand, electricity",U.S. Natural Gas Futures Surge to Nine-Month High Amid Above-Normal Temperatures,Natural gas futures rise to highs on warm U.S. weather forecasts,U.S. Natural Gas Market Response to Weather Forecasts,U.S. natural gas futures hit nine-month high driven by strong demand amid warm weather forecasts
20160614,"Crude moves lower ahead of API report, as Brexit fears intensify","Brexit, oil prices, crude futures, API report, demand growth",Brexit Fears Sink Oil Prices Ahead of Crucial API Report,Oil Prices Plunge on Rising Brexit Concerns and API Inventory Anticipation,An Examination of Oil Price Volatility Amidst Brexit Uncertainty and Anticipated API Inventory Data,Crude futures fall due to Brexit fears; await API report for further market direction
20160614,"Gold closes flat as Brexit, Fed hike and bond yield rout remain in focus","gold, Brexit, safe-haven, interest rates, German bunds",Gold Near Four-Week Highs as Brexit Concerns Spark Safe-Haven Rush,Gold Remains Steady as Brexit Fears Rise and Markets React,Impact of Brexit Concerns on Gold Prices and Safe-Haven Assets,"Gold holds near four-week highs due to Brexit fears, affecting German bunds, interest rates, and financial stocks."
20160614,"Gold holds near 4-week highs with Fed meeting, Brexit in the spotlight","gold, Federal Reserve, interest rates, Brexit, U.S. employment",Gold Prices Steady as Federal Reserve Meeting and Brexit Vote Loom,Gold Steady Amid Investor Focus on Fed Meeting and Brexit,Federal Reserve's June Policy Meeting and UK Brexit Referendum Impact on Gold,Gold futures steady near four-week high as investors anticipate Fed meeting and Brexit vote
20160614,"Gold prices up slightly in Asia as investors eye Fed, Brexit polls","Brexit, Federal Reserve, interest rates, gold prices, safe-haven assets",Gold Prices Edge Up as Brexit Fears and Federal Reserve Outlook Stir Markets,Gold Prices Rise Amid Brexit Concerns and Federal Reserve Watch,Gold Prices and Financial Markets React to Federal Reserve Interest Rate Outlook and Brexit Sentiment,Gold prices rise slightly as investors await Federal Reserve outlook and monitor Brexit sentiment
20160614,Gold pulls back from 4-week highs as markets await Fed,"Federal Reserve, interest rates, gold futures, economic growth, retail sales",Gold futures dip as investors await critical Federal Reserve guidance,Gold futures slide as Federal Reserve meeting looms,Investor Anticipation Surrounding Federal Reserve Guidance Results in Drop in Gold Futures,Gold futures dip ahead of Fed meeting and potential rate guidance
20160614,NYMEX crude weaker in Asia after API estimates show sharp builds,"crude prices, U.S. stockpiles, Brexit fears, Federal Reserve, global demand",Brexit Fears and Rising U.S. Stockpiles Push Crude Prices Lower,Crude Prices Drift as U.S. Stockpiles Surge Amid Ongoing Brexit Concerns,An Analysis of Crude Price Fluctuations in Relation to U.S. Stockpiles and Brexit Influences,"Crude prices decline as U.S. stockpiles build, Brexit referendum looms, and traders anticipate Fed's rate decision"
20160614,"NYMEX, Brent down on API builds across crude and refined products","crude prices, stockpiles, Brexit fears, energy markets, Federal Reserve",Crude Prices Drop as Stockpiles Surge Amid Brexit Fears,Crude Prices Fall Sharply on Rising Stockpiles and Brexit Concerns,Impact of Crude Stockpile Increases and Brexit Uncertainty on Energy Markets,Crude prices fell in Asia due to increasing U.S. stockpiles and Brexit fears.
20160614,"Oil down 1% as global demand, Brexit weigh; Brent below $50","oil, Brexit, economic weakness, OPEC, stockpile figures",Oil Futures Dip as Brexit and Economic Weakness Loom,Oil Prices Drop Below $50 Amid Global Economic Concerns,OPEC Maintains 2016 Forecasts Despite Signs of Easing Chinese Imports,Oil futures fell over 1% as Brexit concerns added to worries about global economic weakness
