Date,Date Group,Generated Summary,Classification,Positive,Negative,Neutral
2018-02-05,2018-02-11,gold prices slipped amid rising us wages expectations aggressive federal reserve rate hikes dollar treasury yields climbed metals saw mixed movements,negative,0.01,0.99,0.0
2018-02-06,2018-02-11,crude oil prices mixed global markets continued recover major equities selloff concerns grew rising us production reached highest level since 1970s increased drilling activity strong us employment data contributed market volatility pressure oil prices,negative,0.01,0.99,0.0
2018-02-07,2018-02-11,gold prices fell fiveweek low dollar strengthened treasury yields hit fouryear highs following us senate budget deal easing geopolitical tensions europe precious metals also declined,negative,0.01,0.99,0.0
2018-02-08,2018-02-11,since us lifted oil export ban american shale producers rapidly expanded exports 30 countries challenging opecs dominance prompting major investments gulf coast infrastructure support growing global demand us crude output expected drive global supply growth coming decade significant market share gains asia europe,negative,0.0,1.0,0.0
2018-02-09,2018-02-11,us oil exports china rapidly increased narrowing uschina trade deficit challenging opecs dominance asia american production surpasses saudi arabia nears russias output infrastructure improvements competitive pricing boosting us market share region,negative,0.0,1.0,0.0
2018-02-11,2018-02-11,oil prices fell sixth consecutive session marking steepest weekly decline since 2016 rising us production global market volatility weighed crude futures investors watching upcoming reports opec iea us agencies supply demand insights,negative,0.01,0.99,0.0
2018-02-11,2018-02-11,gold prices rose asia amid japanese market closures ahead lunar new year investors closely watching upcoming inflation data recent market volatility driven interest rate expectations stronger dollar,positive,0.99,0.01,0.0
2018-02-06,2018-02-12,crude oil prices mixed global markets continued recover major equities selloff concerns grew rising us production reached highest level since 1970s increased drilling activity strong us employment data contributed market volatility pressure oil prices,negative,0.01,0.99,0.0
2018-02-07,2018-02-12,gold prices fell fiveweek low dollar strengthened treasury yields hit fouryear highs following us senate budget deal easing geopolitical tensions europe precious metals also declined,negative,0.01,0.99,0.0
2018-02-08,2018-02-12,since us lifted oil export ban american shale producers rapidly expanded exports 30 countries challenging opecs dominance prompting major investments gulf coast infrastructure support growing global demand us crude output expected drive global supply growth coming decade significant market share gains asia europe,negative,0.0,1.0,0.0
2018-02-09,2018-02-12,us oil exports china rapidly increased narrowing uschina trade deficit challenging opecs dominance asia american production surpasses saudi arabia nears russias output infrastructure improvements competitive pricing boosting us market share region,negative,0.0,1.0,0.0
2018-02-11,2018-02-12,oil prices fell sixth consecutive session marking steepest weekly decline since 2016 rising us production global market volatility weighed crude futures investors watching upcoming reports opec iea us agencies supply demand insights,negative,0.01,0.99,0.0
2018-02-11,2018-02-12,gold prices rose asia amid japanese market closures ahead lunar new year investors closely watching upcoming inflation data recent market volatility driven interest rate expectations stronger dollar,positive,0.99,0.01,0.0
2018-02-12,2018-02-12,gold prices remained supported investors awaited us inflation data clues federal reserve rate hikes dollar steadied budget deal ended brief government shutdown silver futures also rose reflecting broader precious metals strength,positive,0.99,0.01,0.0
2018-02-07,2018-02-13,gold prices fell fiveweek low dollar strengthened treasury yields hit fouryear highs following us senate budget deal easing geopolitical tensions europe precious metals also declined,negative,0.01,0.99,0.0
2018-02-08,2018-02-13,since us lifted oil export ban american shale producers rapidly expanded exports 30 countries challenging opecs dominance prompting major investments gulf coast infrastructure support growing global demand us crude output expected drive global supply growth coming decade significant market share gains asia europe,negative,0.0,1.0,0.0
2018-02-09,2018-02-13,us oil exports china rapidly increased narrowing uschina trade deficit challenging opecs dominance asia american production surpasses saudi arabia nears russias output infrastructure improvements competitive pricing boosting us market share region,negative,0.0,1.0,0.0
2018-02-11,2018-02-13,oil prices fell sixth consecutive session marking steepest weekly decline since 2016 rising us production global market volatility weighed crude futures investors watching upcoming reports opec iea us agencies supply demand insights,negative,0.01,0.99,0.0
2018-02-11,2018-02-13,gold prices rose asia amid japanese market closures ahead lunar new year investors closely watching upcoming inflation data recent market volatility driven interest rate expectations stronger dollar,positive,0.99,0.01,0.0
2018-02-12,2018-02-13,gold prices remained supported investors awaited us inflation data clues federal reserve rate hikes dollar steadied budget deal ended brief government shutdown silver futures also rose reflecting broader precious metals strength,positive,0.99,0.01,0.0
2018-02-13,2018-02-13,iraqs oil minister announced country needs $ 4 billion invest downstream oil sector aims increase crude production capacity 5 million 7 million barrels per day 2022,negative,0.0,1.0,0.0
2018-02-08,2018-02-14,since us lifted oil export ban american shale producers rapidly expanded exports 30 countries challenging opecs dominance prompting major investments gulf coast infrastructure support growing global demand us crude output expected drive global supply growth coming decade significant market share gains asia europe,negative,0.0,1.0,0.0
2018-02-09,2018-02-14,us oil exports china rapidly increased narrowing uschina trade deficit challenging opecs dominance asia american production surpasses saudi arabia nears russias output infrastructure improvements competitive pricing boosting us market share region,negative,0.0,1.0,0.0
2018-02-11,2018-02-14,oil prices fell sixth consecutive session marking steepest weekly decline since 2016 rising us production global market volatility weighed crude futures investors watching upcoming reports opec iea us agencies supply demand insights,negative,0.01,0.99,0.0
2018-02-11,2018-02-14,gold prices rose asia amid japanese market closures ahead lunar new year investors closely watching upcoming inflation data recent market volatility driven interest rate expectations stronger dollar,positive,0.99,0.01,0.0
2018-02-12,2018-02-14,gold prices remained supported investors awaited us inflation data clues federal reserve rate hikes dollar steadied budget deal ended brief government shutdown silver futures also rose reflecting broader precious metals strength,positive,0.99,0.01,0.0
2018-02-13,2018-02-14,iraqs oil minister announced country needs $ 4 billion invest downstream oil sector aims increase crude production capacity 5 million 7 million barrels per day 2022,negative,0.0,1.0,0.0
2018-02-14,2018-02-14,gold prices dipped asia major markets closed lunar new year us inflation rose retail sales fell raising stagflation concerns prompting downward revision gdp forecasts,negative,0.02,0.98,0.0
2018-02-09,2018-02-15,us oil exports china rapidly increased narrowing uschina trade deficit challenging opecs dominance asia american production surpasses saudi arabia nears russias output infrastructure improvements competitive pricing boosting us market share region,negative,0.0,1.0,0.0
2018-02-11,2018-02-15,oil prices fell sixth consecutive session marking steepest weekly decline since 2016 rising us production global market volatility weighed crude futures investors watching upcoming reports opec iea us agencies supply demand insights,negative,0.01,0.99,0.0
2018-02-11,2018-02-15,gold prices rose asia amid japanese market closures ahead lunar new year investors closely watching upcoming inflation data recent market volatility driven interest rate expectations stronger dollar,positive,0.99,0.01,0.0
2018-02-12,2018-02-15,gold prices remained supported investors awaited us inflation data clues federal reserve rate hikes dollar steadied budget deal ended brief government shutdown silver futures also rose reflecting broader precious metals strength,positive,0.99,0.01,0.0
2018-02-13,2018-02-15,iraqs oil minister announced country needs $ 4 billion invest downstream oil sector aims increase crude production capacity 5 million 7 million barrels per day 2022,negative,0.0,1.0,0.0
2018-02-14,2018-02-15,gold prices dipped asia major markets closed lunar new year us inflation rose retail sales fell raising stagflation concerns prompting downward revision gdp forecasts,negative,0.02,0.98,0.0
2018-02-15,2018-02-15,venezuelas president maduro announced rise oil output praised debt restructuring efforts despite country facing severe economic turmoil declining crude production significant debt arrears,negative,0.0,1.0,0.0
2018-02-11,2018-02-16,oil prices fell sixth consecutive session marking steepest weekly decline since 2016 rising us production global market volatility weighed crude futures investors watching upcoming reports opec iea us agencies supply demand insights,negative,0.01,0.99,0.0
2018-02-11,2018-02-16,gold prices rose asia amid japanese market closures ahead lunar new year investors closely watching upcoming inflation data recent market volatility driven interest rate expectations stronger dollar,positive,0.99,0.01,0.0
2018-02-12,2018-02-16,gold prices remained supported investors awaited us inflation data clues federal reserve rate hikes dollar steadied budget deal ended brief government shutdown silver futures also rose reflecting broader precious metals strength,positive,0.99,0.01,0.0
2018-02-13,2018-02-16,iraqs oil minister announced country needs $ 4 billion invest downstream oil sector aims increase crude production capacity 5 million 7 million barrels per day 2022,negative,0.0,1.0,0.0
2018-02-14,2018-02-16,gold prices dipped asia major markets closed lunar new year us inflation rose retail sales fell raising stagflation concerns prompting downward revision gdp forecasts,negative,0.02,0.98,0.0
2018-02-15,2018-02-16,venezuelas president maduro announced rise oil output praised debt restructuring efforts despite country facing severe economic turmoil declining crude production significant debt arrears,negative,0.0,1.0,0.0
2018-02-16,2018-02-16,gold prices retreated recent highs robust us housing data strengthened dollar rising inflation expectations higher interest rates also influencing market silver prices edged lower well,negative,0.01,0.99,0.0
2018-02-11,2018-02-17,oil prices fell sixth consecutive session marking steepest weekly decline since 2016 rising us production global market volatility weighed crude futures investors watching upcoming reports opec iea us agencies supply demand insights,negative,0.01,0.99,0.0
2018-02-11,2018-02-17,gold prices rose asia amid japanese market closures ahead lunar new year investors closely watching upcoming inflation data recent market volatility driven interest rate expectations stronger dollar,positive,0.99,0.01,0.0
2018-02-12,2018-02-17,gold prices remained supported investors awaited us inflation data clues federal reserve rate hikes dollar steadied budget deal ended brief government shutdown silver futures also rose reflecting broader precious metals strength,positive,0.99,0.01,0.0
2018-02-13,2018-02-17,iraqs oil minister announced country needs $ 4 billion invest downstream oil sector aims increase crude production capacity 5 million 7 million barrels per day 2022,negative,0.0,1.0,0.0
2018-02-14,2018-02-17,gold prices dipped asia major markets closed lunar new year us inflation rose retail sales fell raising stagflation concerns prompting downward revision gdp forecasts,negative,0.02,0.98,0.0
2018-02-15,2018-02-17,venezuelas president maduro announced rise oil output praised debt restructuring efforts despite country facing severe economic turmoil declining crude production significant debt arrears,negative,0.0,1.0,0.0
2018-02-16,2018-02-17,gold prices retreated recent highs robust us housing data strengthened dollar rising inflation expectations higher interest rates also influencing market silver prices edged lower well,negative,0.01,0.99,0.0
2018-02-17,2018-02-17,us national security adviser hr mcmaster called international accountability syrias alleged use chemical weapons urged stronger global pressure north korea curb nuclear program remarks made major security conference munich amid ongoing conflict syria heightened tensions north korea,positive,0.78,0.22,0.0
2018-02-12,2018-02-18,gold prices remained supported investors awaited us inflation data clues federal reserve rate hikes dollar steadied budget deal ended brief government shutdown silver futures also rose reflecting broader precious metals strength,positive,0.99,0.01,0.0
2018-02-13,2018-02-18,iraqs oil minister announced country needs $ 4 billion invest downstream oil sector aims increase crude production capacity 5 million 7 million barrels per day 2022,negative,0.0,1.0,0.0
2018-02-14,2018-02-18,gold prices dipped asia major markets closed lunar new year us inflation rose retail sales fell raising stagflation concerns prompting downward revision gdp forecasts,negative,0.02,0.98,0.0
2018-02-15,2018-02-18,venezuelas president maduro announced rise oil output praised debt restructuring efforts despite country facing severe economic turmoil declining crude production significant debt arrears,negative,0.0,1.0,0.0
2018-02-16,2018-02-18,gold prices retreated recent highs robust us housing data strengthened dollar rising inflation expectations higher interest rates also influencing market silver prices edged lower well,negative,0.01,0.99,0.0
2018-02-17,2018-02-18,us national security adviser hr mcmaster called international accountability syrias alleged use chemical weapons urged stronger global pressure north korea curb nuclear program remarks made major security conference munich amid ongoing conflict syria heightened tensions north korea,positive,0.78,0.22,0.0
2018-02-18,2018-02-18,gold prices slipped asian trading several major markets closed holidays investors awaiting federal reserves meeting minutes clues future rate hikes despite weaker dollar gold eased 021 % $ 135340 ounce amid ongoing concerns us fiscal deficits inflation trends,negative,0.01,0.99,0.0
2018-02-13,2018-02-19,iraqs oil minister announced country needs $ 4 billion invest downstream oil sector aims increase crude production capacity 5 million 7 million barrels per day 2022,negative,0.0,1.0,0.0
2018-02-14,2018-02-19,gold prices dipped asia major markets closed lunar new year us inflation rose retail sales fell raising stagflation concerns prompting downward revision gdp forecasts,negative,0.02,0.98,0.0
2018-02-15,2018-02-19,venezuelas president maduro announced rise oil output praised debt restructuring efforts despite country facing severe economic turmoil declining crude production significant debt arrears,negative,0.0,1.0,0.0
2018-02-16,2018-02-19,gold prices retreated recent highs robust us housing data strengthened dollar rising inflation expectations higher interest rates also influencing market silver prices edged lower well,negative,0.01,0.99,0.0
2018-02-17,2018-02-19,us national security adviser hr mcmaster called international accountability syrias alleged use chemical weapons urged stronger global pressure north korea curb nuclear program remarks made major security conference munich amid ongoing conflict syria heightened tensions north korea,positive,0.78,0.22,0.0
2018-02-18,2018-02-19,gold prices slipped asian trading several major markets closed holidays investors awaiting federal reserves meeting minutes clues future rate hikes despite weaker dollar gold eased 021 % $ 135340 ounce amid ongoing concerns us fiscal deficits inflation trends,negative,0.01,0.99,0.0
2018-02-19,2018-02-19,louisiana offshore oil port loop completed first full loading supertanker enabling direct largescale us crude exports china easing previous shipping bottlenecks american oil production hits record highs development expected reduce shipping costs boost us export capacity following lifting decadeslong export ban,negative,0.0,1.0,0.0
2018-02-14,2018-02-20,gold prices dipped asia major markets closed lunar new year us inflation rose retail sales fell raising stagflation concerns prompting downward revision gdp forecasts,negative,0.02,0.98,0.0
2018-02-15,2018-02-20,venezuelas president maduro announced rise oil output praised debt restructuring efforts despite country facing severe economic turmoil declining crude production significant debt arrears,negative,0.0,1.0,0.0
2018-02-16,2018-02-20,gold prices retreated recent highs robust us housing data strengthened dollar rising inflation expectations higher interest rates also influencing market silver prices edged lower well,negative,0.01,0.99,0.0
2018-02-17,2018-02-20,us national security adviser hr mcmaster called international accountability syrias alleged use chemical weapons urged stronger global pressure north korea curb nuclear program remarks made major security conference munich amid ongoing conflict syria heightened tensions north korea,positive,0.78,0.22,0.0
2018-02-18,2018-02-20,gold prices slipped asian trading several major markets closed holidays investors awaiting federal reserves meeting minutes clues future rate hikes despite weaker dollar gold eased 021 % $ 135340 ounce amid ongoing concerns us fiscal deficits inflation trends,negative,0.01,0.99,0.0
2018-02-19,2018-02-20,louisiana offshore oil port loop completed first full loading supertanker enabling direct largescale us crude exports china easing previous shipping bottlenecks american oil production hits record highs development expected reduce shipping costs boost us export capacity following lifting decadeslong export ban,negative,0.0,1.0,0.0
2018-02-20,2018-02-20,brent oil prices fell due stronger dollar profittaking wti held steady reduced canadian supply supported us prices brentwti price gap narrowed sixmonth low amid ongoing opec supply restraint shifting market dynamics,negative,0.01,0.99,0.0
2018-02-15,2018-02-21,venezuelas president maduro announced rise oil output praised debt restructuring efforts despite country facing severe economic turmoil declining crude production significant debt arrears,negative,0.0,1.0,0.0
2018-02-16,2018-02-21,gold prices retreated recent highs robust us housing data strengthened dollar rising inflation expectations higher interest rates also influencing market silver prices edged lower well,negative,0.01,0.99,0.0
2018-02-17,2018-02-21,us national security adviser hr mcmaster called international accountability syrias alleged use chemical weapons urged stronger global pressure north korea curb nuclear program remarks made major security conference munich amid ongoing conflict syria heightened tensions north korea,positive,0.78,0.22,0.0
2018-02-18,2018-02-21,gold prices slipped asian trading several major markets closed holidays investors awaiting federal reserves meeting minutes clues future rate hikes despite weaker dollar gold eased 021 % $ 135340 ounce amid ongoing concerns us fiscal deficits inflation trends,negative,0.01,0.99,0.0
2018-02-19,2018-02-21,louisiana offshore oil port loop completed first full loading supertanker enabling direct largescale us crude exports china easing previous shipping bottlenecks american oil production hits record highs development expected reduce shipping costs boost us export capacity following lifting decadeslong export ban,negative,0.0,1.0,0.0
2018-02-20,2018-02-21,brent oil prices fell due stronger dollar profittaking wti held steady reduced canadian supply supported us prices brentwti price gap narrowed sixmonth low amid ongoing opec supply restraint shifting market dynamics,negative,0.01,0.99,0.0
2018-02-21,2018-02-21,crude oil prices fell lowest levels month due stronger us dollar trader caution ahead us inventory reports despite ongoing opecled output cuts supply concerns,negative,0.01,0.99,0.0
2018-02-16,2018-02-22,gold prices retreated recent highs robust us housing data strengthened dollar rising inflation expectations higher interest rates also influencing market silver prices edged lower well,negative,0.01,0.99,0.0
2018-02-17,2018-02-22,us national security adviser hr mcmaster called international accountability syrias alleged use chemical weapons urged stronger global pressure north korea curb nuclear program remarks made major security conference munich amid ongoing conflict syria heightened tensions north korea,positive,0.78,0.22,0.0
2018-02-18,2018-02-22,gold prices slipped asian trading several major markets closed holidays investors awaiting federal reserves meeting minutes clues future rate hikes despite weaker dollar gold eased 021 % $ 135340 ounce amid ongoing concerns us fiscal deficits inflation trends,negative,0.01,0.99,0.0
2018-02-19,2018-02-22,louisiana offshore oil port loop completed first full loading supertanker enabling direct largescale us crude exports china easing previous shipping bottlenecks american oil production hits record highs development expected reduce shipping costs boost us export capacity following lifting decadeslong export ban,negative,0.0,1.0,0.0
2018-02-20,2018-02-22,brent oil prices fell due stronger dollar profittaking wti held steady reduced canadian supply supported us prices brentwti price gap narrowed sixmonth low amid ongoing opec supply restraint shifting market dynamics,negative,0.01,0.99,0.0
2018-02-21,2018-02-22,crude oil prices fell lowest levels month due stronger us dollar trader caution ahead us inventory reports despite ongoing opecled output cuts supply concerns,negative,0.01,0.99,0.0
2018-02-22,2018-02-22,crude oil prices declined despite drop us inventories stronger dollar driven fed meeting minutes outweighed supply data ongoing opec output cuts traders remained cautious amid concerns rising us production impact global supply efforts,negative,0.01,0.99,0.0
2018-02-17,2018-02-23,us national security adviser hr mcmaster called international accountability syrias alleged use chemical weapons urged stronger global pressure north korea curb nuclear program remarks made major security conference munich amid ongoing conflict syria heightened tensions north korea,positive,0.78,0.22,0.0
2018-02-18,2018-02-23,gold prices slipped asian trading several major markets closed holidays investors awaiting federal reserves meeting minutes clues future rate hikes despite weaker dollar gold eased 021 % $ 135340 ounce amid ongoing concerns us fiscal deficits inflation trends,negative,0.01,0.99,0.0
2018-02-19,2018-02-23,louisiana offshore oil port loop completed first full loading supertanker enabling direct largescale us crude exports china easing previous shipping bottlenecks american oil production hits record highs development expected reduce shipping costs boost us export capacity following lifting decadeslong export ban,negative,0.0,1.0,0.0
2018-02-20,2018-02-23,brent oil prices fell due stronger dollar profittaking wti held steady reduced canadian supply supported us prices brentwti price gap narrowed sixmonth low amid ongoing opec supply restraint shifting market dynamics,negative,0.01,0.99,0.0
2018-02-21,2018-02-23,crude oil prices fell lowest levels month due stronger us dollar trader caution ahead us inventory reports despite ongoing opecled output cuts supply concerns,negative,0.01,0.99,0.0
2018-02-22,2018-02-23,crude oil prices declined despite drop us inventories stronger dollar driven fed meeting minutes outweighed supply data ongoing opec output cuts traders remained cautious amid concerns rising us production impact global supply efforts,negative,0.01,0.99,0.0
2018-02-23,2018-02-23,us shale oil production surged nearrecord levels producers struggled deliver profits prompting investors demand higher dividends share buybacks firms responded increased payouts others face falling valuations industry seeks balance growth shareholder returns,negative,0.0,1.0,0.0
2018-02-18,2018-02-24,gold prices slipped asian trading several major markets closed holidays investors awaiting federal reserves meeting minutes clues future rate hikes despite weaker dollar gold eased 021 % $ 135340 ounce amid ongoing concerns us fiscal deficits inflation trends,negative,0.01,0.99,0.0
2018-02-19,2018-02-24,louisiana offshore oil port loop completed first full loading supertanker enabling direct largescale us crude exports china easing previous shipping bottlenecks american oil production hits record highs development expected reduce shipping costs boost us export capacity following lifting decadeslong export ban,negative,0.0,1.0,0.0
2018-02-20,2018-02-24,brent oil prices fell due stronger dollar profittaking wti held steady reduced canadian supply supported us prices brentwti price gap narrowed sixmonth low amid ongoing opec supply restraint shifting market dynamics,negative,0.01,0.99,0.0
2018-02-21,2018-02-24,crude oil prices fell lowest levels month due stronger us dollar trader caution ahead us inventory reports despite ongoing opecled output cuts supply concerns,negative,0.01,0.99,0.0
2018-02-22,2018-02-24,crude oil prices declined despite drop us inventories stronger dollar driven fed meeting minutes outweighed supply data ongoing opec output cuts traders remained cautious amid concerns rising us production impact global supply efforts,negative,0.01,0.99,0.0
2018-02-23,2018-02-24,us shale oil production surged nearrecord levels producers struggled deliver profits prompting investors demand higher dividends share buybacks firms responded increased payouts others face falling valuations industry seeks balance growth shareholder returns,negative,0.0,1.0,0.0
2018-02-24,2018-02-24,venezuelan president nicolas maduro pledged recover 70 % countrys lost oil production first half 2018 output fell 28year low blaming us sanctions corruption pdvsa decline,positive,1.0,0.0,0.0
2018-02-19,2018-02-25,louisiana offshore oil port loop completed first full loading supertanker enabling direct largescale us crude exports china easing previous shipping bottlenecks american oil production hits record highs development expected reduce shipping costs boost us export capacity following lifting decadeslong export ban,negative,0.0,1.0,0.0
2018-02-20,2018-02-25,brent oil prices fell due stronger dollar profittaking wti held steady reduced canadian supply supported us prices brentwti price gap narrowed sixmonth low amid ongoing opec supply restraint shifting market dynamics,negative,0.01,0.99,0.0
2018-02-21,2018-02-25,crude oil prices fell lowest levels month due stronger us dollar trader caution ahead us inventory reports despite ongoing opecled output cuts supply concerns,negative,0.01,0.99,0.0
2018-02-22,2018-02-25,crude oil prices declined despite drop us inventories stronger dollar driven fed meeting minutes outweighed supply data ongoing opec output cuts traders remained cautious amid concerns rising us production impact global supply efforts,negative,0.01,0.99,0.0
2018-02-23,2018-02-25,us shale oil production surged nearrecord levels producers struggled deliver profits prompting investors demand higher dividends share buybacks firms responded increased payouts others face falling valuations industry seeks balance growth shareholder returns,negative,0.0,1.0,0.0
2018-02-24,2018-02-25,venezuelan president nicolas maduro pledged recover 70 % countrys lost oil production first half 2018 output fell 28year low blaming us sanctions corruption pdvsa decline,positive,1.0,0.0,0.0
2018-02-25,2018-02-25,gold prices posted worst week since december falling 191 % strengthening dollar expectations fed rate hikes weighed precious metals investors look ahead key economic data central bank testimony coming week,negative,0.01,0.99,0.0
2018-02-20,2018-02-26,brent oil prices fell due stronger dollar profittaking wti held steady reduced canadian supply supported us prices brentwti price gap narrowed sixmonth low amid ongoing opec supply restraint shifting market dynamics,negative,0.01,0.99,0.0
2018-02-21,2018-02-26,crude oil prices fell lowest levels month due stronger us dollar trader caution ahead us inventory reports despite ongoing opecled output cuts supply concerns,negative,0.01,0.99,0.0
2018-02-22,2018-02-26,crude oil prices declined despite drop us inventories stronger dollar driven fed meeting minutes outweighed supply data ongoing opec output cuts traders remained cautious amid concerns rising us production impact global supply efforts,negative,0.01,0.99,0.0
2018-02-23,2018-02-26,us shale oil production surged nearrecord levels producers struggled deliver profits prompting investors demand higher dividends share buybacks firms responded increased payouts others face falling valuations industry seeks balance growth shareholder returns,negative,0.0,1.0,0.0
2018-02-24,2018-02-26,venezuelan president nicolas maduro pledged recover 70 % countrys lost oil production first half 2018 output fell 28year low blaming us sanctions corruption pdvsa decline,positive,1.0,0.0,0.0
2018-02-25,2018-02-26,gold prices posted worst week since december falling 191 % strengthening dollar expectations fed rate hikes weighed precious metals investors look ahead key economic data central bank testimony coming week,negative,0.01,0.99,0.0
2018-02-26,2018-02-26,boston consulting group forecasts us gasoline consumption could fall 35 % 2035 due rising electric vehicle adoption efficient engines though industry leaders remain skeptical speed shift demand fuels may grow likely wont fully offset decline gasoline use,negative,0.01,0.99,0.0
2018-02-21,2018-02-27,crude oil prices fell lowest levels month due stronger us dollar trader caution ahead us inventory reports despite ongoing opecled output cuts supply concerns,negative,0.01,0.99,0.0
2018-02-22,2018-02-27,crude oil prices declined despite drop us inventories stronger dollar driven fed meeting minutes outweighed supply data ongoing opec output cuts traders remained cautious amid concerns rising us production impact global supply efforts,negative,0.01,0.99,0.0
2018-02-23,2018-02-27,us shale oil production surged nearrecord levels producers struggled deliver profits prompting investors demand higher dividends share buybacks firms responded increased payouts others face falling valuations industry seeks balance growth shareholder returns,negative,0.0,1.0,0.0
2018-02-24,2018-02-27,venezuelan president nicolas maduro pledged recover 70 % countrys lost oil production first half 2018 output fell 28year low blaming us sanctions corruption pdvsa decline,positive,1.0,0.0,0.0
2018-02-25,2018-02-27,gold prices posted worst week since december falling 191 % strengthening dollar expectations fed rate hikes weighed precious metals investors look ahead key economic data central bank testimony coming week,negative,0.01,0.99,0.0
2018-02-26,2018-02-27,boston consulting group forecasts us gasoline consumption could fall 35 % 2035 due rising electric vehicle adoption efficient engines though industry leaders remain skeptical speed shift demand fuels may grow likely wont fully offset decline gasoline use,negative,0.01,0.99,0.0
2018-02-27,2018-02-27,gold prices fell federal reserve chair jerome powell indicated gradual interest rate hikes strengthening us dollar despite weak us durable goods data silver prices also declined amid dollars rise,negative,0.01,0.99,0.0
2018-02-22,2018-02-28,crude oil prices declined despite drop us inventories stronger dollar driven fed meeting minutes outweighed supply data ongoing opec output cuts traders remained cautious amid concerns rising us production impact global supply efforts,negative,0.01,0.99,0.0
2018-02-23,2018-02-28,us shale oil production surged nearrecord levels producers struggled deliver profits prompting investors demand higher dividends share buybacks firms responded increased payouts others face falling valuations industry seeks balance growth shareholder returns,negative,0.0,1.0,0.0
2018-02-24,2018-02-28,venezuelan president nicolas maduro pledged recover 70 % countrys lost oil production first half 2018 output fell 28year low blaming us sanctions corruption pdvsa decline,positive,1.0,0.0,0.0
2018-02-25,2018-02-28,gold prices posted worst week since december falling 191 % strengthening dollar expectations fed rate hikes weighed precious metals investors look ahead key economic data central bank testimony coming week,negative,0.01,0.99,0.0
2018-02-26,2018-02-28,boston consulting group forecasts us gasoline consumption could fall 35 % 2035 due rising electric vehicle adoption efficient engines though industry leaders remain skeptical speed shift demand fuels may grow likely wont fully offset decline gasoline use,negative,0.01,0.99,0.0
2018-02-27,2018-02-28,gold prices fell federal reserve chair jerome powell indicated gradual interest rate hikes strengthening us dollar despite weak us durable goods data silver prices also declined amid dollars rise,negative,0.01,0.99,0.0
2018-02-28,2018-02-28,wti brent crude prices dropped us crude gasoline inventories rose expected domestic oil production hit new high raising concerns opecs efforts balance market,negative,0.01,0.99,0.0
2018-02-23,2018-03-01,us shale oil production surged nearrecord levels producers struggled deliver profits prompting investors demand higher dividends share buybacks firms responded increased payouts others face falling valuations industry seeks balance growth shareholder returns,negative,0.0,1.0,0.0
2018-02-24,2018-03-01,venezuelan president nicolas maduro pledged recover 70 % countrys lost oil production first half 2018 output fell 28year low blaming us sanctions corruption pdvsa decline,positive,1.0,0.0,0.0
2018-02-25,2018-03-01,gold prices posted worst week since december falling 191 % strengthening dollar expectations fed rate hikes weighed precious metals investors look ahead key economic data central bank testimony coming week,negative,0.01,0.99,0.0
2018-02-26,2018-03-01,boston consulting group forecasts us gasoline consumption could fall 35 % 2035 due rising electric vehicle adoption efficient engines though industry leaders remain skeptical speed shift demand fuels may grow likely wont fully offset decline gasoline use,negative,0.01,0.99,0.0
2018-02-27,2018-03-01,gold prices fell federal reserve chair jerome powell indicated gradual interest rate hikes strengthening us dollar despite weak us durable goods data silver prices also declined amid dollars rise,negative,0.01,0.99,0.0
2018-02-28,2018-03-01,wti brent crude prices dropped us crude gasoline inventories rose expected domestic oil production hit new high raising concerns opecs efforts balance market,negative,0.01,0.99,0.0
2018-03-01,2018-03-01,gold prices fell threeweek low us dollar strengthened following federal reserve chair jerome powells comments supporting gradual interest rate hikes silver prices also declined markets largely ignored weakerthanexpected us economic growth data,negative,0.01,0.99,0.0
2018-02-24,2018-03-02,venezuelan president nicolas maduro pledged recover 70 % countrys lost oil production first half 2018 output fell 28year low blaming us sanctions corruption pdvsa decline,positive,1.0,0.0,0.0
2018-02-25,2018-03-02,gold prices posted worst week since december falling 191 % strengthening dollar expectations fed rate hikes weighed precious metals investors look ahead key economic data central bank testimony coming week,negative,0.01,0.99,0.0
2018-02-26,2018-03-02,boston consulting group forecasts us gasoline consumption could fall 35 % 2035 due rising electric vehicle adoption efficient engines though industry leaders remain skeptical speed shift demand fuels may grow likely wont fully offset decline gasoline use,negative,0.01,0.99,0.0
2018-02-27,2018-03-02,gold prices fell federal reserve chair jerome powell indicated gradual interest rate hikes strengthening us dollar despite weak us durable goods data silver prices also declined amid dollars rise,negative,0.01,0.99,0.0
2018-02-28,2018-03-02,wti brent crude prices dropped us crude gasoline inventories rose expected domestic oil production hit new high raising concerns opecs efforts balance market,negative,0.01,0.99,0.0
2018-03-01,2018-03-02,gold prices fell threeweek low us dollar strengthened following federal reserve chair jerome powells comments supporting gradual interest rate hikes silver prices also declined markets largely ignored weakerthanexpected us economic growth data,negative,0.01,0.99,0.0
2018-03-02,2018-03-02,president trumps proposed tariffs steel aluminum imports expected redirect excess metal especially china southeast asia potentially causing supply glut lower prices could hurt regional producers industry experts warn shift may spark increased competition possible plant closures retaliatory trade measures,negative,0.01,0.99,0.0
2018-02-25,2018-03-03,gold prices posted worst week since december falling 191 % strengthening dollar expectations fed rate hikes weighed precious metals investors look ahead key economic data central bank testimony coming week,negative,0.01,0.99,0.0
2018-02-26,2018-03-03,boston consulting group forecasts us gasoline consumption could fall 35 % 2035 due rising electric vehicle adoption efficient engines though industry leaders remain skeptical speed shift demand fuels may grow likely wont fully offset decline gasoline use,negative,0.01,0.99,0.0
