Date,Generated Headline,Classification,Positive,Negative,Neutral
20180317,germany seeks boost domestic demand defending export strength amid us trade tensions,positive,0.95,0.05,0.0
20180317,commerce department opens process steel aluminum tariff exclusion requests,negative,0.03,0.97,0.0
20180318,oil prices surge twoweek highs amid middle east tensions us market gains,positive,0.99,0.0,0.0
20180318,germany urges dialogue us avert trade war amid sanctions threat,negative,0.49,0.51,0.0
20180318,gold hits twoweek low dollar strengthens ahead fed rate decision,negative,0.27,0.72,0.0
20180319,european carmakers urge uk eu clarify postbrexit rules avoid industry disruption,negative,0.11,0.88,0.01
20180319,coffee industry sees glimmer optimism prices hit lows producers face pressure,negative,0.02,0.98,0.0
20180319,oil prices dip rising us drilling counters strong global demand outlook,negative,0.03,0.96,0.0
20180319,oil prices dip us output rises saudi fuel exports hit record highs,negative,0.01,0.98,0.0
20180319,oil prices fall rising us drilling counters strong global demand outlook,negative,0.01,0.99,0.0
20180319,germany sees hope euus deal prevent escalation steel tariff dispute,negative,0.26,0.74,0.0
20180319,gold prices rise weaker dollar offsets fed rate hike expectations,positive,0.99,0.01,0.0
20180319,gold prices dip twoweek lows dollar strengthens ahead fed meeting,negative,0.01,0.99,0.0
20180319,gold prices dip strong dollar fed rate hike expectations weigh markets,negative,0.02,0.98,0.0
20180319,gold prices steady near twoweek lows fed meeting looms,neutral,0.0,0.0,1.0
20180319,us natural gas futures fall warmer weather dims demand outlook,negative,0.49,0.51,0.0
20180319,oil prices dip wall street falls us crude supply rises despite middle east tensions,negative,0.01,0.99,0.0
20180319,oil prices drop us drilling surge raises oversupply fears,negative,0.06,0.94,0.0
20180319,oil prices edge higher amid middle east tensions venezuela crisis us output caps gains,positive,0.97,0.03,0.0
20180319,opec chief optimistic oil output deal restore market stability 2018,negative,0.02,0.98,0.01
20180319,russia signals flexibility opec oil pact open extending output cuts gradual phaseout,positive,0.9,0.09,0.0
20180319,saudi aramco seeks majority stake $ 46 billion indian refinery project boost market share,positive,0.59,0.41,0.0
20180319,us farm exports face retaliation risks amid rising trade tensions,positive,0.88,0.12,0.0
20180320,chinas shift highgrade iron ore may mill profits fall,positive,0.94,0.06,0.0
20180320,oil prices rise middle east tensions despite higher us output,positive,0.99,0.01,0.0
20180320,oil prices climb middle east tensions despite rising us output,positive,0.98,0.02,0.0
20180320,oil prices hit threeweek high middle east tensions potential iran sanctions,positive,0.6,0.4,0.0
20180320,gold prices dip investors await fed rate decision us tariff announcements,negative,0.02,0.98,0.0
20180320,gold prices dip investors await fed rate decision dollar holds steady,negative,0.01,0.99,0.0
20180320,gold prices slip dollar strengthens ahead fed meeting,negative,0.01,0.99,0.0
20180320,natural gas futures hold near threeweek lows warmer weather dims demand,negative,0.01,0.99,0.0
20180320,congress faces stalemate fixes flawed us tax law partisan tensions rise,negative,0.49,0.5,0.0
20180320,oil prices rise amid middle east tensions potential us sanctions iran,positive,0.99,0.01,0.0
20180320,morgan stanley favors aluminum supply reforms demand set lift prices,negative,0.03,0.97,0.0
20180321,wto panel finds us fully comply ruling chinese tariffs,positive,0.86,0.02,0.12
20180321,china philippines advance joint oil gas exploration talks south china sea,negative,0.01,0.99,0.0
20180321,oil prices hold near multiweek highs amid middle east tensions falling us stockpiles,negative,0.02,0.98,0.0
20180321,gold prices edge higher dollar softens ahead fed rate decision,positive,0.98,0.02,0.0
20180321,gold prices rise dollar weakens ahead fed decision,positive,0.98,0.02,0.0
20180321,gold prices rise dollar weakens ahead fed decision,positive,0.98,0.02,0.0
20180321,gold prices climb oneweek high dollar weakens ahead fed rate decision,positive,0.99,0.01,0.0
20180321,banks metals revenues surpass oil first time since 2014 amid low crude prices,negative,0.17,0.83,0.0
20180321,natural gas futures edge lower investors await us storage data,negative,0.05,0.95,0.0
20180321,oil prices rise amid middle east tensions strong demand despite surging us output,positive,0.99,0.01,0.0
20180321,crude oil prices hit sixweek high us stockpiles drop unexpectedly,negative,0.01,0.99,0.0
20180321,oil prices edge higher us inventory drop opec cuts middle east tensions,negative,0.16,0.84,0.0
20180321,opec allies achieve record compliance oil glut shrinks toward target,negative,0.02,0.98,0.0
20180321,gulf mexico oil lease sale draws tepid bids despite record offering,negative,0.38,0.61,0.0
20180322,china launches yuandenominated crude oil futures challenge global benchmarks,negative,0.34,0.66,0.0
20180322,oil prices dip investors take profits despite ongoing supply risks,negative,0.11,0.89,0.0
20180322,eu hopes exemption trump weighs steel aluminum tariffs,negative,0.45,0.51,0.05
20180322,global carbon emissions hit record high 2017 energy demand surges,positive,0.99,0.01,0.0
20180322,gold prices climb twoweek highs amid fed caution trade war fears,positive,0.99,0.01,0.0
20180322,gold prices rise dollar weakens fed china rate hikes,positive,0.98,0.02,0.0
20180322,gold prices dip dollar strengthens amid uschina trade tensions,negative,0.02,0.98,0.0
20180322,gold prices climb twoweek highs dollar weakens trade tensions rise,positive,0.98,0.02,0.0
20180322,bbl commodities founder launches $ 1 billion macro fund trade global commodities trends,negative,0.06,0.94,0.0
20180322,us natural gas futures hold near fourweek lows storage data meets expectations,negative,0.04,0.96,0.0
20180322,ochziff commodities head launch new millenniumbacked fund amid industry shakeup,positive,0.71,0.29,0.0
20180322,oil prices retreat sevenweek highs us production hits record levels,negative,0.01,0.99,0.0
20180322,saudi crown prince courts wall street leaders us investment tour,positive,0.91,0.09,0.0
20180322,trump unveils $ 60 billion tariff plan targeting china sparking fears escalating trade tensions,positive,0.68,0.32,0.0
20180322,trump announce tariffs chinese imports raising fears global trade war,negative,0.32,0.68,0.0
20180323,wti crude hits eightweek highs opec signals possible extension production cuts,positive,0.88,0.12,0.0
20180323,eu leaders urge trump make metal tariff exemption permanent warn proportionate response,positive,0.74,0.24,0.02
20180323,gold hits onemonth high trade war fears boost safehaven demand,positive,0.99,0.01,0.0
20180323,gold prices surge onemonth high amid escalating uschina trade tensions,positive,0.99,0.01,0.0
20180323,gold prices surge onemonth high amid trade war geopolitical tensions,positive,0.99,0.01,0.0
20180323,oil prices climb opec russia consider extending production cuts 2019,positive,0.96,0.03,0.0
20180323,oil prices climb saudi arabia signals opecled production cuts may extend 2019,positive,0.89,0.11,0.0
20180323,oil prices hit sixweek high opec russia consider extending production cuts,negative,0.41,0.59,0.0
20180323,oil prices climb opec signals continued supply cuts amid uschina trade tensions,positive,0.97,0.03,0.0
20180323,trump temporarily exempts key allies steel aluminum tariffs,negative,0.06,0.94,0.0
20180323,us nears comprehensive trade agreement south korea,negative,0.08,0.92,0.0
20180324,china pledges $ 100 billion financing boost hightech new energy industries,negative,0.02,0.98,0.0
20180325,china launches first yuandenominated crude oil futures challenge global benchmarks,negative,0.1,0.89,0.0
20180325,oil prices surge eightweek high hopes extended opec production cuts,positive,0.63,0.36,0.0
20180325,gold prices hit fiveweek high trade war fears drive safehaven demand,positive,0.9,0.1,0.0
20180325,us shale oil producers boost dividends amid rising investor pressure,negative,0.0,1.0,0.0
20180326,oil prices dip us production hits record high opec cuts geopolitical tensions persist,negative,0.11,0.89,0.0
20180326,oil prices dip us output growth geopolitical tensions limit losses,negative,0.12,0.88,0.0
20180326,eu launches probe steel imports amid fears us tariff fallout,negative,0.01,0.98,0.0
20180326,china launches yuandenominated oil futures attracting major global traders,negative,0.05,0.94,0.0
20180326,gold hits fiveweek high weaker dollar geopolitical tensions boost demand,positive,0.97,0.02,0.0
20180326,gold hits sixweek high dollar weakens trade war fears ease,negative,0.06,0.94,0.0
20180326,gold prices retreat fiveweek highs uschina trade talks ease market fears,negative,0.01,0.99,0.0
20180326,gold prices dip despite dollar weakness amid trade war fears,negative,0.01,0.99,0.0
20180326,iraq reaffirms support opec oil output cuts ahead june meeting,positive,0.98,0.02,0.0
20180326,natural gas futures rebound hitting onemonth low traders eye weather storage data,positive,0.97,0.03,0.0
20180326,oil prices dip investors take profits middle east tensions limit losses,negative,0.04,0.95,0.0
20180326,oil prices dip middle east tensions spike china launches yuandenominated futures,negative,0.04,0.96,0.0
20180326,oil prices dip rising us shale output sparks oversupply concerns,negative,0.27,0.73,0.0
20180326,saudi aramco prepares potential $ 2 trillion ipo second half 2018,positive,0.51,0.49,0.0
20180327,wti crude oil prices fall second day traders await us inventory data,negative,0.01,0.99,0.0
20180327,oil prices edge higher investors await us inventory data,positive,0.99,0.01,0.0
20180327,saudi arabia russia consider landmark longterm oil alliance stabilize global markets,negative,0.26,0.73,0.01
20180327,global gold investment set fifth consecutive annual rise amid economic uncertainty,negative,0.17,0.83,0.0
20180327,gold prices drop uschina trade talks boost dollar ease trade war fears,negative,0.01,0.99,0.0
20180327,gold prices dip dollar strengthens amid easing trade war fears,negative,0.02,0.98,0.0
20180327,gold prices rise dollar weakens amid easing uschina trade tensions,positive,0.8,0.2,0.0
20180327,gold retreats fiveweek highs dollar strengthens trade war fears ease,negative,0.01,0.99,0.0
20180327,oil prices climb middle east tensions strong start chinas crude futures,positive,0.98,0.02,0.0
20180327,oil prices hold steady ahead us inventory data shale output rises,positive,0.84,0.16,0.0
20180327,oil prices steady dollar strengthens market awaits supply signals,neutral,0.0,0.01,0.98
20180328,oil prices fall us crude inventories rise output hits new high,negative,0.18,0.82,0.0
20180328,global bull run ends market volatility trade tensions tech woes shake investors,negative,0.03,0.97,0.0
20180328,gold prices drop fiveday low stronger dollar us growth data weigh,negative,0.01,0.99,0.0
20180328,gold prices rise dollar weakens despite easing north korea tensions,positive,0.94,0.06,0.0
20180328,gold prices drop strong dollar easing geopolitical tensions weigh safehaven demand,negative,0.01,0.99,0.0
20180328,gold prices dip dollar strengthens amid renewed uschina trade war fears,negative,0.02,0.98,0.0
20180328,shanghai crude oil futures plunge third day amid heavy overnight selling low liquidity,positive,0.94,0.06,0.0
20180328,natural gas futures slip investors await us storage data,negative,0.04,0.96,0.01
20180328,oil prices fall rising us inventories shale output concerns,negative,0.02,0.98,0.0
20180328,oil prices drop 2 % unexpected rise us crude inventories,negative,0.01,0.99,0.0
20180328,oil prices drop us crude inventories rise chinas oil futures see volatility,negative,0.47,0.53,0.0
20180328,oil prices rise hopes extended opecled production cuts despite us output surge,positive,0.94,0.06,0.0
20180328,us crude prices fall unexpected inventory build raises oversupply concerns,negative,0.01,0.99,0.0
20180328,opec uncertainty looms oil production caps set expire raising risk volatile prices,positive,0.97,0.02,0.01
20180328,opec seeks longterm alliance russia oil producers stabilize global market,negative,0.13,0.86,0.01
20180328,opec likely maintain oil supply cuts 2018 amid price concerns,positive,0.81,0.17,0.02
20180328,oil exporters propose sixmonth extension opec supply cut deal,positive,0.89,0.11,0.0
20180328,chinas yuan oil futures debut faces volatility hurdles bid challenge dollar,negative,0.17,0.82,0.0
20180328,us crude oil inventories rise unexpectedly imports surge gasoline distillate stocks drop,negative,0.02,0.98,0.0
20180328,oil gas activity rises texas region despite climbing costs uncertainty,positive,0.82,0.18,0.0
20180329,china urges retaliation canada targets beijing steel aluminum trade measures,negative,0.48,0.5,0.02
20180329,oil prices rise us rig count drops opec eyes longterm pact,positive,0.94,0.06,0.0
20180329,china moves pay imported oil yuan challenging dollar dominance,positive,0.94,0.06,0.0
20180329,us emergency oil reserve sales raise alarms toxic chemical contamination,negative,0.02,0.98,0.0
20180329,trump weighs dropping biofuel reform push may leave issue congress,positive,0.85,0.15,0.0
20180329,gold prices edge higher dollar slips despite strong us gdp data,positive,0.95,0.05,0.0
20180329,gold prices slip dollar strengthens despite geopolitical tensions,negative,0.02,0.98,0.0
20180329,gold prices slip oneweek lows strong dollar north korea hopes weigh,negative,0.01,0.99,0.0
20180329,gold prices slip dollar strengthens amid mixed us economic data,negative,0.01,0.99,0.0
20180329,lithium etf slumps supply concerns ev market uncertainty weigh investors,negative,0.01,0.99,0.0
20180329,natural gas futures edge higher despite smallerthanexpected storage draw,positive,0.96,0.04,0.0
20180329,oil prices edge higher hopes opec cut extension gains capped rising us output,positive,0.99,0.01,0.0
20180329,oil prices dip rising us inventories offset opec output cut pledge,negative,0.21,0.79,0.0
20180329,oil prices set rise 2018 amid opec cuts supply disruptions us output poses challenge,positive,0.87,0.13,0.0
20180329,oil prices slip rising us output inventories offset opec cut optimism,negative,0.23,0.77,0.0
20180329,global markets rebound tech stocks stabilize dollar dips bitcoin slumps,negative,0.44,0.55,0.0
20180329,algerias sonatrach ceo faces uphill battle reform state oil giant amid economic pressures,positive,0.78,0.21,0.0
20180330,texas shale land rush spurs oil mergers producers seek longer wells,negative,0.27,0.73,0.0
20180330,south korea us reach revised trade deal amid nuclear tensions tariff threats,positive,0.52,0.48,0.0
20180330,mongolia launches online cashmere trading platform boost global sales via chinas bohai exchange,positive,0.85,0.14,0.0
20180330,us envoy warns chinese soybean tariffs would harm chinese consumers american farmers,negative,0.1,0.9,0.0
20180330,us crude output rises january offshore gains natural gas production slips,negative,0.0,1.0,0.0
20180401,oil prices rise output cuts face challenge surging us production,positive,0.69,0.31,0.0
20180401,gold prices slide stronger dollar easing trade tensions weigh precious metals,negative,0.01,0.98,0.0
20180402,oil prices drop nearly 3 % uschina trade tensions spark market selloff,negative,0.01,0.99,0.0
20180402,ev energy partners files chapter 11 bankruptcy enervest units unaffected,negative,0.16,0.78,0.06
20180402,gold prices rise uschina trade tensions escalate dollar weakens,positive,0.98,0.02,0.0
20180402,gold prices rise uschina trade tensions escalate dollar weakens,positive,0.98,0.02,0.0
20180402,gold prices surge uschina trade tensions drive safehaven demand,positive,0.98,0.01,0.0
20180402,gold prices dip despite weaker dollar trade tensions escalate,negative,0.01,0.99,0.0
20180402,latin america opens oil sector foreign investment amid wave energy reforms,negative,0.02,0.98,0.0
20180402,oil prices dip russian output rises uschina trade tensions escalate,positive,0.64,0.36,0.0
20180402,oil prices edge higher russian output rises saudi arabia considers price cuts,negative,0.01,0.99,0.0
20180402,oil prices drop uschina trade tensions escalate russia increases output,negative,0.01,0.99,0.0
20180402,oil prices edge higher amid us output slowdown rising russian supply,positive,0.98,0.02,0.0
20180402,oil prices climb lower us output rising tensions iran,negative,0.38,0.62,0.0
20180402,saudi arabia expected cut may crude prices asia amid weaker benchmark,negative,0.01,0.99,0.0
20180403,oil prices edge higher risk appetite returns investors await us supply data,positive,0.98,0.02,0.0
20180403,gold prices fall dollar strength risk appetite weigh safehaven demand,negative,0.01,0.99,0.0
20180403,gold prices dip investors return risk assets amid trade war tensions,negative,0.19,0.81,0.0
20180403,gold prices dip wall street rebounds easing safe demand,negative,0.01,0.99,0.0
20180403,mexico imposes antidumping duties carbon steel pipe imports four countries,negative,0.05,0.95,0.0
20180403,natural gas futures stabilize sharp drop warmer weather dims demand,negative,0.03,0.97,0.0
20180403,oil prices edge higher us production slows despite russian output increase,negative,0.12,0.88,0.0
20180403,oil prices dip russian output rises saudi arabia considers price cuts asia,negative,0.19,0.81,0.0
20180403,oil prices hold steady investors await key us supply data,neutral,0.01,0.01,0.98
20180403,opec oil output falls yearly low venezuela crisis deepens,positive,1.0,0.0,0.0
20180404,bhp exits world coal association climate policy differences stays us chamber,negative,0.48,0.5,0.02
20180404,china imposes 25 % tariffs us soybeans agricultural goods escalating trade tensions,negative,0.33,0.67,0.0
20180404,crude oil prices edge lower despite surprise drop us inventories,negative,0.01,0.99,0.0
20180404,gold prices rise weaker dollar follows us tariffs chinese imports,positive,0.99,0.01,0.0
20180404,gold prices climb uschina trade tensions escalate,positive,0.97,0.03,0.0
20180404,gold prices ease trade war fears subside dollar recovers,negative,0.12,0.87,0.0
20180404,gold rises uschina trade tensions spark safehaven demand,positive,0.99,0.01,0.0
20180404,golds safehaven status fades investors turn treasuries volatility etfs,positive,0.57,0.43,0.01
20180404,us natural gas futures edge higher ahead storage data release,positive,0.98,0.02,0.0
20180404,gulf mexico oil lease sale draws limited interest drillers stick close existing infrastructure,negative,0.06,0.94,0.0
20180404,oil prices slip investors await us inventory data monitor rising shale output,negative,0.03,0.97,0.0
20180404,oil prices fall despite surprise drop us crude inventories amid trade tensions,negative,0.01,0.99,0.0
20180405,chinas planned tariffs us soybeans corn rattle american farmers planting season,positive,0.52,0.45,0.03
20180405,oklahoma teachers rally capitol demand lawmakers approve funding end statewide walkout,positive,0.9,0.1,0.0
20180405,us natural gas storage drops sharply remains well seasonal averages,positive,0.79,0.2,0.0
20180405,oil prices end higher trade tensions ease despite rising us stockpiles,negative,0.14,0.86,0.0
20180405,gold prices slide uschina trade hopes stronger dollar weigh safehaven demand,negative,0.01,0.99,0.0
20180405,gold prices drop trade tensions ease dollar rebounds,negative,0.01,0.99,0.0
20180405,gold prices drop trade tensions ease dollar strengthens,negative,0.01,0.99,0.0
20180405,kim jong un signals willingness resume sixparty nuclear talks meeting xi jinping,positive,0.74,0.21,0.05
20180405,oil prices climb us inventory drop easing uschina trade tensions,negative,0.38,0.62,0.0
20180405,oil prices rise us crude inventories drop opec considers extending output cuts,negative,0.06,0.94,0.0
20180405,oil prices rise us production drops opec signals continued supply cuts,negative,0.04,0.96,0.0
20180405,qatar urges opec maintain oil supply cuts strengthen longterm cooperation russia,positive,0.97,0.03,0.0
20180406,crude oil prices hit twoweek lows amid trade tensions rising us output,negative,0.02,0.98,0.0
20180406,gold prices rise us considers additional $ 100 billion tariffs china,positive,0.99,0.01,0.0
20180406,gold prices rebound weak us jobs report trade tensions boost safehaven demand,positive,0.98,0.02,0.0
20180406,gold prices rise week amid trade war fears weaker us jobs data,positive,0.97,0.03,0.0
20180406,gold prices fluctuate amid escalating uschina trade tensions dollar strength,positive,0.9,0.1,0.0
20180406,low industry interest challenges us offshore drilling expansion plans,negative,0.02,0.98,0.0
20180406,italian tax police search eni offices congo corruption probe,positive,0.99,0.01,0.0
20180406,oil prices drop uschina trade tensions escalate weekly losses deepen,negative,0.01,0.99,0.0
20180406,oil prices dip uschina trade tensions escalate supply remains tight,negative,0.01,0.99,0.0
20180406,oil prices dip amid uschina trade tensions shifting supply dynamics,negative,0.01,0.99,0.0
20180406,oil prices mixed traders await us rig data monitor trade tensions,negative,0.01,0.99,0.01
20180406,russia considers indefinite oil cooperation opec current output deal ends,negative,0.27,0.7,0.03
20180407,keystone pipeline leak south dakota nearly twice initial estimate ranks among largest us inland spills since 2010,positive,0.99,0.01,0.0
20180408,saudi aramco signs $ 10 billion deals expand petrochemicals largest us oil refinery,negative,0.01,0.99,0.0
20180408,uschina trade tensions spur surge us soybean sales europe,positive,0.6,0.39,0.0
20180408,japanese utilities set pay highest coal prices since 2012 amid surging demand,positive,0.99,0.01,0.0
20180408,oil prices slide twoweek lows amid uschina trade tensions rising us output,negative,0.01,0.99,0.0
20180408,gold prices rise safe demand amid uschina trade tensions weaker dollar,positive,0.99,0.01,0.0
20180408,kinder morgan halts work $ 58 billion trans mountain pipeline amid protests legal uncertainty,positive,0.92,0.08,0.0
20180409,canadian farmers boost canola planting uschina trade tensions shift global demand,negative,0.03,0.97,0.0
20180409,harbour energys $ 104 billion bid santos faces regulatory shareholder hurdles,negative,0.41,0.59,0.0
20180409,crude oil prices surge trade war fears ease middle east tensions rise,positive,0.99,0.01,0.0
20180409,gold prices edge higher despite easing uschina trade war fears,positive,0.99,0.01,0.0
20180409,gold prices dip stronger dollar stock gains offset trade war fears,positive,0.77,0.23,0.0
20180409,gold prices dip dollar strengthens amid easing usnorth korea tensions,negative,0.01,0.99,0.0
20180409,gold prices dip dollar rebounds following fbi raid trump lawyers office,negative,0.02,0.98,0.0
20180409,gold prices steady us stocks rally dollar weakens amid easing trade war fears,negative,0.05,0.94,0.01
20180409,iron ore miners halt expansion chinas steel demand levels,negative,0.01,0.99,0.0
20180409,natural gas futures dip warmer weather dims demand outlook,negative,0.03,0.97,0.0
20180409,oil prices edge higher markets watch uschina trade tensions rising us output,positive,0.99,0.01,0.0
20180409,oil prices steady trade tensions us drilling spur volatility,negative,0.02,0.62,0.36
20180409,oil prices edge higher amid uschina trade tensions market uncertainty,positive,0.99,0.01,0.0
20180409,oil prices climb amid hopes easing uschina trade tensions opec supply restraints,positive,0.95,0.05,0.0
20180409,kinder morgan halts trans mountain pipeline expansion amid british columbia opposition,negative,0.02,0.98,0.0
20180409,trump administration pledges support farmers amid escalating uschina trade tensions,positive,0.85,0.15,0.0
20180410,alberta considers buying trans mountain pipeline ottawa reaffirms support amid expansion uncertainty,negative,0.5,0.5,0.0
20180410,oil prices surge xi jinping eases trade tensions investors eye us inventory data,positive,0.99,0.01,0.0
20180410,oil prices surge $ 65 syria tensions raise supply concerns,positive,0.99,0.01,0.0
20180410,exxon mobil talks qatar potential us gas investment deal,negative,0.02,0.98,0.0
20180410,gold holds steady easing uschina trade tensions offset geopolitical concerns,negative,0.01,0.91,0.08
20180410,gold prices hold near highs dollar weakens syria tensions rise,negative,0.04,0.95,0.0
20180410,gold prices rise weaker dollar syria tensions boost safehaven demand,positive,0.99,0.01,0.0
20180410,natural gas prices fall warmer spring weather dims demand outlook,negative,0.01,0.99,0.0
20180410,oil prices waver amid middle east tensions potential syria strikes,negative,0.11,0.88,0.0
20180410,oil prices rally xi jinping eases trade war fears markets eye us inventory data,positive,0.99,0.01,0.0
20180410,oil prices climb hopes easing uschina trade tensions amid supply concerns,positive,0.99,0.01,0.0
20180410,saudi arabia targets $ 80 oil fund reforms boost aramco ipo,negative,0.15,0.84,0.0
20180410,trump administration delays biofuel policy reform amid trade war concerns,negative,0.47,0.53,0.0
20180410,us oil producers favor selffinancing higher crude prices boost borrowing power,positive,0.96,0.04,0.0
20180411,aluminum nears sixyear high exchanges ban russian rusal metal amid us sanctions,positive,0.96,0.04,0.0
20180411,aluminum prices surge highest levels since january amid rusal sanctions supply fears,positive,0.99,0.01,0.0
20180411,trudeau faces pressure resolve pipeline standoff british columbia,negative,0.18,0.81,0.01
20180411,oil prices surge middle east tensions despite us inventory build,positive,0.98,0.02,0.0
20180411,cushings role us oil benchmark fades gulf coast emerges new trading hub,negative,0.17,0.83,0.0
20180411,gold prices rise syria tensions weaker dollar drive safehaven demand,positive,0.99,0.01,0.0
20180411,gold prices rise amid uschina trade tensions syria concerns,positive,0.99,0.01,0.0
20180411,gold prices surge twoweek high amid usrussia tensions safehaven demand,positive,0.99,0.01,0.0
20180411,natural gas prices fall twoweek low ahead us storage data,negative,0.01,0.99,0.0
20180411,oil prices ease highs syria tensions offset surging us supply,negative,0.01,0.99,0.0
20180411,oil prices dip investors await us inventory data monitor middle east tensions,negative,0.01,0.99,0.0
20180411,oil prices hold gains despite surprise rise us crude inventories,positive,0.99,0.01,0.0
20180411,opec faces dilemma unplanned oil output losses venezuela iran threaten overtighten market,positive,1.0,0.0,0.0
20180411,oil prices surge threeyear high amid middle east tensions missile strikes,positive,0.99,0.01,0.0
20180412,aluminum prices soar highest levels since 2012 amid us sanctions russian producer rusal,positive,0.99,0.01,0.0
20180412,us natural gas storage drops expected remains well seasonal averages,positive,0.66,0.34,0.0
20180412,oil prices hit threeyear highs middle east tensions opec cuts drive market,positive,0.97,0.03,0.0
20180412,chevron exxon seek small refinery biofuel waivers intensifying big oil vs big corn dispute,positive,0.82,0.17,0.0
20180412,exxon ceo darren woods sees 4 % pay rise $ 175 million amid profit surge stock decline,positive,0.96,0.04,0.0
20180412,gold prices drop stronger dollar spurs selloff,negative,0.01,0.99,0.0
20180412,gold prices retreat twomonth highs dollar strengthens syria tensions ease,negative,0.01,0.99,0.0
20180412,gold prices slip dollar recovers amid easing syria tensions,negative,0.11,0.89,0.0
20180412,gold prices slip geopolitical tensions ease fed signals rate hike,negative,0.01,0.99,0.0
20180412,geopolitical tensions middle east drive oil prices multiyear highs,positive,0.64,0.36,0.0
20180412,oil prices dip multiyear highs amid middle east tensions rising us inventories,negative,0.01,0.98,0.0
20180412,oil prices dip syria tensions ease despite opec forecast tighter market,negative,0.01,0.99,0.0
20180412,opec raises global oil demand forecast nonopec supply surges led us output,positive,0.98,0.01,0.0
20180412,opec says global oil surplus nearly gone demand rises supply cuts take effect,negative,0.31,0.69,0.0
20180412,opec oil output drops yearly low supply tightens prices surge,positive,1.0,0.0,0.0
20180412,trump says nafta talks progressing rush final deal,positive,0.63,0.36,0.01
20180412,opec partners favor longterm alliance stabilize oil market,negative,0.1,0.89,0.01
20180413,saudi aramcos profits soar $ 2 trillion valuation faces investor skepticism,negative,0.48,0.52,0.0
20180413,crude oil prices surge highest weekly gain since july amid geopolitical tensions supply declines,positive,0.99,0.01,0.0
20180413,gold edges higher middle east tensions weaker dollar boost safehaven demand,positive,0.99,0.01,0.0
20180413,gold prices edge higher amid syria tensions dollar fluctuations,positive,0.99,0.01,0.0
20180413,gold prices near session highs safehaven demand rises amid geopolitical tensions trade war fears,positive,0.99,0.01,0.0
20180413,gold rises dollar wavers middle east tensions persist,positive,0.96,0.04,0.0
20180413,gold rises amid global tensions remains rangebound fed rate hikes loom,positive,0.99,0.01,0.0
20180413,goldman sachs sees strong case commodities amid geopolitical tensions supply risks,positive,0.56,0.41,0.02
20180413,iea says opecled output cuts balanced oil markets warns potential supply tightness,positive,0.99,0.01,0.0
20180413,opecled production cuts ease global oil glut iea reports,positive,0.66,0.34,0.0
20180413,oil prices dip trump softens syria rhetoric head biggest weekly gain since july,negative,0.01,0.99,0.0
20180413,oil prices surge opec cuts market stabilization drive largest weekly gains since july,positive,0.96,0.04,0.0
20180413,us farmers shift record soybean plantings amid trade tensions global demand,positive,0.6,0.38,0.01
20180414,imf resumes loans chad debt deal glencore banks,negative,0.04,0.96,0.0
20180415,oil prices surge usled strikes syria heighten middle east tensions,positive,0.98,0.02,0.0
20180415,gold prices rise geopolitical tensions face pressure stronger dollar fed rate hike expectations,positive,0.99,0.01,0.0
20180415,gold oil dip slightly measured western strikes syria markets await developments,negative,0.01,0.99,0.0
20180415,largest us egg recall since 2010 salmonella outbreak linked north carolina farm,positive,0.98,0.02,0.0
20180416,oil prices fall geopolitical tensions ease us output rises,negative,0.09,0.91,0.0
20180416,gold prices stall syria tensions ease safehaven demand weakens,negative,0.01,0.99,0.0
20180416,gold prices climb dollar weakens amid easing syria tensions,negative,0.34,0.66,0.0
20180416,gold prices steady markets weigh syria strikes geopolitical risks,neutral,0.01,0.23,0.76
20180416,opec allies weigh extending oil output cuts 2019 june meeting,positive,0.97,0.02,0.0
20180416,natural gas futures hit fourweek high cold weather delays storage season,negative,0.07,0.93,0.0
20180416,oil prices dip markets react syria strikes rising us drilling,negative,0.02,0.98,0.0
20180416,oil prices drop nearly 2 % middle east tensions ease us drilling rises,negative,0.01,0.99,0.0
20180416,oil prices climb amid middle east tensions supply concerns,positive,0.99,0.01,0.0
20180416,oil prices fall syria strikes seen limited rising us output weighs market,negative,0.01,0.99,0.0
20180416,oil prices fall rising us shale output easing middle east tensions spur profittaking,negative,0.09,0.9,0.0
20180416,oil prices dip syria tensions ease us output hits record high,negative,0.02,0.98,0.0
20180417,oil prices edge higher investors await us inventory data amid easing geopolitical tensions,positive,0.97,0.03,0.0
20180417,aluminum rally faces skepticism etf investors cash amid supply concerns,positive,0.97,0.03,0.0
20180417,gold prices slip middle east tensions ease dollar weakens,negative,0.01,0.99,0.0
20180417,gold prices slip dollar rebounds fed officials signal gradual rate hikes,negative,0.01,0.99,0.0
20180417,gold prices recover lows dollar weakens despite strong us data,negative,0.02,0.98,0.0
20180417,gold prices dip geopolitical tensions ease investors eye china data,negative,0.02,0.98,0.0
20180417,natural gas futures slip hitting fourweek high amid cooler weather,negative,0.02,0.98,0.0
20180417,oil prices edge higher investors await us inventory data monitor rising output,positive,0.99,0.01,0.0
20180417,oil prices climb amid middle east tensions supply concerns,positive,0.99,0.01,0.0
20180417,oil prices edge higher traders await us inventory data middle east tensions ease,positive,0.97,0.03,0.0
20180417,oil prices edge higher amid middle east tensions supply concerns,positive,0.99,0.01,0.0
20180417,opec russia poised extend oil output cuts prices surge political risks mount,positive,0.97,0.03,0.0
20180417,us sanctions rusal disrupt global aluminum supply chain forcing rivals scramble,negative,0.11,0.89,0.0
