Date,Date Group,Generated Headline,Classification,Positive,Negative,Neutral
2017-10-16,2017-10-16,asia increases us crude oil imports hurricanes disrupt domestic demand,positive,0.99,0.01,0.0
2017-10-11,2017-10-17,oil prices climb third day opec cuts market rebalancing support gains,positive,0.99,0.01,0.0
2017-10-12,2017-10-17,crude prices edge higher asia strong chinese demand us inventory data,positive,0.99,0.01,0.0
2017-10-13,2017-10-17,oil prices rise strong chinese demand middle east tensions,positive,0.99,0.01,0.0
2017-10-15,2017-10-17,oil prices hit twoweek high amid middle east tensions strong demand,positive,0.99,0.01,0.0
2017-10-16,2017-10-17,asia increases us crude oil imports hurricanes disrupt domestic demand,positive,0.99,0.01,0.0
2017-10-17,2017-10-17,gold prices fall strong dollar fed speculation weigh markets,negative,0.01,0.99,0.0
2017-10-12,2017-10-18,crude prices edge higher asia strong chinese demand us inventory data,positive,0.99,0.01,0.0
2017-10-13,2017-10-18,oil prices rise strong chinese demand middle east tensions,positive,0.99,0.01,0.0
2017-10-15,2017-10-18,oil prices hit twoweek high amid middle east tensions strong demand,positive,0.99,0.01,0.0
2017-10-16,2017-10-18,asia increases us crude oil imports hurricanes disrupt domestic demand,positive,0.99,0.01,0.0
2017-10-17,2017-10-18,gold prices fall strong dollar fed speculation weigh markets,negative,0.01,0.99,0.0
2017-10-18,2017-10-18,gold prices dip india tightens import rules investors eye global economic data,negative,0.01,0.99,0.0
2017-10-13,2017-10-19,oil prices rise strong chinese demand middle east tensions,positive,0.99,0.01,0.0
2017-10-15,2017-10-19,oil prices hit twoweek high amid middle east tensions strong demand,positive,0.99,0.01,0.0
2017-10-16,2017-10-19,asia increases us crude oil imports hurricanes disrupt domestic demand,positive,0.99,0.01,0.0
2017-10-17,2017-10-19,gold prices fall strong dollar fed speculation weigh markets,negative,0.01,0.99,0.0
2017-10-18,2017-10-19,gold prices dip india tightens import rules investors eye global economic data,negative,0.01,0.99,0.0
2017-10-19,2017-10-19,senate democrats fail block arctic wildlife refuge drilling republicans push oil development,negative,0.01,0.99,0.0
2017-10-15,2017-10-20,oil prices hit twoweek high amid middle east tensions strong demand,positive,0.99,0.01,0.0
2017-10-16,2017-10-20,asia increases us crude oil imports hurricanes disrupt domestic demand,positive,0.99,0.01,0.0
2017-10-17,2017-10-20,gold prices fall strong dollar fed speculation weigh markets,negative,0.01,0.99,0.0
2017-10-18,2017-10-20,gold prices dip india tightens import rules investors eye global economic data,negative,0.01,0.99,0.0
2017-10-19,2017-10-20,senate democrats fail block arctic wildlife refuge drilling republicans push oil development,negative,0.01,0.99,0.0
2017-10-20,2017-10-20,gold prices fall dollar strengthens us senate budget approval,negative,0.01,0.99,0.0
2017-10-15,2017-10-21,oil prices hit twoweek high amid middle east tensions strong demand,positive,0.99,0.01,0.0
2017-10-16,2017-10-21,asia increases us crude oil imports hurricanes disrupt domestic demand,positive,0.99,0.01,0.0
2017-10-17,2017-10-21,gold prices fall strong dollar fed speculation weigh markets,negative,0.01,0.99,0.0
2017-10-18,2017-10-21,gold prices dip india tightens import rules investors eye global economic data,negative,0.01,0.99,0.0
2017-10-19,2017-10-21,senate democrats fail block arctic wildlife refuge drilling republicans push oil development,negative,0.01,0.99,0.0
2017-10-20,2017-10-21,gold prices fall dollar strengthens us senate budget approval,negative,0.01,0.99,0.0
2017-10-21,2017-10-21,us job growth surges may unemployment rate rises slightly,positive,0.94,0.06,0.0
2017-10-16,2017-10-22,asia increases us crude oil imports hurricanes disrupt domestic demand,positive,0.99,0.01,0.0
2017-10-17,2017-10-22,gold prices fall strong dollar fed speculation weigh markets,negative,0.01,0.99,0.0
2017-10-18,2017-10-22,gold prices dip india tightens import rules investors eye global economic data,negative,0.01,0.99,0.0
2017-10-19,2017-10-22,senate democrats fail block arctic wildlife refuge drilling republicans push oil development,negative,0.01,0.99,0.0
2017-10-20,2017-10-22,gold prices fall dollar strengthens us senate budget approval,negative,0.01,0.99,0.0
2017-10-21,2017-10-22,us job growth surges may unemployment rate rises slightly,positive,0.94,0.06,0.0
2017-10-22,2017-10-22,gold prices drop stronger dollar follows us tax reform progress,negative,0.01,0.99,0.0
2017-10-17,2017-10-23,gold prices fall strong dollar fed speculation weigh markets,negative,0.01,0.99,0.0
2017-10-18,2017-10-23,gold prices dip india tightens import rules investors eye global economic data,negative,0.01,0.99,0.0
2017-10-19,2017-10-23,senate democrats fail block arctic wildlife refuge drilling republicans push oil development,negative,0.01,0.99,0.0
2017-10-20,2017-10-23,gold prices fall dollar strengthens us senate budget approval,negative,0.01,0.99,0.0
2017-10-21,2017-10-23,us job growth surges may unemployment rate rises slightly,positive,0.94,0.06,0.0
2017-10-22,2017-10-23,gold prices drop stronger dollar follows us tax reform progress,negative,0.01,0.99,0.0
2017-10-23,2017-10-23,gold prices slide twoweek low strong dollar weighs metals,negative,0.01,0.99,0.0
2017-10-18,2017-10-24,gold prices dip india tightens import rules investors eye global economic data,negative,0.01,0.99,0.0
2017-10-19,2017-10-24,senate democrats fail block arctic wildlife refuge drilling republicans push oil development,negative,0.01,0.99,0.0
2017-10-20,2017-10-24,gold prices fall dollar strengthens us senate budget approval,negative,0.01,0.99,0.0
2017-10-21,2017-10-24,us job growth surges may unemployment rate rises slightly,positive,0.94,0.06,0.0
2017-10-22,2017-10-24,gold prices drop stronger dollar follows us tax reform progress,negative,0.01,0.99,0.0
2017-10-23,2017-10-24,gold prices slide twoweek low strong dollar weighs metals,negative,0.01,0.99,0.0
2017-10-24,2017-10-24,russian saudi energy ministers discuss possible extension global oil output cuts,positive,1.0,0.0,0.0
2017-10-19,2017-10-25,senate democrats fail block arctic wildlife refuge drilling republicans push oil development,negative,0.01,0.99,0.0
2017-10-20,2017-10-25,gold prices fall dollar strengthens us senate budget approval,negative,0.01,0.99,0.0
2017-10-21,2017-10-25,us job growth surges may unemployment rate rises slightly,positive,0.94,0.06,0.0
2017-10-22,2017-10-25,gold prices drop stronger dollar follows us tax reform progress,negative,0.01,0.99,0.0
2017-10-23,2017-10-25,gold prices slide twoweek low strong dollar weighs metals,negative,0.01,0.99,0.0
2017-10-24,2017-10-25,russian saudi energy ministers discuss possible extension global oil output cuts,positive,1.0,0.0,0.0
2017-10-25,2017-10-25,us oil exports hit record highs amid rising domestic production strong global demand,negative,0.0,0.99,0.0
2017-10-20,2017-10-26,gold prices fall dollar strengthens us senate budget approval,negative,0.01,0.99,0.0
2017-10-21,2017-10-26,us job growth surges may unemployment rate rises slightly,positive,0.94,0.06,0.0
2017-10-22,2017-10-26,gold prices drop stronger dollar follows us tax reform progress,negative,0.01,0.99,0.0
2017-10-23,2017-10-26,gold prices slide twoweek low strong dollar weighs metals,negative,0.01,0.99,0.0
2017-10-24,2017-10-26,russian saudi energy ministers discuss possible extension global oil output cuts,positive,1.0,0.0,0.0
2017-10-25,2017-10-26,us oil exports hit record highs amid rising domestic production strong global demand,negative,0.0,0.99,0.0
2017-10-26,2017-10-26,oil prices mixed market weighs opec cut extension venezuela debt concerns,negative,0.01,0.99,0.0
2017-10-21,2017-10-27,us job growth surges may unemployment rate rises slightly,positive,0.94,0.06,0.0
2017-10-22,2017-10-27,gold prices drop stronger dollar follows us tax reform progress,negative,0.01,0.99,0.0
2017-10-23,2017-10-27,gold prices slide twoweek low strong dollar weighs metals,negative,0.01,0.99,0.0
2017-10-24,2017-10-27,russian saudi energy ministers discuss possible extension global oil output cuts,positive,1.0,0.0,0.0
2017-10-25,2017-10-27,us oil exports hit record highs amid rising domestic production strong global demand,negative,0.0,0.99,0.0
2017-10-26,2017-10-27,oil prices mixed market weighs opec cut extension venezuela debt concerns,negative,0.01,0.99,0.0
2017-10-27,2017-10-27,glencore faces renewed scrutiny congo dealings offshore law firm data leak,positive,1.0,0.0,0.0
2017-10-22,2017-10-28,gold prices drop stronger dollar follows us tax reform progress,negative,0.01,0.99,0.0
2017-10-23,2017-10-28,gold prices slide twoweek low strong dollar weighs metals,negative,0.01,0.99,0.0
2017-10-24,2017-10-28,russian saudi energy ministers discuss possible extension global oil output cuts,positive,1.0,0.0,0.0
2017-10-25,2017-10-28,us oil exports hit record highs amid rising domestic production strong global demand,negative,0.0,0.99,0.0
2017-10-26,2017-10-28,oil prices mixed market weighs opec cut extension venezuela debt concerns,negative,0.01,0.99,0.0
2017-10-27,2017-10-28,glencore faces renewed scrutiny congo dealings offshore law firm data leak,positive,1.0,0.0,0.0
2017-10-23,2017-10-29,gold prices slide twoweek low strong dollar weighs metals,negative,0.01,0.99,0.0
2017-10-24,2017-10-29,russian saudi energy ministers discuss possible extension global oil output cuts,positive,1.0,0.0,0.0
2017-10-25,2017-10-29,us oil exports hit record highs amid rising domestic production strong global demand,negative,0.0,0.99,0.0
2017-10-26,2017-10-29,oil prices mixed market weighs opec cut extension venezuela debt concerns,negative,0.01,0.99,0.0
2017-10-27,2017-10-29,glencore faces renewed scrutiny congo dealings offshore law firm data leak,positive,1.0,0.0,0.0
2017-10-29,2017-10-29,gold rises catalonia independence vote spurs safe demand,positive,0.99,0.01,0.01
2017-10-24,2017-10-30,russian saudi energy ministers discuss possible extension global oil output cuts,positive,1.0,0.0,0.0
2017-10-25,2017-10-30,us oil exports hit record highs amid rising domestic production strong global demand,negative,0.0,0.99,0.0
2017-10-26,2017-10-30,oil prices mixed market weighs opec cut extension venezuela debt concerns,negative,0.01,0.99,0.0
2017-10-27,2017-10-30,glencore faces renewed scrutiny congo dealings offshore law firm data leak,positive,1.0,0.0,0.0
2017-10-29,2017-10-30,gold rises catalonia independence vote spurs safe demand,positive,0.99,0.01,0.01
2017-10-30,2017-10-30,us oil exports surge infrastructure bottlenecks loom production grows,negative,0.0,1.0,0.0
2017-10-25,2017-10-31,us oil exports hit record highs amid rising domestic production strong global demand,negative,0.0,0.99,0.0
2017-10-26,2017-10-31,oil prices mixed market weighs opec cut extension venezuela debt concerns,negative,0.01,0.99,0.0
2017-10-27,2017-10-31,glencore faces renewed scrutiny congo dealings offshore law firm data leak,positive,1.0,0.0,0.0
2017-10-29,2017-10-31,gold rises catalonia independence vote spurs safe demand,positive,0.99,0.01,0.01
2017-10-30,2017-10-31,us oil exports surge infrastructure bottlenecks loom production grows,negative,0.0,1.0,0.0
2017-10-31,2017-10-31,sinopec eyes us oil export projects caribbean expansion amid trumps china visit,negative,0.0,1.0,0.0
2017-10-26,2017-11-01,oil prices mixed market weighs opec cut extension venezuela debt concerns,negative,0.01,0.99,0.0
2017-10-27,2017-11-01,glencore faces renewed scrutiny congo dealings offshore law firm data leak,positive,1.0,0.0,0.0
2017-10-29,2017-11-01,gold rises catalonia independence vote spurs safe demand,positive,0.99,0.01,0.01
2017-10-30,2017-11-01,us oil exports surge infrastructure bottlenecks loom production grows,negative,0.0,1.0,0.0
2017-10-31,2017-11-01,sinopec eyes us oil export projects caribbean expansion amid trumps china visit,negative,0.0,1.0,0.0
2017-11-01,2017-11-01,oil prices edge higher asia global supply demand near balance,positive,0.99,0.01,0.0
2017-10-27,2017-11-02,glencore faces renewed scrutiny congo dealings offshore law firm data leak,positive,1.0,0.0,0.0
2017-10-29,2017-11-02,gold rises catalonia independence vote spurs safe demand,positive,0.99,0.01,0.01
2017-10-30,2017-11-02,us oil exports surge infrastructure bottlenecks loom production grows,negative,0.0,1.0,0.0
2017-10-31,2017-11-02,sinopec eyes us oil export projects caribbean expansion amid trumps china visit,negative,0.0,1.0,0.0
2017-11-01,2017-11-02,oil prices edge higher asia global supply demand near balance,positive,0.99,0.01,0.0
2017-11-02,2017-11-02,oil prices slip record us exports offset largerthanexpected inventory draws,negative,0.01,0.99,0.0
2017-10-29,2017-11-03,gold rises catalonia independence vote spurs safe demand,positive,0.99,0.01,0.01
2017-10-30,2017-11-03,us oil exports surge infrastructure bottlenecks loom production grows,negative,0.0,1.0,0.0
2017-10-31,2017-11-03,sinopec eyes us oil export projects caribbean expansion amid trumps china visit,negative,0.0,1.0,0.0
2017-11-01,2017-11-03,oil prices edge higher asia global supply demand near balance,positive,0.99,0.01,0.0
2017-11-02,2017-11-03,oil prices slip record us exports offset largerthanexpected inventory draws,negative,0.01,0.99,0.0
2017-11-03,2017-11-03,russian grain exports surge historic highs infrastructure bottlenecks loom,negative,0.0,1.0,0.0
2017-10-29,2017-11-04,gold rises catalonia independence vote spurs safe demand,positive,0.99,0.01,0.01
2017-10-30,2017-11-04,us oil exports surge infrastructure bottlenecks loom production grows,negative,0.0,1.0,0.0
2017-10-31,2017-11-04,sinopec eyes us oil export projects caribbean expansion amid trumps china visit,negative,0.0,1.0,0.0
2017-11-01,2017-11-04,oil prices edge higher asia global supply demand near balance,positive,0.99,0.01,0.0
2017-11-02,2017-11-04,oil prices slip record us exports offset largerthanexpected inventory draws,negative,0.01,0.99,0.0
2017-11-03,2017-11-04,russian grain exports surge historic highs infrastructure bottlenecks loom,negative,0.0,1.0,0.0
2017-10-30,2017-11-05,us oil exports surge infrastructure bottlenecks loom production grows,negative,0.0,1.0,0.0
2017-10-31,2017-11-05,sinopec eyes us oil export projects caribbean expansion amid trumps china visit,negative,0.0,1.0,0.0
2017-11-01,2017-11-05,oil prices edge higher asia global supply demand near balance,positive,0.99,0.01,0.0
2017-11-02,2017-11-05,oil prices slip record us exports offset largerthanexpected inventory draws,negative,0.01,0.99,0.0
2017-11-03,2017-11-05,russian grain exports surge historic highs infrastructure bottlenecks loom,negative,0.0,1.0,0.0
2017-11-05,2017-11-05,gold prices slip despite saudi shakeup middle east tensions,negative,0.01,0.99,0.0
2017-10-31,2017-11-06,sinopec eyes us oil export projects caribbean expansion amid trumps china visit,negative,0.0,1.0,0.0
2017-11-01,2017-11-06,oil prices edge higher asia global supply demand near balance,positive,0.99,0.01,0.0
2017-11-02,2017-11-06,oil prices slip record us exports offset largerthanexpected inventory draws,negative,0.01,0.99,0.0
2017-11-03,2017-11-06,russian grain exports surge historic highs infrastructure bottlenecks loom,negative,0.0,1.0,0.0
2017-11-05,2017-11-06,gold prices slip despite saudi shakeup middle east tensions,negative,0.01,0.99,0.0
2017-11-06,2017-11-06,oil prices dip surge driven saudi power shakeup us rig drop,negative,0.01,0.99,0.0
2017-11-01,2017-11-07,oil prices edge higher asia global supply demand near balance,positive,0.99,0.01,0.0
2017-11-02,2017-11-07,oil prices slip record us exports offset largerthanexpected inventory draws,negative,0.01,0.99,0.0
2017-11-03,2017-11-07,russian grain exports surge historic highs infrastructure bottlenecks loom,negative,0.0,1.0,0.0
2017-11-05,2017-11-07,gold prices slip despite saudi shakeup middle east tensions,negative,0.01,0.99,0.0
2017-11-06,2017-11-07,oil prices dip surge driven saudi power shakeup us rig drop,negative,0.01,0.99,0.0
2017-11-07,2017-11-07,opec sees us shale oil output surging forcing group rethink future strategy,negative,0.0,1.0,0.0
2017-11-02,2017-11-08,oil prices slip record us exports offset largerthanexpected inventory draws,negative,0.01,0.99,0.0
2017-11-03,2017-11-08,russian grain exports surge historic highs infrastructure bottlenecks loom,negative,0.0,1.0,0.0
2017-11-05,2017-11-08,gold prices slip despite saudi shakeup middle east tensions,negative,0.01,0.99,0.0
2017-11-06,2017-11-08,oil prices dip surge driven saudi power shakeup us rig drop,negative,0.01,0.99,0.0
2017-11-07,2017-11-08,opec sees us shale oil output surging forcing group rethink future strategy,negative,0.0,1.0,0.0
2017-11-08,2017-11-08,oil prices dip chinas crude imports hit yearlow despite opec supply cuts,negative,0.01,0.99,0.0
2017-11-03,2017-11-09,russian grain exports surge historic highs infrastructure bottlenecks loom,negative,0.0,1.0,0.0
2017-11-05,2017-11-09,gold prices slip despite saudi shakeup middle east tensions,negative,0.01,0.99,0.0
2017-11-06,2017-11-09,oil prices dip surge driven saudi power shakeup us rig drop,negative,0.01,0.99,0.0
2017-11-07,2017-11-09,opec sees us shale oil output surging forcing group rethink future strategy,negative,0.0,1.0,0.0
2017-11-08,2017-11-09,oil prices dip chinas crude imports hit yearlow despite opec supply cuts,negative,0.01,0.99,0.0
2017-11-09,2017-11-09,oil prices dip asia amid middle east tensions saudi export cuts,negative,0.01,0.99,0.0
2017-11-05,2017-11-10,gold prices slip despite saudi shakeup middle east tensions,negative,0.01,0.99,0.0
2017-11-06,2017-11-10,oil prices dip surge driven saudi power shakeup us rig drop,negative,0.01,0.99,0.0
2017-11-07,2017-11-10,opec sees us shale oil output surging forcing group rethink future strategy,negative,0.0,1.0,0.0
2017-11-08,2017-11-10,oil prices dip chinas crude imports hit yearlow despite opec supply cuts,negative,0.01,0.99,0.0
2017-11-09,2017-11-10,oil prices dip asia amid middle east tensions saudi export cuts,negative,0.01,0.99,0.0
2017-11-10,2017-11-10,gold prices drop despite dollar weakness set end threeweek losing streak,negative,0.01,0.99,0.0
2017-11-05,2017-11-11,gold prices slip despite saudi shakeup middle east tensions,negative,0.01,0.99,0.0
2017-11-06,2017-11-11,oil prices dip surge driven saudi power shakeup us rig drop,negative,0.01,0.99,0.0
2017-11-07,2017-11-11,opec sees us shale oil output surging forcing group rethink future strategy,negative,0.0,1.0,0.0
2017-11-08,2017-11-11,oil prices dip chinas crude imports hit yearlow despite opec supply cuts,negative,0.01,0.99,0.0
2017-11-09,2017-11-11,oil prices dip asia amid middle east tensions saudi export cuts,negative,0.01,0.99,0.0
2017-11-10,2017-11-11,gold prices drop despite dollar weakness set end threeweek losing streak,negative,0.01,0.99,0.0
2017-11-11,2017-11-11,trumps immigration crackdown accelerates automation wage hikes us agriculture,negative,0.24,0.76,0.0
2017-11-06,2017-11-12,oil prices dip surge driven saudi power shakeup us rig drop,negative,0.01,0.99,0.0
2017-11-07,2017-11-12,opec sees us shale oil output surging forcing group rethink future strategy,negative,0.0,1.0,0.0
2017-11-08,2017-11-12,oil prices dip chinas crude imports hit yearlow despite opec supply cuts,negative,0.01,0.99,0.0
2017-11-09,2017-11-12,oil prices dip asia amid middle east tensions saudi export cuts,negative,0.01,0.99,0.0
2017-11-10,2017-11-12,gold prices drop despite dollar weakness set end threeweek losing streak,negative,0.01,0.99,0.0
2017-11-11,2017-11-12,trumps immigration crackdown accelerates automation wage hikes us agriculture,negative,0.24,0.76,0.0
2017-11-12,2017-11-12,bahrain blames iran pipeline blast oil flow suspended security tightened,positive,1.0,0.0,0.0
2017-11-07,2017-11-13,opec sees us shale oil output surging forcing group rethink future strategy,negative,0.0,1.0,0.0
2017-11-08,2017-11-13,oil prices dip chinas crude imports hit yearlow despite opec supply cuts,negative,0.01,0.99,0.0
2017-11-09,2017-11-13,oil prices dip asia amid middle east tensions saudi export cuts,negative,0.01,0.99,0.0
2017-11-10,2017-11-13,gold prices drop despite dollar weakness set end threeweek losing streak,negative,0.01,0.99,0.0
2017-11-11,2017-11-13,trumps immigration crackdown accelerates automation wage hikes us agriculture,negative,0.24,0.76,0.0
2017-11-12,2017-11-13,bahrain blames iran pipeline blast oil flow suspended security tightened,positive,1.0,0.0,0.0
2017-11-13,2017-11-13,saudi aramco invest $ 300 billion oil gas projects next decade,negative,0.0,1.0,0.0
2017-11-08,2017-11-14,oil prices dip chinas crude imports hit yearlow despite opec supply cuts,negative,0.01,0.99,0.0
2017-11-09,2017-11-14,oil prices dip asia amid middle east tensions saudi export cuts,negative,0.01,0.99,0.0
2017-11-10,2017-11-14,gold prices drop despite dollar weakness set end threeweek losing streak,negative,0.01,0.99,0.0
2017-11-11,2017-11-14,trumps immigration crackdown accelerates automation wage hikes us agriculture,negative,0.24,0.76,0.0
2017-11-12,2017-11-14,bahrain blames iran pipeline blast oil flow suspended security tightened,positive,1.0,0.0,0.0
2017-11-13,2017-11-14,saudi aramco invest $ 300 billion oil gas projects next decade,negative,0.0,1.0,0.0
2017-11-14,2017-11-14,us crude oil inventories unexpectedly rise gasoline stocks increase api reports,negative,0.0,1.0,0.0
2017-11-09,2017-11-15,oil prices dip asia amid middle east tensions saudi export cuts,negative,0.01,0.99,0.0
2017-11-10,2017-11-15,gold prices drop despite dollar weakness set end threeweek losing streak,negative,0.01,0.99,0.0
2017-11-11,2017-11-15,trumps immigration crackdown accelerates automation wage hikes us agriculture,negative,0.24,0.76,0.0
2017-11-12,2017-11-15,bahrain blames iran pipeline blast oil flow suspended security tightened,positive,1.0,0.0,0.0
2017-11-13,2017-11-15,saudi aramco invest $ 300 billion oil gas projects next decade,negative,0.0,1.0,0.0
2017-11-14,2017-11-15,us crude oil inventories unexpectedly rise gasoline stocks increase api reports,negative,0.0,1.0,0.0
2017-11-15,2017-11-15,oil prices slide twoweek lows unexpected rise us inventories,negative,0.01,0.99,0.0
2017-11-10,2017-11-16,gold prices drop despite dollar weakness set end threeweek losing streak,negative,0.01,0.99,0.0
2017-11-11,2017-11-16,trumps immigration crackdown accelerates automation wage hikes us agriculture,negative,0.24,0.76,0.0
2017-11-12,2017-11-16,bahrain blames iran pipeline blast oil flow suspended security tightened,positive,1.0,0.0,0.0
2017-11-13,2017-11-16,saudi aramco invest $ 300 billion oil gas projects next decade,negative,0.0,1.0,0.0
2017-11-14,2017-11-16,us crude oil inventories unexpectedly rise gasoline stocks increase api reports,negative,0.0,1.0,0.0
2017-11-15,2017-11-16,oil prices slide twoweek lows unexpected rise us inventories,negative,0.01,0.99,0.0
2017-11-16,2017-11-16,oil prices mixed investors eye us rig count global supply concerns,negative,0.01,0.99,0.0
2017-11-11,2017-11-17,trumps immigration crackdown accelerates automation wage hikes us agriculture,negative,0.24,0.76,0.0
2017-11-12,2017-11-17,bahrain blames iran pipeline blast oil flow suspended security tightened,positive,1.0,0.0,0.0
2017-11-13,2017-11-17,saudi aramco invest $ 300 billion oil gas projects next decade,negative,0.0,1.0,0.0
2017-11-14,2017-11-17,us crude oil inventories unexpectedly rise gasoline stocks increase api reports,negative,0.0,1.0,0.0
2017-11-15,2017-11-17,oil prices slide twoweek lows unexpected rise us inventories,negative,0.01,0.99,0.0
2017-11-16,2017-11-17,oil prices mixed investors eye us rig count global supply concerns,negative,0.01,0.99,0.0
2017-11-17,2017-11-17,norways $ 1 trillion wealth funds plan drop oil gas stocks unlikely spark immediate investor exodus,positive,1.0,0.0,0.0
2017-11-12,2017-11-18,bahrain blames iran pipeline blast oil flow suspended security tightened,positive,1.0,0.0,0.0
2017-11-13,2017-11-18,saudi aramco invest $ 300 billion oil gas projects next decade,negative,0.0,1.0,0.0
2017-11-14,2017-11-18,us crude oil inventories unexpectedly rise gasoline stocks increase api reports,negative,0.0,1.0,0.0
2017-11-15,2017-11-18,oil prices slide twoweek lows unexpected rise us inventories,negative,0.01,0.99,0.0
2017-11-16,2017-11-18,oil prices mixed investors eye us rig count global supply concerns,negative,0.01,0.99,0.0
2017-11-17,2017-11-18,norways $ 1 trillion wealth funds plan drop oil gas stocks unlikely spark immediate investor exodus,positive,1.0,0.0,0.0
2017-11-13,2017-11-19,saudi aramco invest $ 300 billion oil gas projects next decade,negative,0.0,1.0,0.0
2017-11-14,2017-11-19,us crude oil inventories unexpectedly rise gasoline stocks increase api reports,negative,0.0,1.0,0.0
2017-11-15,2017-11-19,oil prices slide twoweek lows unexpected rise us inventories,negative,0.01,0.99,0.0
2017-11-16,2017-11-19,oil prices mixed investors eye us rig count global supply concerns,negative,0.01,0.99,0.0
2017-11-17,2017-11-19,norways $ 1 trillion wealth funds plan drop oil gas stocks unlikely spark immediate investor exodus,positive,1.0,0.0,0.0
2017-11-19,2017-11-19,oil prices rebound sharply log first weekly loss six weeks amid rising us output concerns,positive,0.99,0.01,0.0
2017-11-19,2017-11-19,gold prices dip investors await us tax reform fed policy clues,negative,0.02,0.98,0.0
2017-11-14,2017-11-20,us crude oil inventories unexpectedly rise gasoline stocks increase api reports,negative,0.0,1.0,0.0
2017-11-15,2017-11-20,oil prices slide twoweek lows unexpected rise us inventories,negative,0.01,0.99,0.0
2017-11-16,2017-11-20,oil prices mixed investors eye us rig count global supply concerns,negative,0.01,0.99,0.0
2017-11-17,2017-11-20,norways $ 1 trillion wealth funds plan drop oil gas stocks unlikely spark immediate investor exodus,positive,1.0,0.0,0.0
2017-11-19,2017-11-20,oil prices rebound sharply log first weekly loss six weeks amid rising us output concerns,positive,0.99,0.01,0.0
2017-11-19,2017-11-20,gold prices dip investors await us tax reform fed policy clues,negative,0.02,0.98,0.0
2017-11-20,2017-11-20,oil prices fall rising us output uncertainty opec cuts weigh market,negative,0.01,0.99,0.0
2017-11-15,2017-11-21,oil prices slide twoweek lows unexpected rise us inventories,negative,0.01,0.99,0.0
2017-11-16,2017-11-21,oil prices mixed investors eye us rig count global supply concerns,negative,0.01,0.99,0.0
2017-11-17,2017-11-21,norways $ 1 trillion wealth funds plan drop oil gas stocks unlikely spark immediate investor exodus,positive,1.0,0.0,0.0
2017-11-19,2017-11-21,oil prices rebound sharply log first weekly loss six weeks amid rising us output concerns,positive,0.99,0.01,0.0
2017-11-19,2017-11-21,gold prices dip investors await us tax reform fed policy clues,negative,0.02,0.98,0.0
2017-11-20,2017-11-21,oil prices fall rising us output uncertainty opec cuts weigh market,negative,0.01,0.99,0.0
2017-11-21,2017-11-21,oil prices edge higher investors await us inventory data opec meeting,positive,0.99,0.01,0.0
2017-11-16,2017-11-22,oil prices mixed investors eye us rig count global supply concerns,negative,0.01,0.99,0.0
2017-11-17,2017-11-22,norways $ 1 trillion wealth funds plan drop oil gas stocks unlikely spark immediate investor exodus,positive,1.0,0.0,0.0
2017-11-19,2017-11-22,oil prices rebound sharply log first weekly loss six weeks amid rising us output concerns,positive,0.99,0.01,0.0
2017-11-19,2017-11-22,gold prices dip investors await us tax reform fed policy clues,negative,0.02,0.98,0.0
2017-11-20,2017-11-22,oil prices fall rising us output uncertainty opec cuts weigh market,negative,0.01,0.99,0.0
2017-11-21,2017-11-22,oil prices edge higher investors await us inventory data opec meeting,positive,0.99,0.01,0.0
2017-11-22,2017-11-22,chinas factory activity expands third consecutive month june,negative,0.0,0.99,0.0
2017-11-17,2017-11-23,norways $ 1 trillion wealth funds plan drop oil gas stocks unlikely spark immediate investor exodus,positive,1.0,0.0,0.0
2017-11-19,2017-11-23,oil prices rebound sharply log first weekly loss six weeks amid rising us output concerns,positive,0.99,0.01,0.0
2017-11-19,2017-11-23,gold prices dip investors await us tax reform fed policy clues,negative,0.02,0.98,0.0
2017-11-20,2017-11-23,oil prices fall rising us output uncertainty opec cuts weigh market,negative,0.01,0.99,0.0
2017-11-21,2017-11-23,oil prices edge higher investors await us inventory data opec meeting,positive,0.99,0.01,0.0
2017-11-22,2017-11-23,chinas factory activity expands third consecutive month june,negative,0.0,0.99,0.0
2017-11-23,2017-11-23,opec schedules brief meeting decide extension oil output cuts,positive,1.0,0.0,0.0
2017-11-19,2017-11-24,oil prices rebound sharply log first weekly loss six weeks amid rising us output concerns,positive,0.99,0.01,0.0
2017-11-19,2017-11-24,gold prices dip investors await us tax reform fed policy clues,negative,0.02,0.98,0.0
2017-11-20,2017-11-24,oil prices fall rising us output uncertainty opec cuts weigh market,negative,0.01,0.99,0.0
2017-11-21,2017-11-24,oil prices edge higher investors await us inventory data opec meeting,positive,0.99,0.01,0.0
2017-11-22,2017-11-24,chinas factory activity expands third consecutive month june,negative,0.0,0.99,0.0
2017-11-23,2017-11-24,opec schedules brief meeting decide extension oil output cuts,positive,1.0,0.0,0.0
2017-11-24,2017-11-24,opec russia near agreement extend oil production cuts 2018,positive,1.0,0.0,0.0
2017-11-19,2017-11-25,oil prices rebound sharply log first weekly loss six weeks amid rising us output concerns,positive,0.99,0.01,0.0
2017-11-19,2017-11-25,gold prices dip investors await us tax reform fed policy clues,negative,0.02,0.98,0.0
2017-11-20,2017-11-25,oil prices fall rising us output uncertainty opec cuts weigh market,negative,0.01,0.99,0.0
2017-11-21,2017-11-25,oil prices edge higher investors await us inventory data opec meeting,positive,0.99,0.01,0.0
2017-11-22,2017-11-25,chinas factory activity expands third consecutive month june,negative,0.0,0.99,0.0
