Date,Date Group,Keywords,Classification,Positive,Negative,Neutral
2018-03-29,2018-03-29,lithium etf electric vehicles supply glut battery technology,negative,0.02,0.98,0.0
2018-03-24,2018-03-30,eximbank ndrc financing hightech new energy,negative,0.41,0.59,0.0
2018-03-25,2018-03-30,opec oil prices production cuts us shale crude futures,positive,0.99,0.01,0.0
2018-03-25,2018-03-30,shale oil dividends investors oil prices production,negative,0.12,0.7,0.18
2018-03-26,2018-03-30,saudi aramco ipo valuation oil company listing,negative,0.06,0.94,0.0
2018-03-27,2018-03-30,gold investment recession fears bullion demand gold prices market volatility,negative,0.02,0.98,0.0
2018-03-28,2018-03-30,crude oil inventories shale production opec futures,negative,0.02,0.97,0.0
2018-03-29,2018-03-30,lithium etf electric vehicles supply glut battery technology,negative,0.02,0.98,0.0
2018-03-30,2018-03-30,cashmere mongolia bohai exchange online trading exports,negative,0.04,0.96,0.0
2018-03-25,2018-03-31,opec oil prices production cuts us shale crude futures,positive,0.99,0.01,0.0
2018-03-25,2018-03-31,shale oil dividends investors oil prices production,negative,0.12,0.7,0.18
2018-03-26,2018-03-31,saudi aramco ipo valuation oil company listing,negative,0.06,0.94,0.0
2018-03-27,2018-03-31,gold investment recession fears bullion demand gold prices market volatility,negative,0.02,0.98,0.0
2018-03-28,2018-03-31,crude oil inventories shale production opec futures,negative,0.02,0.97,0.0
2018-03-29,2018-03-31,lithium etf electric vehicles supply glut battery technology,negative,0.02,0.98,0.0
2018-03-30,2018-03-31,cashmere mongolia bohai exchange online trading exports,negative,0.04,0.96,0.0
2018-03-26,2018-04-01,saudi aramco ipo valuation oil company listing,negative,0.06,0.94,0.0
2018-03-27,2018-04-01,gold investment recession fears bullion demand gold prices market volatility,negative,0.02,0.98,0.0
2018-03-28,2018-04-01,crude oil inventories shale production opec futures,negative,0.02,0.97,0.0
2018-03-29,2018-04-01,lithium etf electric vehicles supply glut battery technology,negative,0.02,0.98,0.0
2018-03-30,2018-04-01,cashmere mongolia bohai exchange online trading exports,negative,0.04,0.96,0.0
2018-04-01,2018-04-01,oil prices opec us production crude inventories output cuts,positive,1.0,0.0,0.0
2018-04-01,2018-04-01,gold dollar trade tensions federal reserve economic data,negative,0.03,0.96,0.01
2018-03-27,2018-04-02,gold investment recession fears bullion demand gold prices market volatility,negative,0.02,0.98,0.0
2018-03-28,2018-04-02,crude oil inventories shale production opec futures,negative,0.02,0.97,0.0
2018-03-29,2018-04-02,lithium etf electric vehicles supply glut battery technology,negative,0.02,0.98,0.0
2018-03-30,2018-04-02,cashmere mongolia bohai exchange online trading exports,negative,0.04,0.96,0.0
2018-04-01,2018-04-02,oil prices opec us production crude inventories output cuts,positive,1.0,0.0,0.0
2018-04-01,2018-04-02,gold dollar trade tensions federal reserve economic data,negative,0.03,0.96,0.01
2018-04-02,2018-04-02,gold trade war dollar equities precious metals,negative,0.06,0.94,0.0
2018-03-28,2018-04-03,crude oil inventories shale production opec futures,negative,0.02,0.97,0.0
2018-03-29,2018-04-03,lithium etf electric vehicles supply glut battery technology,negative,0.02,0.98,0.0
2018-03-30,2018-04-03,cashmere mongolia bohai exchange online trading exports,negative,0.04,0.96,0.0
2018-04-01,2018-04-03,oil prices opec us production crude inventories output cuts,positive,1.0,0.0,0.0
2018-04-01,2018-04-03,gold dollar trade tensions federal reserve economic data,negative,0.03,0.96,0.01
2018-04-02,2018-04-03,gold trade war dollar equities precious metals,negative,0.06,0.94,0.0
2018-04-03,2018-04-03,oil prices crude futures opec us production drilling activity,negative,0.0,0.99,0.0
2018-03-29,2018-04-04,lithium etf electric vehicles supply glut battery technology,negative,0.02,0.98,0.0
2018-03-30,2018-04-04,cashmere mongolia bohai exchange online trading exports,negative,0.04,0.96,0.0
2018-04-01,2018-04-04,oil prices opec us production crude inventories output cuts,positive,1.0,0.0,0.0
2018-04-01,2018-04-04,gold dollar trade tensions federal reserve economic data,negative,0.03,0.96,0.01
2018-04-02,2018-04-04,gold trade war dollar equities precious metals,negative,0.06,0.94,0.0
2018-04-03,2018-04-04,oil prices crude futures opec us production drilling activity,negative,0.0,0.99,0.0
2018-04-04,2018-04-04,offshore drilling gulf mexico oil leases energy investment infrastructure,negative,0.02,0.98,0.0
2018-03-30,2018-04-05,cashmere mongolia bohai exchange online trading exports,negative,0.04,0.96,0.0
2018-04-01,2018-04-05,oil prices opec us production crude inventories output cuts,positive,1.0,0.0,0.0
2018-04-01,2018-04-05,gold dollar trade tensions federal reserve economic data,negative,0.03,0.96,0.01
2018-04-02,2018-04-05,gold trade war dollar equities precious metals,negative,0.06,0.94,0.0
2018-04-03,2018-04-05,oil prices crude futures opec us production drilling activity,negative,0.0,0.99,0.0
2018-04-04,2018-04-05,offshore drilling gulf mexico oil leases energy investment infrastructure,negative,0.02,0.98,0.0
2018-04-05,2018-04-05,opec oil supply investment russia shale,negative,0.01,0.99,0.0
2018-04-01,2018-04-06,oil prices opec us production crude inventories output cuts,positive,1.0,0.0,0.0
2018-04-01,2018-04-06,gold dollar trade tensions federal reserve economic data,negative,0.03,0.96,0.01
2018-04-02,2018-04-06,gold trade war dollar equities precious metals,negative,0.06,0.94,0.0
2018-04-03,2018-04-06,oil prices crude futures opec us production drilling activity,negative,0.0,0.99,0.0
2018-04-04,2018-04-06,offshore drilling gulf mexico oil leases energy investment infrastructure,negative,0.02,0.98,0.0
2018-04-05,2018-04-06,opec oil supply investment russia shale,negative,0.01,0.99,0.0
2018-04-06,2018-04-06,offshore drilling oil leases ryan zinke coastal opposition gulf mexico,negative,0.04,0.96,0.0
2018-04-01,2018-04-07,oil prices opec us production crude inventories output cuts,positive,1.0,0.0,0.0
2018-04-01,2018-04-07,gold dollar trade tensions federal reserve economic data,negative,0.03,0.96,0.01
2018-04-02,2018-04-07,gold trade war dollar equities precious metals,negative,0.06,0.94,0.0
2018-04-03,2018-04-07,oil prices crude futures opec us production drilling activity,negative,0.0,0.99,0.0
2018-04-04,2018-04-07,offshore drilling gulf mexico oil leases energy investment infrastructure,negative,0.02,0.98,0.0
2018-04-05,2018-04-07,opec oil supply investment russia shale,negative,0.01,0.99,0.0
2018-04-06,2018-04-07,offshore drilling oil leases ryan zinke coastal opposition gulf mexico,negative,0.04,0.96,0.0
2018-04-07,2018-04-07,keystone pipeline oil spill south dakota transcanada keystone xl,positive,1.0,0.0,0.0
2018-04-02,2018-04-08,gold trade war dollar equities precious metals,negative,0.06,0.94,0.0
2018-04-03,2018-04-08,oil prices crude futures opec us production drilling activity,negative,0.0,0.99,0.0
2018-04-04,2018-04-08,offshore drilling gulf mexico oil leases energy investment infrastructure,negative,0.02,0.98,0.0
2018-04-05,2018-04-08,opec oil supply investment russia shale,negative,0.01,0.99,0.0
2018-04-06,2018-04-08,offshore drilling oil leases ryan zinke coastal opposition gulf mexico,negative,0.04,0.96,0.0
2018-04-07,2018-04-08,keystone pipeline oil spill south dakota transcanada keystone xl,positive,1.0,0.0,0.0
2018-04-08,2018-04-08,saudi aramco motiva petrochemicals port arthur refinery expansion,negative,0.03,0.97,0.0
2018-04-03,2018-04-09,oil prices crude futures opec us production drilling activity,negative,0.0,0.99,0.0
2018-04-04,2018-04-09,offshore drilling gulf mexico oil leases energy investment infrastructure,negative,0.02,0.98,0.0
2018-04-05,2018-04-09,opec oil supply investment russia shale,negative,0.01,0.99,0.0
2018-04-06,2018-04-09,offshore drilling oil leases ryan zinke coastal opposition gulf mexico,negative,0.04,0.96,0.0
2018-04-07,2018-04-09,keystone pipeline oil spill south dakota transcanada keystone xl,positive,1.0,0.0,0.0
2018-04-08,2018-04-09,saudi aramco motiva petrochemicals port arthur refinery expansion,negative,0.03,0.97,0.0
2018-04-09,2018-04-09,natural gas futures demand storage production,negative,0.05,0.95,0.0
2018-04-04,2018-04-10,offshore drilling gulf mexico oil leases energy investment infrastructure,negative,0.02,0.98,0.0
2018-04-05,2018-04-10,opec oil supply investment russia shale,negative,0.01,0.99,0.0
2018-04-06,2018-04-10,offshore drilling oil leases ryan zinke coastal opposition gulf mexico,negative,0.04,0.96,0.0
2018-04-07,2018-04-10,keystone pipeline oil spill south dakota transcanada keystone xl,positive,1.0,0.0,0.0
2018-04-08,2018-04-10,saudi aramco motiva petrochemicals port arthur refinery expansion,negative,0.03,0.97,0.0
2018-04-09,2018-04-10,natural gas futures demand storage production,negative,0.05,0.95,0.0
2018-04-10,2018-04-10,gold prices dollar weakness syria tensions trade war safe,negative,0.01,0.99,0.0
2018-04-05,2018-04-11,opec oil supply investment russia shale,negative,0.01,0.99,0.0
2018-04-06,2018-04-11,offshore drilling oil leases ryan zinke coastal opposition gulf mexico,negative,0.04,0.96,0.0
2018-04-07,2018-04-11,keystone pipeline oil spill south dakota transcanada keystone xl,positive,1.0,0.0,0.0
2018-04-08,2018-04-11,saudi aramco motiva petrochemicals port arthur refinery expansion,negative,0.03,0.97,0.0
2018-04-09,2018-04-11,natural gas futures demand storage production,negative,0.05,0.95,0.0
2018-04-10,2018-04-11,gold prices dollar weakness syria tensions trade war safe,negative,0.01,0.99,0.0
2018-04-11,2018-04-11,aluminum rusal sanctions london metal exchange supply,negative,0.02,0.98,0.0
2018-04-06,2018-04-12,offshore drilling oil leases ryan zinke coastal opposition gulf mexico,negative,0.04,0.96,0.0
2018-04-07,2018-04-12,keystone pipeline oil spill south dakota transcanada keystone xl,positive,1.0,0.0,0.0
2018-04-08,2018-04-12,saudi aramco motiva petrochemicals port arthur refinery expansion,negative,0.03,0.97,0.0
2018-04-09,2018-04-12,natural gas futures demand storage production,negative,0.05,0.95,0.0
2018-04-10,2018-04-12,gold prices dollar weakness syria tensions trade war safe,negative,0.01,0.99,0.0
2018-04-11,2018-04-12,aluminum rusal sanctions london metal exchange supply,negative,0.02,0.98,0.0
2018-04-12,2018-04-12,gold us dollar federal reserve syria tensions precious metals,negative,0.03,0.96,0.01
2018-04-07,2018-04-13,keystone pipeline oil spill south dakota transcanada keystone xl,positive,1.0,0.0,0.0
2018-04-08,2018-04-13,saudi aramco motiva petrochemicals port arthur refinery expansion,negative,0.03,0.97,0.0
2018-04-09,2018-04-13,natural gas futures demand storage production,negative,0.05,0.95,0.0
2018-04-10,2018-04-13,gold prices dollar weakness syria tensions trade war safe,negative,0.01,0.99,0.0
2018-04-11,2018-04-13,aluminum rusal sanctions london metal exchange supply,negative,0.02,0.98,0.0
2018-04-12,2018-04-13,gold us dollar federal reserve syria tensions precious metals,negative,0.03,0.96,0.01
2018-04-13,2018-04-13,opec oil stocks iea production cuts global demand,positive,1.0,0.0,0.0
2018-04-08,2018-04-14,saudi aramco motiva petrochemicals port arthur refinery expansion,negative,0.03,0.97,0.0
2018-04-09,2018-04-14,natural gas futures demand storage production,negative,0.05,0.95,0.0
2018-04-10,2018-04-14,gold prices dollar weakness syria tensions trade war safe,negative,0.01,0.99,0.0
2018-04-11,2018-04-14,aluminum rusal sanctions london metal exchange supply,negative,0.02,0.98,0.0
2018-04-12,2018-04-14,gold us dollar federal reserve syria tensions precious metals,negative,0.03,0.96,0.01
2018-04-13,2018-04-14,opec oil stocks iea production cuts global demand,positive,1.0,0.0,0.0
2018-04-14,2018-04-14,chad imf debt restructuring glencore economic growth,negative,0.36,0.64,0.0
2018-04-09,2018-04-15,natural gas futures demand storage production,negative,0.05,0.95,0.0
2018-04-10,2018-04-15,gold prices dollar weakness syria tensions trade war safe,negative,0.01,0.99,0.0
2018-04-11,2018-04-15,aluminum rusal sanctions london metal exchange supply,negative,0.02,0.98,0.0
2018-04-12,2018-04-15,gold us dollar federal reserve syria tensions precious metals,negative,0.03,0.96,0.01
2018-04-13,2018-04-15,opec oil stocks iea production cuts global demand,positive,1.0,0.0,0.0
2018-04-14,2018-04-15,chad imf debt restructuring glencore economic growth,negative,0.36,0.64,0.0
2018-04-15,2018-04-15,syria oil prices us strikes opec russia,negative,0.02,0.98,0.0
2018-04-10,2018-04-16,gold prices dollar weakness syria tensions trade war safe,negative,0.01,0.99,0.0
2018-04-11,2018-04-16,aluminum rusal sanctions london metal exchange supply,negative,0.02,0.98,0.0
2018-04-12,2018-04-16,gold us dollar federal reserve syria tensions precious metals,negative,0.03,0.96,0.01
2018-04-13,2018-04-16,opec oil stocks iea production cuts global demand,positive,1.0,0.0,0.0
2018-04-14,2018-04-16,chad imf debt restructuring glencore economic growth,negative,0.36,0.64,0.0
2018-04-15,2018-04-16,syria oil prices us strikes opec russia,negative,0.02,0.98,0.0
2018-04-16,2018-04-16,oil prices syria strikes opec us drilling middle east,negative,0.02,0.98,0.0
2018-04-11,2018-04-17,aluminum rusal sanctions london metal exchange supply,negative,0.02,0.98,0.0
2018-04-12,2018-04-17,gold us dollar federal reserve syria tensions precious metals,negative,0.03,0.96,0.01
2018-04-13,2018-04-17,opec oil stocks iea production cuts global demand,positive,1.0,0.0,0.0
2018-04-14,2018-04-17,chad imf debt restructuring glencore economic growth,negative,0.36,0.64,0.0
2018-04-15,2018-04-17,syria oil prices us strikes opec russia,negative,0.02,0.98,0.0
2018-04-16,2018-04-17,oil prices syria strikes opec us drilling middle east,negative,0.02,0.98,0.0
2018-04-17,2018-04-17,gold prices syria federal reserve us dollar china economy,negative,0.01,0.98,0.01
2018-04-12,2018-04-18,gold us dollar federal reserve syria tensions precious metals,negative,0.03,0.96,0.01
2018-04-13,2018-04-18,opec oil stocks iea production cuts global demand,positive,1.0,0.0,0.0
2018-04-14,2018-04-18,chad imf debt restructuring glencore economic growth,negative,0.36,0.64,0.0
2018-04-15,2018-04-18,syria oil prices us strikes opec russia,negative,0.02,0.98,0.0
2018-04-16,2018-04-18,oil prices syria strikes opec us drilling middle east,negative,0.02,0.98,0.0
2018-04-17,2018-04-18,gold prices syria federal reserve us dollar china economy,negative,0.01,0.98,0.01
2018-04-18,2018-04-18,crude oil inventories eia api middle east,negative,0.01,0.99,0.0
2018-04-13,2018-04-19,opec oil stocks iea production cuts global demand,positive,1.0,0.0,0.0
2018-04-14,2018-04-19,chad imf debt restructuring glencore economic growth,negative,0.36,0.64,0.0
2018-04-15,2018-04-19,syria oil prices us strikes opec russia,negative,0.02,0.98,0.0
2018-04-16,2018-04-19,oil prices syria strikes opec us drilling middle east,negative,0.02,0.98,0.0
2018-04-17,2018-04-19,gold prices syria federal reserve us dollar china economy,negative,0.01,0.98,0.01
2018-04-18,2018-04-19,crude oil inventories eia api middle east,negative,0.01,0.99,0.0
2018-04-19,2018-04-19,oil prices saudi arabia opec crude inventories middle east,negative,0.03,0.97,0.0
2018-04-14,2018-04-20,chad imf debt restructuring glencore economic growth,negative,0.36,0.64,0.0
2018-04-15,2018-04-20,syria oil prices us strikes opec russia,negative,0.02,0.98,0.0
2018-04-16,2018-04-20,oil prices syria strikes opec us drilling middle east,negative,0.02,0.98,0.0
2018-04-17,2018-04-20,gold prices syria federal reserve us dollar china economy,negative,0.01,0.98,0.01
2018-04-18,2018-04-20,crude oil inventories eia api middle east,negative,0.01,0.99,0.0
2018-04-19,2018-04-20,oil prices saudi arabia opec crude inventories middle east,negative,0.03,0.97,0.0
2018-04-20,2018-04-20,opec russia oil cuts crude prices investment,negative,0.02,0.98,0.0
2018-04-15,2018-04-21,syria oil prices us strikes opec russia,negative,0.02,0.98,0.0
2018-04-16,2018-04-21,oil prices syria strikes opec us drilling middle east,negative,0.02,0.98,0.0
2018-04-17,2018-04-21,gold prices syria federal reserve us dollar china economy,negative,0.01,0.98,0.01
2018-04-18,2018-04-21,crude oil inventories eia api middle east,negative,0.01,0.99,0.0
2018-04-19,2018-04-21,oil prices saudi arabia opec crude inventories middle east,negative,0.03,0.97,0.0
2018-04-20,2018-04-21,opec russia oil cuts crude prices investment,negative,0.02,0.98,0.0
2018-04-16,2018-04-22,oil prices syria strikes opec us drilling middle east,negative,0.02,0.98,0.0
2018-04-17,2018-04-22,gold prices syria federal reserve us dollar china economy,negative,0.01,0.98,0.01
2018-04-18,2018-04-22,crude oil inventories eia api middle east,negative,0.01,0.99,0.0
2018-04-19,2018-04-22,oil prices saudi arabia opec crude inventories middle east,negative,0.03,0.97,0.0
2018-04-20,2018-04-22,opec russia oil cuts crude prices investment,negative,0.02,0.98,0.0
2018-04-22,2018-04-22,gold dollar treasury yields federal reserve commodities,negative,0.05,0.95,0.0
2018-04-17,2018-04-23,gold prices syria federal reserve us dollar china economy,negative,0.01,0.98,0.01
2018-04-18,2018-04-23,crude oil inventories eia api middle east,negative,0.01,0.99,0.0
2018-04-19,2018-04-23,oil prices saudi arabia opec crude inventories middle east,negative,0.03,0.97,0.0
2018-04-20,2018-04-23,opec russia oil cuts crude prices investment,negative,0.02,0.98,0.0
2018-04-22,2018-04-23,gold dollar treasury yields federal reserve commodities,negative,0.05,0.95,0.0
2018-04-23,2018-04-23,gold us dollar treasury yields interest rates precious metals,negative,0.03,0.96,0.01
2018-04-18,2018-04-24,crude oil inventories eia api middle east,negative,0.01,0.99,0.0
2018-04-19,2018-04-24,oil prices saudi arabia opec crude inventories middle east,negative,0.03,0.97,0.0
2018-04-20,2018-04-24,opec russia oil cuts crude prices investment,negative,0.02,0.98,0.0
2018-04-22,2018-04-24,gold dollar treasury yields federal reserve commodities,negative,0.05,0.95,0.0
2018-04-23,2018-04-24,gold us dollar treasury yields interest rates precious metals,negative,0.03,0.96,0.01
2018-04-24,2018-04-24,saudi aramco oil trading refinery expansion ipo abu dhabi,negative,0.02,0.98,0.0
2018-04-19,2018-04-25,oil prices saudi arabia opec crude inventories middle east,negative,0.03,0.97,0.0
2018-04-20,2018-04-25,opec russia oil cuts crude prices investment,negative,0.02,0.98,0.0
2018-04-22,2018-04-25,gold dollar treasury yields federal reserve commodities,negative,0.05,0.95,0.0
2018-04-23,2018-04-25,gold us dollar treasury yields interest rates precious metals,negative,0.03,0.96,0.01
2018-04-24,2018-04-25,saudi aramco oil trading refinery expansion ipo abu dhabi,negative,0.02,0.98,0.0
2018-04-25,2018-04-25,oil prices iran sanctions macron us crude opec,negative,0.02,0.98,0.0
2018-04-20,2018-04-26,opec russia oil cuts crude prices investment,negative,0.02,0.98,0.0
2018-04-22,2018-04-26,gold dollar treasury yields federal reserve commodities,negative,0.05,0.95,0.0
2018-04-23,2018-04-26,gold us dollar treasury yields interest rates precious metals,negative,0.03,0.96,0.01
2018-04-24,2018-04-26,saudi aramco oil trading refinery expansion ipo abu dhabi,negative,0.02,0.98,0.0
2018-04-25,2018-04-26,oil prices iran sanctions macron us crude opec,negative,0.02,0.98,0.0
2018-04-26,2018-04-26,crude oil iran us sanctions global supply prices,negative,0.02,0.98,0.0
2018-04-22,2018-04-27,gold dollar treasury yields federal reserve commodities,negative,0.05,0.95,0.0
2018-04-23,2018-04-27,gold us dollar treasury yields interest rates precious metals,negative,0.03,0.96,0.01
2018-04-24,2018-04-27,saudi aramco oil trading refinery expansion ipo abu dhabi,negative,0.02,0.98,0.0
2018-04-25,2018-04-27,oil prices iran sanctions macron us crude opec,negative,0.02,0.98,0.0
2018-04-26,2018-04-27,crude oil iran us sanctions global supply prices,negative,0.02,0.98,0.0
2018-04-27,2018-04-27,venezuela china oil loans grace period debt,negative,0.03,0.97,0.0
2018-04-22,2018-04-28,gold dollar treasury yields federal reserve commodities,negative,0.05,0.95,0.0
2018-04-23,2018-04-28,gold us dollar treasury yields interest rates precious metals,negative,0.03,0.96,0.01
2018-04-24,2018-04-28,saudi aramco oil trading refinery expansion ipo abu dhabi,negative,0.02,0.98,0.0
2018-04-25,2018-04-28,oil prices iran sanctions macron us crude opec,negative,0.02,0.98,0.0
2018-04-26,2018-04-28,crude oil iran us sanctions global supply prices,negative,0.02,0.98,0.0
2018-04-27,2018-04-28,venezuela china oil loans grace period debt,negative,0.03,0.97,0.0
2018-04-23,2018-04-29,gold us dollar treasury yields interest rates precious metals,negative,0.03,0.96,0.01
2018-04-24,2018-04-29,saudi aramco oil trading refinery expansion ipo abu dhabi,negative,0.02,0.98,0.0
2018-04-25,2018-04-29,oil prices iran sanctions macron us crude opec,negative,0.02,0.98,0.0
2018-04-26,2018-04-29,crude oil iran us sanctions global supply prices,negative,0.02,0.98,0.0
2018-04-27,2018-04-29,venezuela china oil loans grace period debt,negative,0.03,0.97,0.0
2018-04-29,2018-04-29,gold federal reserve treasury yields dollar nonfarm payrolls,negative,0.03,0.97,0.0
2018-04-24,2018-04-30,saudi aramco oil trading refinery expansion ipo abu dhabi,negative,0.02,0.98,0.0
2018-04-25,2018-04-30,oil prices iran sanctions macron us crude opec,negative,0.02,0.98,0.0
2018-04-26,2018-04-30,crude oil iran us sanctions global supply prices,negative,0.02,0.98,0.0
2018-04-27,2018-04-30,venezuela china oil loans grace period debt,negative,0.03,0.97,0.0
2018-04-29,2018-04-30,gold federal reserve treasury yields dollar nonfarm payrolls,negative,0.03,0.97,0.0
2018-04-30,2018-04-30,gold dollar yields federal reserve precious metals,negative,0.03,0.97,0.0
2018-04-25,2018-05-01,oil prices iran sanctions macron us crude opec,negative,0.02,0.98,0.0
2018-04-26,2018-05-01,crude oil iran us sanctions global supply prices,negative,0.02,0.98,0.0
2018-04-27,2018-05-01,venezuela china oil loans grace period debt,negative,0.03,0.97,0.0
2018-04-29,2018-05-01,gold federal reserve treasury yields dollar nonfarm payrolls,negative,0.03,0.97,0.0
2018-04-30,2018-05-01,gold dollar yields federal reserve precious metals,negative,0.03,0.97,0.0
2018-05-01,2018-05-01,oil prices iran us sanctions opec crude production,positive,0.97,0.03,0.01
2018-04-26,2018-05-02,crude oil iran us sanctions global supply prices,negative,0.02,0.98,0.0
2018-04-27,2018-05-02,venezuela china oil loans grace period debt,negative,0.03,0.97,0.0
2018-04-29,2018-05-02,gold federal reserve treasury yields dollar nonfarm payrolls,negative,0.03,0.97,0.0
2018-04-30,2018-05-02,gold dollar yields federal reserve precious metals,negative,0.03,0.97,0.0
2018-05-01,2018-05-02,oil prices iran us sanctions opec crude production,positive,0.97,0.03,0.01
2018-05-02,2018-05-02,opec oil production investment saudi arabia oil prices,negative,0.01,0.99,0.0
2018-04-27,2018-05-03,venezuela china oil loans grace period debt,negative,0.03,0.97,0.0
2018-04-29,2018-05-03,gold federal reserve treasury yields dollar nonfarm payrolls,negative,0.03,0.97,0.0
2018-04-30,2018-05-03,gold dollar yields federal reserve precious metals,negative,0.03,0.97,0.0
2018-05-01,2018-05-03,oil prices iran us sanctions opec crude production,positive,0.97,0.03,0.01
2018-05-02,2018-05-03,opec oil production investment saudi arabia oil prices,negative,0.01,0.99,0.0
2018-05-03,2018-05-03,oil prices iran sanctions us crude brent inventory,negative,0.03,0.97,0.0
2018-04-29,2018-05-04,gold federal reserve treasury yields dollar nonfarm payrolls,negative,0.03,0.97,0.0
2018-04-30,2018-05-04,gold dollar yields federal reserve precious metals,negative,0.03,0.97,0.0
2018-05-01,2018-05-04,oil prices iran us sanctions opec crude production,positive,0.97,0.03,0.01
2018-05-02,2018-05-04,opec oil production investment saudi arabia oil prices,negative,0.01,0.99,0.0
2018-05-03,2018-05-04,oil prices iran sanctions us crude brent inventory,negative,0.03,0.97,0.0
2018-05-04,2018-05-04,commodities goldman sachs investment global growth gold,positive,0.89,0.11,0.0
2018-04-29,2018-05-05,gold federal reserve treasury yields dollar nonfarm payrolls,negative,0.03,0.97,0.0
2018-04-30,2018-05-05,gold dollar yields federal reserve precious metals,negative,0.03,0.97,0.0
2018-05-01,2018-05-05,oil prices iran us sanctions opec crude production,positive,0.97,0.03,0.01
2018-05-02,2018-05-05,opec oil production investment saudi arabia oil prices,negative,0.01,0.99,0.0
2018-05-03,2018-05-05,oil prices iran sanctions us crude brent inventory,negative,0.03,0.97,0.0
2018-05-04,2018-05-05,commodities goldman sachs investment global growth gold,positive,0.89,0.11,0.0
2018-05-05,2018-05-05,saudi aramco local manufacturing supply agreements industrial expansion saudi arabia,negative,0.02,0.97,0.0
2018-05-05,2018-05-05,pdvsa simon zerpa venezuela sanctions corruption,positive,0.99,0.0,0.0
2018-04-30,2018-05-06,gold dollar yields federal reserve precious metals,negative,0.03,0.97,0.0
2018-05-01,2018-05-06,oil prices iran us sanctions opec crude production,positive,0.97,0.03,0.01
2018-05-02,2018-05-06,opec oil production investment saudi arabia oil prices,negative,0.01,0.99,0.0
2018-05-03,2018-05-06,oil prices iran sanctions us crude brent inventory,negative,0.03,0.97,0.0
2018-05-04,2018-05-06,commodities goldman sachs investment global growth gold,positive,0.89,0.11,0.0
2018-05-05,2018-05-06,saudi aramco local manufacturing supply agreements industrial expansion saudi arabia,negative,0.02,0.97,0.0
2018-05-05,2018-05-06,pdvsa simon zerpa venezuela sanctions corruption,positive,0.99,0.0,0.0
2018-05-06,2018-05-06,iran opec oil prices saudi arabia us sanctions,negative,0.04,0.96,0.0
2018-05-01,2018-05-07,oil prices iran us sanctions opec crude production,positive,0.97,0.03,0.01
2018-05-02,2018-05-07,opec oil production investment saudi arabia oil prices,negative,0.01,0.99,0.0
2018-05-03,2018-05-07,oil prices iran sanctions us crude brent inventory,negative,0.03,0.97,0.0
2018-05-04,2018-05-07,commodities goldman sachs investment global growth gold,positive,0.89,0.11,0.0
2018-05-05,2018-05-07,saudi aramco local manufacturing supply agreements industrial expansion saudi arabia,negative,0.02,0.97,0.0
2018-05-05,2018-05-07,pdvsa simon zerpa venezuela sanctions corruption,positive,0.99,0.0,0.0
2018-05-06,2018-05-07,iran opec oil prices saudi arabia us sanctions,negative,0.04,0.96,0.0
2018-05-07,2018-05-07,oil prices iran sanctions venezuela saudi arabia opec,negative,0.03,0.97,0.0
2018-05-02,2018-05-08,opec oil production investment saudi arabia oil prices,negative,0.01,0.99,0.0
2018-05-03,2018-05-08,oil prices iran sanctions us crude brent inventory,negative,0.03,0.97,0.0
2018-05-04,2018-05-08,commodities goldman sachs investment global growth gold,positive,0.89,0.11,0.0
2018-05-05,2018-05-08,saudi aramco local manufacturing supply agreements industrial expansion saudi arabia,negative,0.02,0.97,0.0
2018-05-05,2018-05-08,pdvsa simon zerpa venezuela sanctions corruption,positive,0.99,0.0,0.0
2018-05-06,2018-05-08,iran opec oil prices saudi arabia us sanctions,negative,0.04,0.96,0.0
2018-05-07,2018-05-08,oil prices iran sanctions venezuela saudi arabia opec,negative,0.03,0.97,0.0
2018-05-08,2018-05-08,qatar petroleum lng expansion overseas investment north field,negative,0.0,0.99,0.0
2018-05-03,2018-05-09,oil prices iran sanctions us crude brent inventory,negative,0.03,0.97,0.0
2018-05-04,2018-05-09,commodities goldman sachs investment global growth gold,positive,0.89,0.11,0.0
2018-05-05,2018-05-09,saudi aramco local manufacturing supply agreements industrial expansion saudi arabia,negative,0.02,0.97,0.0
2018-05-05,2018-05-09,pdvsa simon zerpa venezuela sanctions corruption,positive,0.99,0.0,0.0
2018-05-06,2018-05-09,iran opec oil prices saudi arabia us sanctions,negative,0.04,0.96,0.0
2018-05-07,2018-05-09,oil prices iran sanctions venezuela saudi arabia opec,negative,0.03,0.97,0.0
2018-05-08,2018-05-09,qatar petroleum lng expansion overseas investment north field,negative,0.0,0.99,0.0
2018-05-09,2018-05-09,gold dollar treasury yields iran deal oil prices,negative,0.04,0.96,0.0
2018-05-04,2018-05-10,commodities goldman sachs investment global growth gold,positive,0.89,0.11,0.0
2018-05-05,2018-05-10,saudi aramco local manufacturing supply agreements industrial expansion saudi arabia,negative,0.02,0.97,0.0
2018-05-05,2018-05-10,pdvsa simon zerpa venezuela sanctions corruption,positive,0.99,0.0,0.0
2018-05-06,2018-05-10,iran opec oil prices saudi arabia us sanctions,negative,0.04,0.96,0.0
2018-05-07,2018-05-10,oil prices iran sanctions venezuela saudi arabia opec,negative,0.03,0.97,0.0
2018-05-08,2018-05-10,qatar petroleum lng expansion overseas investment north field,negative,0.0,0.99,0.0
2018-05-09,2018-05-10,gold dollar treasury yields iran deal oil prices,negative,0.04,0.96,0.0
