Date,Headline,Classification,Positive,Negative,Neutral
20170308,crude rebounds asia plunge overnight us stockpiles,negative,0.03,0.97,0.0
20170308,crude settles 5 % lower us crude inventories swell,negative,0.02,0.98,0.0
20170308,crude slides 3 % us crude stocks pile 9th straight week,positive,0.54,0.46,0.0
20170308,gold drifts lower asia fed rate hike focus,negative,0.01,0.99,0.0
20170308,gold gains slightly asia china dollardenominated trade data due,positive,0.99,0.01,0.0
20170308,gold prices hold weaker asia china consumer prices fed eyed,negative,0.11,0.88,0.01
20170308,gold slides $ 1210 blowout adp report,negative,0.03,0.96,0.0
20170308,gold tumbles 1month low strong adp report,negative,0.01,0.99,0.0
20170308,march rate hike bets push gold 5week lows,negative,0.05,0.95,0.0
20170308,oil falls 1 percent us inventories rise ninth straight week,negative,0.1,0.9,0.0
20170308,oil falls close 4week lows bets bearish us supply data,negative,0.01,0.99,0.0
20170308,oil lower us crude stocks rise cards,negative,0.01,0.99,0.0
20170308,opec cut 40 percent february pledged oil deal kuwait,negative,0.08,0.92,0.0
20170308,us crude stocks 8209 mn barrels vs forecast rise 1967 mn,negative,0.0,0.99,0.0
20170308,us natural gas rallies hopes bullish storage data,positive,0.99,0.01,0.0
20170308,wti oil futures pare losses mixed crude inventory data,negative,0.03,0.96,0.0
20170309,crude holds gain asia us rig count data eyed,positive,0.99,0.01,0.0
20170309,crude prices settle lowest level since november,negative,0.01,0.99,0.0
20170309,crude prices stage mild rebound early asia rig data eyed,positive,0.97,0.02,0.01
20170309,gold extends losses moves closer $ 1200 march rate hike bets,positive,0.82,0.18,0.0
20170309,gold falls key support level asia us jobs korea eyed,negative,0.01,0.99,0.0
20170309,gold holds weaker park impeachment confirmed korea court,positive,0.69,0.3,0.01
20170309,gold slides toward $ 1200 fed march rate hike seen nearcertain,negative,0.47,0.52,0.01
20170309,gold slips fiveweek low despite dollar slump,negative,0.01,0.99,0.0
20170309,oil attempts slight rebound plunging 5 % 3month lows,negative,0.02,0.98,0.0
20170309,oil bulls blink months attempts push crude prices higher,positive,0.98,0.02,0.0
20170309,oil claws back ground breaking $ 49,positive,0.9,0.1,0.0
20170309,oil executives cautiously optimistic trump policies,positive,0.68,0.19,0.13
20170309,oil turns lower wti drops $ 50 first time since december,negative,0.01,0.99,0.0
20170309,us crude falls sharply $ 50 stockpile buildup weighs,negative,0.02,0.98,0.0
20170309,us crude oil slumps $ 50 stocks build,negative,0.02,0.98,0.0
20170309,us natural gas futures extend gains storage data,negative,0.32,0.67,0.01
20170309,us shale firms lift reserves oil majors take canada hit,negative,0.02,0.98,0.0
20170309,us shale plots production growth despite opecs warning,negative,0.0,1.0,0.0
20170310,bets gold hold ground even fed rate hike looms large,positive,0.96,0.03,0.01
20170310,crude bounces 4month lows upside seen limited,negative,0.02,0.98,0.0
20170310,crude futures settle lower biggest weekly drop five months,negative,0.02,0.98,0.0
20170310,gold moves back $ 1200 despite strong nonfarm payrolls report,positive,0.97,0.02,0.0
20170310,gold prices fall 6week lows $ 1200 mark,negative,0.01,0.99,0.0
20170310,native american groups take oil pipeline protests white house,positive,0.97,0.02,0.0
20170310,oil edges threemonth low glut worries fester,negative,0.03,0.97,0.0
20170310,oil industry revives quest deepwater reserves,negative,0.01,0.99,0.0
20170310,oil steadies sharp losses us rig count ahead,negative,0.45,0.55,0.0
20170310,strike halts output top peru copper mine cerro verde union,positive,0.99,0.01,0.0
20170310,trilliondollar question looms aramco audits oil reserves,negative,0.34,0.65,0.01
20170310,us mexico launch new round negotiations sugar trade,negative,0.2,0.79,0.01
20170311,india gold recycling plan fails tempt households,negative,0.14,0.85,0.01
20170312,crude oil futures weekly outlook march 13 17,neutral,0.01,0.43,0.56
20170312,crude quoted higher early asia opec iea reports eyed,positive,0.99,0.0,0.0
20170312,gold futures weekly outlook march 13 17,neutral,0.03,0.41,0.56
20170312,gold gains asia central bank meeting eyed,positive,0.54,0.07,0.39
20170312,gold points higher early asia central bank meets focus,positive,0.94,0.01,0.04
20170312,nymex crude falls early asia key reports eyed,negative,0.01,0.99,0.0
20170312,us northeast primes plows blizzard bearing,negative,0.25,0.75,0.0
20170313,crude edges higher early asia api opec eyed,positive,0.99,0.01,0.0
20170313,crude falls asia api ahead china industrial data gains,negative,0.02,0.98,0.0
20170313,crude futures slide 6th straight session settle lower,negative,0.01,0.99,0.0
20170313,fundamentals behind fall silver last week manipulation,negative,0.02,0.97,0.0
20170313,gold gains asia china output figures,negative,0.01,0.99,0.0
20170313,gold prices edges asia china data eyed,positive,0.51,0.38,0.11
20170313,gold pushes higher ahead busy week,positive,0.99,0.01,0.0
20170313,gold starts week higher ahead dutch elections fed meeting,positive,0.99,0.01,0.0
20170313,gold tentatively higher remains pressure,positive,0.99,0.01,0.0
20170313,oil lower us supply worries hold sway,negative,0.01,0.99,0.0
20170313,oil struggles near 4month lows amid rising us rig count,negative,0.03,0.97,0.0
20170313,oil touches threemonth lows us supply swells,negative,0.38,0.61,0.0
20170313,opec eyes report see oil price slump reflects shift positiontaking,negative,0.01,0.99,0.0
20170313,us natural gas hits 4week high us northeast braces blizzard,positive,0.98,0.02,0.0
20170314,api reports 530000 barrels crude draw market saw build,negative,0.38,0.61,0.0
20170314,crude rebounds strongly asia api reports draw,positive,0.99,0.01,0.0
20170314,crude settles lower saudi oil production back 10 million barrels,positive,1.0,0.0,0.0
20170314,gold prices dip asia fed ahead political risk eyed,negative,0.01,0.99,0.0
20170314,gold stays close 6week low investors await fed outcome,negative,0.04,0.88,0.09
20170314,gold struggles near 6week low fed meeting,negative,0.01,0.99,0.0
20170314,gold trades lows fed meeting comes focus,negative,0.01,0.99,0.0
20170314,oil collapses opec report shows jump saudi output,positive,0.66,0.34,0.0
20170314,oil edges threemonth lows eyes us inventory,negative,0.01,0.99,0.0
20170314,oil slumps saudi output hike wti $ 48,positive,0.61,0.39,0.0
20170314,oil slumps saudi reportedly hikes output february wti $ 48,negative,0.13,0.87,0.0
20170314,opec says oil stocks still increasing saudis raise output,negative,0.0,1.0,0.0
20170314,us natural gas pulls back 4week high,positive,0.99,0.01,0.0
20170315,crude ends 7session losing streak settle higher inventories dip,negative,0.03,0.97,0.0
20170315,crude holds gains asia market mulls opec us data,positive,0.96,0.02,0.01
20170315,exclusive london gold rush ice launch clearing banks ready,negative,0.39,0.6,0.01
20170315,gold gains asia investors shrug fed views hike boj eyed,positive,0.95,0.05,0.0
20170315,gold holding pattern fed decision eyed,neutral,0.04,0.01,0.95
20170315,gold slides $ 1200 markets await fed rate message,negative,0.05,0.94,0.01
20170315,gold trades tight range ahead fed rate hike dutch election,negative,0.23,0.76,0.01
20170315,iea estimates opec output cut compliance janfeb 98 %,positive,0.99,0.0,0.0
20170315,iea says oil market could tilt deficit first half opec sticks cuts,negative,0.03,0.97,0.0
20170315,libyas eastern parliament cancels deal reunify national oil corp port battles,positive,0.64,0.35,0.0
20170315,oil prices jump data shows surprise us stock draw,positive,0.99,0.01,0.0
20170315,oil rebounds bets bullish us supply data,positive,0.99,0.01,0.0
20170315,oil rebounds strongly surprise us crude stocks draw,positive,0.63,0.36,0.0
20170315,oil stays higher crude stocks fall 02m barrels,positive,0.99,0.01,0.0
20170315,saudi arabia seen firmly committed cuts despite feb oil output hike,positive,0.99,0.01,0.0
20170315,trump seeks input us energy companies paris climate pact,positive,0.54,0.45,0.0
20170315,us crude stocks 237000 barrels vs forecast rise 3713 mn,negative,0.0,0.99,0.0
20170315,us natural gas bounces back cold weather way,positive,0.99,0.01,0.0
20170316,canadas alberta ups spending higher c$ 103 billion deficit,positive,0.94,0.06,0.0
20170316,coal isn&#039t dead yet railroads loving,negative,0.13,0.86,0.0
20170316,crude edges higher asia output cut views us rig count eyed,positive,0.88,0.12,0.0
20170316,crude holds gains asia saudi energy minister us rigs ahead,positive,0.99,0.01,0.0
20170316,crude prices settle lower oversupply worries return,negative,0.07,0.93,0.0
20170316,exclusive venezuelas cashstrapped pdvsa offers rosneft oil stake sources,negative,0.27,0.72,0.01
20170316,gold drifts weaker asia fed views rates weigh,negative,0.01,0.99,0.0
20170316,gold makes strong gains dollar suffers setback,positive,0.62,0.37,0.0
20170316,gold rallies 2 % dovish fed,positive,0.98,0.02,0.0
20170316,halfway 2017s oil supply cut asia remains awash fuel,positive,0.66,0.34,0.0
20170316,oil extends gains us stockpile draw,negative,0.02,0.98,0.0
20170316,oil extends gains dollar us inventories fall,negative,0.07,0.93,0.0
20170316,oils bounce loses steam concerns remain supply glut,negative,0.02,0.98,0.0
20170316,us natural gas extends losses weekly storage data,negative,0.01,0.99,0.0
20170316,unpaid wages sackings stir new tension nigerias oil hub,positive,0.98,0.02,0.0
20170317,crude prices move higher upside seen limited,positive,0.99,0.01,0.0
20170317,crude prices settle higher end week positive,positive,0.99,0.01,0.0
20170317,gold prices edge lower remain supported,negative,0.01,0.99,0.0
20170317,gold struggles hold onto gains dollar turns positive,positive,0.91,0.08,0.0
20170317,oil prices firm heading modest weekly rise,neutral,0.34,0.01,0.65
20170317,oil us rig data opec mulls output cut extension,negative,0.33,0.67,0.0
20170317,opec need extend output curbs sustain oil price recovery reuters poll,negative,0.13,0.87,0.01
20170317,trump seeks ax appalachia economic programs causing worry coal country,positive,0.6,0.4,0.0
20170318,beijing saudi arabia agree oil cooperation exports china,negative,0.04,0.96,0.0
20170318,china hits back foreign scrutiny excess steel capacity,negative,0.25,0.75,0.0
20170319,crude oil dips asia g20 headlines drag,negative,0.01,0.99,0.0
20170319,crude oil futures weekly outlook march 20 24,neutral,0.01,0.21,0.79
20170319,crude slips asia us drillers g20 views,negative,0.03,0.96,0.01
20170319,exclusive libyas noc says expects regain es sider ras lanuf oil ports,negative,0.06,0.94,0.0
20170319,gold prices gain slightly asia eyes fed,positive,0.99,0.01,0.0
20170320,china eu cut imports brazil meat amid scandal,negative,0.01,0.99,0.0
20170320,crude futures settle lower us supply concerns return,negative,0.03,0.97,0.0
20170320,crude holds gains asia api estimates set tone,positive,0.98,0.01,0.01
20170320,crude oil gains asia api figures awaited,positive,0.99,0.01,0.0
20170320,eu block firms involved brazil meat scandal,positive,1.0,0.0,0.0
20170320,gold climbs 2week high dollar remains defensive,positive,0.99,0.01,0.01
20170320,gold prices ease asia fed rate hike views risk eyed,negative,0.04,0.96,0.0
20170320,gold ticks traders look ahead busy week fed speakers,negative,0.38,0.61,0.01
20170320,gold trades higher amid dollar weakness,positive,0.98,0.02,0.0
20170320,oil cut extension may depend nonopec compliance levels,positive,0.52,0.48,0.0
20170320,oil falls investors cut bullish bets worries us output,negative,0.02,0.98,0.0
20170320,oil us drilling activity continues apace,negative,0.17,0.82,0.01
20170320,oil pares losses report opec output deal extension,negative,0.4,0.6,0.01
20170320,oil starts week heavy losses us drilling weighs,negative,0.05,0.95,0.0
20170320,opec leans toward oil cut extension nonmembers need sources,negative,0.21,0.78,0.0
20170320,saudi kings asia tour trumpets aramcos moves downstream,positive,0.87,0.12,0.01
20170320,us natural gas futures rise back toward $ 3,positive,0.99,0.01,0.0
20170321,api shows sharper expected inventory build us,positive,0.63,0.37,0.0
20170321,brazil strives quell meat scandal hong kong bans imports,positive,0.53,0.47,0.0
20170321,copper prices slump indonesia&#39s grasberg mine resumes production,negative,0.01,0.99,0.0
20170321,crude prices drop asia api build expected,negative,0.01,0.99,0.0
20170321,crude settles lower us crude inventories come focus,negative,0.01,0.99,0.0
20170321,gold climbs 2week high dollar sinks,positive,0.99,0.01,0.0
20170321,gold continues glitter dollar takes tumble,negative,0.41,0.59,0.0
20170321,gold dips asia fed policymaker views rates shrugged,negative,0.01,0.98,0.0
20170321,gold pulls back 2week high ahead fed speakers,positive,0.98,0.01,0.0
20170321,goldman opec&#039s oil production cuts smart they&#039re unintended consequences,positive,1.0,0.0,0.0
20170321,oil prices trim gains focus shifts api stockpile data,negative,0.01,0.99,0.0
20170321,oil rebounds hope extended opec supply cuts,negative,0.18,0.82,0.0
20170321,oil rebounds talk output cut deal extension,positive,0.96,0.04,0.0
20170321,oil slides market discounts opec output cut extension talk,negative,0.17,0.83,0.0
20170321,us natural gas extends gains reach 5week highs,positive,0.98,0.02,0.0
20170321,worried canada presses us buy america steel plan sources,positive,0.94,0.06,0.0
20170322,crude futures settle lower us crude stockpiles swell,positive,0.84,0.16,0.0
20170322,crude rebounds asia market looks ahead us rig count,positive,0.98,0.01,0.0
20170322,crude weaker asia api figures nkorea missile test,negative,0.04,0.96,0.0
20170322,gold dips asia light regional data day us eyed,negative,0.01,0.99,0.0
20170322,gold hits fresh 3week highs amid trump policy jitters,positive,0.98,0.02,0.0
20170322,gold prices remain supported dollar continues fall,negative,0.01,0.68,0.31
20170322,gold rises 3week high doubts grow trumps policies,positive,0.99,0.01,0.0
20170322,oil 1 % inventory buildup,negative,0.02,0.97,0.0
20170322,oil plunges fresh 4month lows crude stocks rise 5m barrels,negative,0.01,0.99,0.0
20170322,oil prices slide bulging us crude inventories,negative,0.01,0.99,0.0
20170322,oil sinks 4month lows bets bearish us supply data,negative,0.01,0.99,0.0
20170322,us crude stocks 4954 mn barrels vs forecast rise 2801 mn,negative,0.01,0.99,0.0
20170322,us farm heartland lobbies steer trump away mexico trade war,positive,0.5,0.5,0.01
20170322,us natural gas pulls back 5week high,positive,0.99,0.01,0.0
20170323,trump targets energy rules oil companies downplay impact,positive,0.69,0.31,0.0
20170323,crude holds gains asia market looks us rig count data,positive,0.97,0.02,0.01
20170323,crude settles lower oil prices slump near 4month lows,negative,0.01,0.99,0.0
20170323,eu asks brazil suspend meat shipments amid scandal sources,positive,0.96,0.02,0.01
20170323,exclusive saudi exports us fall 300000 barrels per day march official,positive,0.98,0.02,0.0
20170323,gold climbs fresh 3week high ahead us healthcare vote,positive,0.99,0.01,0.0
20170323,gold falls asia trump ready showdown vote,positive,0.71,0.27,0.02
20170323,gold pulls back 3week high key us health care vote eyed,positive,0.97,0.03,0.0
20170323,gold remains pressure dollar firms,negative,0.04,0.8,0.16
20170323,oil bounces back us stockpiles weigh,negative,0.01,0.99,0.0
20170323,oil prices recover falling 4month lows,positive,0.62,0.37,0.0
20170323,oil fourmonth lows inventories curb recovery,negative,0.01,0.99,0.0
20170323,oils bounce loses steam heads back toward november lows,negative,0.03,0.97,0.0
20170323,state department approve keystone pipeline permit friday sources,positive,0.76,0.23,0.0
20170323,us natural gas futures turn lower weekly storage data,negative,0.14,0.86,0.0
20170324,drill frack us shale leaves thousands wells unfinished,positive,0.94,0.06,0.0
20170324,crude gains asia producers meeting rig count eyed,positive,0.92,0.08,0.0
20170324,crude moves higher supply glut concerns persist,positive,0.99,0.01,0.0
20170324,crude settles higher sheds 17 % week,positive,0.98,0.01,0.0
20170324,eu stalls russian gas pipeline probably wont stop,negative,0.48,0.52,0.0
20170324,exclusive philippines allows suspended miners ship nickel ore clampdown,positive,0.53,0.47,0.01
20170324,exclusive venezuela increased fuel exports allies even supply crunch loomed,negative,0.0,1.0,0.0
20170324,gold prices slip lower us dollar rebounds,negative,0.01,0.99,0.0
20170324,gold turns positive healthcare vote jitters,positive,0.98,0.02,0.0
20170324,oil higher supply glut concerns persist,negative,0.25,0.75,0.0
20170324,oil steady set 2 percent weekly loss glut weighs,neutral,0.0,0.02,0.98
20170324,trump greenlights keystone xl pipeline obstacles loom,positive,0.98,0.02,0.0
20170324,whistleblower brazil meat scandal takes powerful industry,positive,0.99,0.01,0.0
20170325,operation weak flesh takes bite brazils meat exports,negative,0.34,0.66,0.0
20170325,china others lift ban meat imports boost brazil,positive,0.99,0.01,0.0
20170325,egypt says resumes brazilian meat imports,positive,0.94,0.06,0.0
20170325,iraqi oil minister market decisive factor possible cut extension,negative,0.43,0.56,0.02
20170326,crude oil futures weekly outlook march 27 31,neutral,0.01,0.33,0.66
20170326,crude prices dip asia market mulls supply outlook,negative,0.02,0.98,0.0
20170326,crude prices gain asia hints output cut extension,positive,0.97,0.03,0.0
20170326,gold / silver / copper futures weekly outlook march 27 31,negative,0.08,0.8,0.12
20170326,gold gains early asia political risk events eyed,positive,0.99,0.01,0.0
20170326,opec nonopec look extending oiloutput cut six months,positive,0.73,0.27,0.0
20170326,switzerland extends ban meat brazilian processing plants,positive,0.97,0.03,0.0
20170327,brazil suspends meat plants eu says trust must restored,negative,0.4,0.6,0.01
20170327,crude prices hold gains asia api estimates eyed,positive,0.97,0.01,0.02
20170327,crude prices rebound asia api estimates ahead,positive,0.99,0.01,0.0
20170327,crude prices settle lower supply glut concerns persist,negative,0.02,0.98,0.0
20170327,exclusive shell anadarko mull clean break permian venture executive,positive,0.62,0.37,0.0
20170327,gold dips asia eyes china demand prospects,negative,0.18,0.82,0.0
20170327,gold glitters 1month high ‘ trumpflation trade fades,positive,0.98,0.01,0.0
20170327,gold hits 4week high dollar sinks us healthcare flop,negative,0.2,0.8,0.0
20170327,gold rises highest level month amid doubts trumps policies,positive,0.99,0.01,0.0
20170327,oil falls back toward november lows amid glut concerns,negative,0.01,0.99,0.0
20170327,oil lower doubts duration output cut,positive,0.95,0.05,0.0
20170327,oil us rig count rises opec eyes output cut extension,positive,0.92,0.08,0.0
20170327,oil starts week heavy losses us drilling weighs,negative,0.05,0.95,0.0
20170327,trump sign order tuesday easing energy regulations officials,negative,0.12,0.87,0.01
20170327,turkish gold trader hires giuliani mukasey us sanctions case,negative,0.36,0.64,0.0
20170327,us natural gas builds gains reach 6week high,positive,0.91,0.09,0.0
20170328,crude settles higher amid libyan output disruption,positive,0.96,0.04,0.0
20170328,crude trims gains asia eia data inventories ahead,negative,0.02,0.98,0.0
20170328,gold dips asia details historic brexit start awaited,negative,0.04,0.96,0.0
20170328,gold holds onto gains despite dollar bounce,positive,0.98,0.01,0.01
20170328,gold holds within sight 1month high ahead fed speakers,positive,0.91,0.01,0.07
20170328,gold pulls back 1month high dollar equities recover,positive,0.89,0.11,0.0
20170328,hong kong lifts ban brazil meat imports eu urges action,negative,0.05,0.92,0.03
20170328,iran oil minister sees likely output cut extension,positive,0.96,0.04,0.0
20170328,oil jumps libyan disruption opec deal extension hopes,positive,0.98,0.02,0.0
20170328,oil prices gain sharply asia libya disruption supports,positive,0.99,0.01,0.0
20170328,oil pushes higher hopes opec cut extension api data ahead,positive,0.93,0.06,0.01
20170328,oil rises investors ponder opec deal extension,positive,0.99,0.01,0.0
20170328,oil 1 % ahead stockpile data output cut extension mulled,positive,0.87,0.13,0.0
20170328,russia iran say continue efforts curb oil output,positive,0.98,0.01,0.01
20170328,silver set dip resuming bullish trend,positive,0.89,0.06,0.06
20170328,dna oil wells us shale enlists genetics boost output,negative,0.0,1.0,0.0
20170328,trump offers federal coal industry awash reserves,negative,0.06,0.94,0.0
20170328,trump signs order dismantling obamaera climate policies,positive,0.54,0.45,0.01
20170328,trump sign order sweeping away obamaera climate policies,positive,0.69,0.31,0.01
20170328,us crude stocks gain 191 million barrels last weekapi,negative,0.0,1.0,0.0
20170328,us judge throws many metals pricefixing claims,negative,0.13,0.87,0.0
20170328,us natural gas regains strength amid shifting weather forecasts,positive,0.98,0.01,0.0
20170329,bp sees trading benefits oil boom americas,positive,0.98,0.01,0.0
20170329,crude gains asia us inventories looks ahead rig count,positive,0.97,0.03,0.0
20170329,crude prices dip asia early gains rig count eyed,negative,0.01,0.99,0.0
20170329,crude settles 3week high bullish inventories data,negative,0.02,0.97,0.0
20170329,eu official urges independent controls brazil meat industry,positive,0.93,0.06,0.01
20170329,gold edges lower brexit fed speakers ahead,negative,0.11,0.88,0.0
20170329,gold lower asia support india china eyed,positive,0.56,0.43,0.02
20170329,gold turns negative upbeat economic data,negative,0.03,0.96,0.0
20170329,oil higher libyan output disrupted opecled output cut extension mulled,positive,0.6,0.4,0.0
20170329,oil hits 1week high ahead us supply data libyan output focus,negative,0.46,0.53,0.01
20170329,oil rises 2 percent supplies seen tightening,positive,0.99,0.01,0.0
20170329,opec compliance oil curbs rises march uae joins cut survey,positive,0.83,0.17,0.0
20170329,us crude stocks 867000 barrels vs forecast rise 1357 mn,negative,0.01,0.99,0.0
20170329,us natural gas builds gains reach 8week high,positive,0.93,0.07,0.0
20170329,wti oil jumps $ 49 crude stocks rise less forecast,negative,0.01,0.99,0.0
20170330,crude dips asia profittaking rig count trumpxi eyed,negative,0.01,0.99,0.0
20170330,gold extends retreat 1month highs dollar gains ground,negative,0.16,0.83,0.01
20170330,gold hits session lows upbeat us gdp revision,negative,0.02,0.98,0.0
20170330,gold prices fall asia strong dollar political risks eyed,negative,0.01,0.99,0.0
20170330,gold slumps lows dollar adds gains,positive,0.67,0.33,0.0
20170330,north dakota oil output set rise controversial pipeline opens,negative,0.0,1.0,0.0
20170330,oil builds gains reach 3week highs libyan output focus,negative,0.39,0.61,0.0
20170330,oil flat supply glut concerns weigh,negative,0.01,0.97,0.03
20170330,oil hits threeweek highs opec deal extension seen likely,positive,0.99,0.01,0.0
20170330,oil rallies fresh 3week high amid reports opec extend output deal,positive,0.96,0.04,0.0
20170330,tofu trailblazer soymeal leads china charge commodities derivatives,negative,0.1,0.89,0.0
20170330,us imposes duties finding seven producers dumped steel plate,positive,0.97,0.03,0.0
20170330,us natural gas futures stay lower weekly storage data,negative,0.46,0.51,0.03
20170330,weekly comic opec vs us shale showdown biggest oil risk 2017,positive,0.85,0.15,0.0
20170330,wti oil breaks $ 50 first time 3 weeks rally continues,positive,0.97,0.02,0.01
20170331,china steps americas oil imports unipec backs new frontier,positive,0.6,0.28,0.11
20170331,crude prices settle higher end quarter nearly 6 %,positive,0.99,0.01,0.0
20170331,crude slides lower remains $ 50 mark,negative,0.01,0.99,0.0
20170331,gold track best quarter year amid dollar slump,negative,0.41,0.59,0.0
20170331,gold prices move lower stronger us dollar,negative,0.03,0.97,0.0
20170331,oil lower ahead us rig count,negative,0.01,0.99,0.0
20170402,crude falls slightly asia thin trade china markets shut,negative,0.01,0.99,0.0
20170402,crude oil futures weekly outlook april 3 7,negative,0.01,0.59,0.4
20170402,crude quoted weaker asia weekend russia iraq news eyed,negative,0.06,0.93,0.01
20170402,crude ticks higher asia tone output cut compliance firms,negative,0.5,0.5,0.0
20170402,gold / silver / copper futures weekly outlook april 3 7,negative,0.15,0.71,0.14
20170402,gold dips slightly asia risk data events focus,negative,0.01,0.99,0.0
20170402,gold holds slightly weaker asia mixed regional data,negative,0.37,0.53,0.1
20170402,iraq pledged fully comply oil cut deal opec chief says,positive,0.85,0.15,0.0
20170402,venezuelas maduro wins power oil despite court reversal,negative,0.06,0.93,0.0
20170403,april gold silver activity could provide clarity next precious metal trend,positive,0.71,0.28,0.01
20170403,brazil government says march beef exports near normal despite meat scandal,neutral,0.0,0.0,1.0
20170403,crude prices hold gains asia ahead api estimates,positive,0.9,0.02,0.08
20170403,crude prices rebound slightly asia api estimates awaited,positive,0.99,0.01,0.0
20170403,crude settles lower slump continues second quarter,negative,0.01,0.99,0.0
20170403,exclusive namerico unveils natural gas pipeline plan relieve permian glut,negative,0.31,0.69,0.0
20170403,gold edges lower ahead busy week,negative,0.01,0.99,0.0
20170403,gold gains asia cautious trade xitrump meeting focus,positive,0.99,0.01,0.0
20170403,gold remains track deliver gains first day second quarter,positive,0.98,0.02,0.01
20170403,gold starts week small losses,negative,0.01,0.99,0.0
20170403,oil catches breath rallying 4week highs,positive,0.98,0.01,0.01
20170403,oil edges higher us activity caps gains,positive,0.99,0.01,0.0
20170403,oil prices steady rebounding libyan production weighs,positive,0.89,0.08,0.03
20170403,oil pulls back 4week highs amid rising us shale production,positive,0.87,0.13,0.0
20170403,qatar restart development worlds biggest gas field,negative,0.0,1.0,0.0
20170403,us natural gas extends pullback 2month highs,negative,0.01,0.99,0.0
20170404,api says crude stocks dropped 183 mln barrels last week,positive,1.0,0.0,0.0
20170404,brazils black market pipeline gangs hijack petrobras oil fuel,positive,0.99,0.01,0.0
20170404,crude settles higher ahead inventories data,positive,0.97,0.03,0.01
20170404,crude asia api reports larger seen draw nkorea noted,negative,0.11,0.88,0.01
20170404,gold builds gains reach 1week high,positive,0.98,0.01,0.0
20170404,gold dips asia nkorea test awaits adp jobs data,negative,0.01,0.99,0.0
20170404,gold hits 1week high investors seek shelter trumpxi meeting,positive,0.98,0.01,0.0
20170404,gold shrugs upbeat economic data trade near 1week highs,positive,0.97,0.03,0.01
20170404,oil extends retreat 4week highs wti falls $ 50,negative,0.01,0.99,0.0
20170404,oil firms ahead us industry stockpile data,negative,0.04,0.96,0.0
20170404,oil rises near onemonth high us crude stocks seen,negative,0.0,0.99,0.0
20170404,oil turns higher focus shifts us stockpile data,negative,0.41,0.58,0.0
20170404,petrobras says exxon expressed strong interest presalt oil,positive,0.8,0.19,0.01
20170404,us coal companies ask trump stick paris climate deal,positive,0.69,0.31,0.0
20170404,us natural gas futures rise 1st time 4 sessions,positive,0.98,0.02,0.0
20170405,chevron pivots permian shale megaproject era fades,negative,0.37,0.63,0.0
20170405,crude drops asia surprise us crude build demand eyed,positive,0.98,0.02,0.0
20170405,crude holds gains asia sharp draw api estimates,positive,0.98,0.02,0.01
20170405,crude settles higher despite surprise build us crude stockpiles,negative,0.02,0.98,0.0
20170405,destructive weed threatens us corn fields,positive,1.0,0.0,0.0
20170405,gold eases onemonth high strong us jobs data,negative,0.05,0.94,0.0
20170405,gold gains asia fed views rates mulled,negative,0.35,0.65,0.01
20170405,gold holds near 1week high fed minutes trumpxi summit focus,positive,0.91,0.02,0.07
20170405,gold slides session lows impressive adp report,negative,0.01,0.99,0.0
20170405,lng producers turn trading risk taking maintain market share,negative,0.26,0.74,0.0
20170405,oil eases onemonth high surprise us crude build,negative,0.5,0.5,0.0
20170405,oil rallies 4week high bets bullish us supply data,positive,0.99,0.01,0.01
20170405,oil 1 % us stockpile draw,negative,0.05,0.95,0.0
20170405,us crude stocks 1566 mn barrels vs forecast fall 453000,positive,0.93,0.07,0.0
20170405,us natural gas builds gains reach highest since january,positive,0.88,0.12,0.0
20170405,wti oil futures pare gains surprise build crude inventories,negative,0.09,0.91,0.0
20170406,asia demand hedging boosts trading forward us oil contracts,positive,0.86,0.14,0.0
20170406,big miners trouble joining technology revolution,negative,0.24,0.76,0.0
20170406,crude futures settle higher despite renewed concerns us supply,positive,0.98,0.01,0.0
20170406,crude holds weaker asia investors awaiting uschina summit,negative,0.16,0.84,0.0
20170406,crude prices spike asia us launches missiles syria,positive,0.99,0.01,0.0
20170406,gold edges higher ahead trumpxi summit,positive,0.99,0.01,0.0
20170406,gold prices trade close lows trumpxi twoday summit eyed,negative,0.01,0.99,0.0
20170406,gold spikes 5month highs us launches missile strikes syria,positive,0.83,0.17,0.01
20170406,gold ticks ahead trumpxi summit fed outlook focus,positive,0.54,0.26,0.2
20170406,iran struggles expand oil exports sea storage cleared,negative,0.0,1.0,0.0
20170406,oil prices edge dent us inventories,positive,0.98,0.02,0.0
20170406,oil recovers traders weigh us stockpiles opec cuts,negative,0.27,0.73,0.0
20170406,oil turns higher losses surprise rise us crude stocks,positive,0.62,0.38,0.0
20170406,oil pressure amid record high us stockpile levels,negative,0.02,0.97,0.0
20170406,traders bet oil storage assets opec cuts work,positive,0.97,0.02,0.01
20170406,us natural gas extends gains weekly storage data,positive,0.96,0.04,0.0
20170407,crude jumps 1month highs us airstrikes,positive,0.99,0.01,0.0
20170407,crude prices settle higher second straight week,positive,0.99,0.01,0.0
20170407,crude spikes asia us fires missiles syria,positive,0.74,0.26,0.0
20170407,gold climbs 5month highs us airstrikes syria,positive,0.99,0.01,0.0
20170407,gold pares gains mixed us jobs report,positive,0.72,0.27,0.0
20170407,oil higher us air strikes syria,positive,0.96,0.04,0.0
20170407,oil rises near onemonth high us missile strike syria,positive,0.99,0.0,0.0
20170407,sec halts enforcement conflict minerals rule amid review,negative,0.02,0.96,0.02
20170407,weak crude oil stunts us energy ipos boosts outlook m&ampa,negative,0.19,0.81,0.0
